signatures (1 letter),length,counts
,0,2799611
.,1,29326
..,2,1297
..C,3,9
..L,3,1
..T,3,4
.C,2,1
.c,2,435
.c.,3,2
.cC,3,62
.cC.,4,1
.cCc,4,1
.cCcC,5,9
.cCcT,5,1
.cCl,4,1
.cCt,4,2
.cL,3,15
.cL.,4,2
.cLc,4,1
.cLcT,5,1
.cLt,4,2
.cT,3,1
.cT..,5,1
.cTcT,5,1
.cTl,4,1
.l,2,436
.l.,3,3
.lC,3,204
.lC.,4,1
.lCcC,5,1
.lCl,4,2
.lClC,5,2
.lCtC,5,1
.lL,3,21
.lLl,4,1
.lT,3,35
.lTcL,5,1
.t,2,212
.t.,3,2
.tC,3,70
.tCt,4,1
.tCt.,5,1
.tL,3,35
.tT,3,29
C,1,1597379
C.,2,587
C.C,3,144
C.CcL,5,1
C.CcT,5,1
C.Ct,4,3
C.CtC,5,2
C.L,3,52
C.Lc,4,1
C.T,3,9
C.TcC,5,1
Cc,2,97927
Cc.,3,80
Cc..,4,2
Cc..C,5,1
Cc.c,4,4
Cc.cC,5,2
Cc.cL,5,4
Cc.cT,5,1
CcC,3,22507
CcC.,4,144
CcC..,5,19
CcC.C,5,135
CcC.L,5,9
CcC.T,5,2
CcCc,4,385
CcCc.,5,84
CcCcC,5,755
CcCcL,5,55
CcCcT,5,24
CcCl,4,39
CcCl.,5,4
CcClC,5,38
CcClL,5,10
CcClT,5,1
CcCt,4,379
CcCt.,5,3
CcCtC,5,29
CcCtL,5,5
CcCtT,5,6
CcL,3,2827
CcL.,4,218
CcL..,5,3
CcL.C,5,4
CcL.L,5,25
CcL.T,5,1
CcLc,4,1184
CcLc.,5,26
CcLcC,5,13
CcLcL,5,191
CcLcT,5,22
CcLl,4,27
CcLl.,5,1
CcLlC,5,4
CcLlL,5,1
CcLt,4,52
CcLtC,5,4
CcT,3,1919
CcT.,4,3
CcT..,5,2
CcT.C,5,1
CcT.L,5,2
CcT.T,5,30
CcTc,4,14
CcTc.,5,7
CcTcC,5,13
CcTcL,5,15
CcTcT,5,230
CcTl.,5,2
CcTlC,5,5
CcTlL,5,2
CcTlT,5,3
CcTt,4,3
CcTt.,5,1
CcTtT,5,3
Cl,2,84287
Cl.,3,211
Cl..,4,2
Cl..C,5,2
Cl.l,4,3
Cl.l.,5,1
Cl.lC,5,2
Cl.lL,5,2
Cl.tC,5,1
ClC,3,47063
ClC.,4,218
ClC..,5,14
ClC.C,5,207
ClC.L,5,12
ClC.T,5,3
ClCc,4,688
ClCc.,5,12
ClCcC,5,42
ClCcL,5,20
ClCcT,5,8
ClCl,4,371
ClCl.,5,78
ClClC,5,852
ClClL,5,40
ClClT,5,18
ClClt,5,1
ClCt,4,74
ClCt.,5,61
ClCtC,5,430
ClCtL,5,31
ClCtT,5,13
ClL,3,9462
ClL.,4,54
ClL.C,5,3
ClL.L,5,1
ClLc,4,32
ClLc.,5,1
ClLcL,5,5
ClLcT,5,4
ClLl,4,286
ClLl.,5,1
ClLlC,5,8
ClLlL,5,1
ClLlT,5,2
ClLt,4,10
ClLtC,5,5
ClT,3,2186
ClT.,4,3
ClT.C,5,2
ClTc,4,6
ClTcC,5,2
ClTcT,5,3
ClTl,4,2
ClTlC,5,2
ClTlT,5,4
ClTt,4,2
ClTtT,5,1
Clt,3,6
Ct,2,59374
Ct.,3,58
Ct.tC,5,3
CtC,3,14366
CtC.,4,92
CtC..,5,5
CtC.C,5,38
CtCc,4,56
CtCcC,5,16
CtCcL,5,2
CtCcT,5,2
CtCl,4,20
CtCl.,5,4
CtClC,5,11
CtClL,5,4
CtCt,4,362
CtCt.,5,29
CtCtC,5,230
CtCtL,5,15
CtCtT,5,2
CtL,3,8440
CtL.,4,41
CtLc,4,15
CtLc.,5,1
CtLcC,5,5
CtLcL,5,3
CtLcT,5,2
CtLl,4,7
CtLlC,5,6
CtLt,4,181
CtLt.,5,1
CtT,3,1920
CtT.,4,2
CtT.L,5,1
CtT.T,5,2
CtTc,4,1
CtTcT,5,2
CtTl,4,2
CtTt,4,2
Ctt,3,5
L,1,518992
L.,2,175
L.C,3,19
L.ClC,5,1
L.L,3,16
L.T,3,2
Lc,2,24826
Lc.,3,18
Lc.c,4,3
Lc.cL,5,1
Lc.l,4,1
Lc.t,4,1
LcC,3,2414
LcC.,4,53
LcC.C,5,5
LcCc,4,344
LcCc.,5,3
LcCcC,5,14
LcCcT,5,2
LcCl,4,10
LcCl.,5,1
LcClC,5,8
LcClL,5,1
LcCt,4,16
LcCtC,5,3
LcCtT,5,1
LcL,3,4611
LcL.,4,47
LcL.L,5,1
LcL.T,5,1
LcLc,4,275
LcLc.,5,1
LcLcC,5,5
LcLcL,5,5
LcLcT,5,5
LcLl,4,16
LcLl.,5,1
LcLlL,5,1
LcLt,4,13
LcT,3,1559
LcTc,4,3
LcTc.,5,1
LcTcC,5,1
LcTcL,5,5
LcTcT,5,9
LcTl,4,2
LcTlT,5,1
LcTt,4,1
LcTtT,5,1
Lct,3,1
Ll,2,23981
Ll.,3,9
LlC,3,3731
LlC.,4,6
LlC..,5,2
LlC.C,5,5
LlCc,4,17
LlCcC,5,4
LlCcL,5,2
LlCl,4,8
LlCl.,5,3
LlClC,5,9
LlCt,4,6
LlCt.,5,2
LlCtC,5,9
LlL,3,2667
LlL.,4,3
LlLcL,5,1
LlLl,4,7
LlLlC,5,1
LlLlL,5,1
LlLt,4,1
LlLtC,5,1
LlT,3,203
Lt,2,14694
Lt.,3,5
LtC,3,2677
LtC.,4,3
LtCc,4,11
LtCcC,5,1
LtCcL,5,2
LtCl,4,5
LtClC,5,2
LtClL,5,1
LtCt,4,9
LtCtC,5,2
LtL,3,1448
LtL.,4,2
LtL.C,5,1
LtLc,4,1
LtLcL,5,1
LtLl,4,5
LtLt,4,5
LtLtL,5,1
LtT,3,149
LtTc,4,1
T,1,191463
T.,2,63
T.C,3,5
T.L,3,3
T.T,3,12
Tc,2,7953
Tc.,3,2
Tc..T,5,1
Tc.cC,5,1
Tc.t,4,1
TcC,3,258
TcC.,4,1
TcC.C,5,2
TcC.L,5,1
TcCc,4,8
TcCcC,5,8
TcCcL,5,2
TcCl,4,4
TcCl.,5,2
TcClC,5,1
TcClL,5,2
TcCt,4,6
TcCtC,5,2
TcL,3,156
TcL.,4,50
TcL.T,5,2
TcLc,4,11
TcLc.,5,1
TcLcC,5,1
TcLcL,5,1
TcLcT,5,4
