signatures (1 letter),length,counts
,0,4614202
.,1,10505
..,2,25
.C,2,95
.c,2,405
.cC,3,78
.cC.,4,2
.cC.C,5,1
.cCc,4,6
.cCcC,5,4
.cCt,4,2
.cL,3,15
.cL.,4,4
.cLc,4,7
.cLt,4,1
.cLtT,5,1
.cT,3,16
.cTc,4,3
.cTcC,5,1
.l,2,174
.l.,3,3
.lC,3,21
.lL,3,3
.lT,3,6
.t,2,371
.tC,3,21
.tL,3,8
.tT,3,12
.tTt,4,1
C,1,1536064
C.,2,521
C.C,3,67
C.Cc,4,2
C.CcC,5,1
C.L,3,10
C.L.,4,1
C.Lc,4,1
C.LcT,5,1
C.T,3,9
C.Tc,4,1
C.Tt,4,1
CC,2,9
CCC,3,1
Cc,2,98537
Cc.,3,64
Cc..,4,3
Cc...,5,1
Cc.c,4,10
Cc.cC,5,10
Cc.t,4,1
CcC,3,19758
CcC.,4,242
CcC..,5,13
CcC.C,5,152
CcC.L,5,7
CcC.T,5,13
CcCc,4,926
CcCc.,5,72
CcCcC,5,862
CcCcL,5,76
CcCcT,5,70
CcCl,4,61
CcClC,5,22
CcClL,5,2
CcClT,5,2
CcCt,4,282
CcCt.,5,12
CcCtC,5,84
CcCtL,5,28
CcCtT,5,3
CcL,3,3641
CcL.,4,121
CcL..,5,1
CcL.C,5,6
CcL.L,5,9
CcL.T,5,4
CcLc,4,688
CcLc.,5,5
CcLcC,5,29
CcLcL,5,28
CcLcT,5,23
CcLl,4,6
CcLlT,5,1
CcLt,4,58
CcLtC,5,2
CcLtL,5,2
CcLtT,5,2
CcT,3,4927
CcT.,4,71
CcT..,5,2
CcT.C,5,6
CcT.L,5,1
CcT.T,5,4
CcTc,4,359
CcTc.,5,6
CcTcC,5,37
CcTcL,5,8
CcTcT,5,31
CcTl,4,6
CcTt,4,66
CcTt.,5,1
CcTtT,5,3
Cl,2,42476
Cl.,3,32
Cl..,4,1
Cl.t,4,1
ClC,3,6158
ClC.,4,30
ClC..,5,3
ClC.C,5,41
ClC.L,5,4
ClCc,4,28
ClCc.,5,3
ClCcC,5,17
ClCcL,5,6
ClCcT,5,4
ClCl,4,33
ClCl.,5,7
ClClC,5,93
ClClL,5,5
ClClT,5,6
ClCt,4,45
ClCt.,5,2
ClCtC,5,20
ClCtT,5,2
ClL,3,918
ClL.,4,9
ClL.C,5,2
ClL.L,5,2
ClL.T,5,1
ClLc,4,11
ClLcC,5,2
ClLl,4,25
ClLlC,5,1
ClLt,4,31
ClLtC,5,1
ClLtT,5,2
ClT,3,2324
ClT.,4,5
ClTc,4,9
ClTcC,5,5
ClTcL,5,1
ClTl,4,16
ClTt,4,3
Ct,2,79576
Ct.,3,24
Ct..,4,1
Ct.t,4,2
CtC,3,4901
CtC.,4,29
CtC..,5,4
CtC.C,5,20
CtC.L,5,1
CtCc,4,42
CtCc.,5,3
CtCcC,5,23
CtCcL,5,4
CtCcT,5,2
CtCl,4,7
CtCl.,5,2
CtClC,5,3
CtCt,4,91
CtCt.,5,2
CtCtC,5,81
CtCtL,5,2
CtCtT,5,4
CtL,3,1255
CtL.,4,3
CtLc,4,20
CtLc.,5,1
CtLcC,5,1
CtLcL,5,3
CtLcT,5,1
CtLl,4,1
CtLt,4,12
CtLtL,5,3
CtT,3,1479
CtT.,4,13
CtTc,4,8
CtTcC,5,1
CtTcT,5,1
CtTl,4,1
CtTlC,5,1
CtTt,4,76
CtTt.,5,1
CtTtC,5,3
CtTtL,5,1
CtTtT,5,5
L,1,609807
L.,2,211
L.C,3,10
L.C.,4,2
L.Cc,4,1
L.L,3,8
L.LcL,5,1
L.T,3,5
L.Tc,4,1
LC,2,4
Lc,2,35477
Lc.,3,23
Lc.c,4,1
Lc.t,4,2
LcC,3,1980
LcC.,4,11
LcC..,5,1
LcC.C,5,16
LcCc,4,81
LcCc.,5,9
LcCcC,5,87
LcCcL,5,9
LcCcT,5,8
LcCl,4,6
LcCt,4,10
LcCt.,5,1
LcCtC,5,6
LcCtT,5,3
LcL,3,1561
LcL.,4,37
LcL.C,5,2
LcL.L,5,11
LcL.T,5,2
LcLc,4,146
LcLc.,5,5
LcLcC,5,18
LcLcL,5,57
LcLcT,5,15
LcLl,4,2
LcLt,4,3
LcLtL,5,2
LcT,3,1048
LcT.,4,12
LcT..,5,1
LcTc,4,76
LcTcC,5,3
LcTcT,5,1
LcTl,4,1
LcTlT,5,1
LcTt,4,35
LcTtC,5,2
LcTtT,5,2
Ll,2,10057
Ll.,3,3
LlC,3,307
LlC.C,5,1
LlCc,4,4
LlCcC,5,4
LlCl,4,1
LlClC,5,3
LlCt,4,1
LlL,3,645
LlL.,4,3
LlLc,4,2
LlLl,4,25
LlLlC,5,1
LlLt,4,2
LlT,3,571
LlT.,4,1
LlTl,4,1
Lt,2,38348
Lt.,3,13
LtC,3,471
LtC.,4,6
LtC.C,5,1
LtCc,4,11
LtCc.,5,2
LtCcC,5,14
LtCcL,5,1
LtCl,4,5
LtClC,5,1
LtCt,4,7
LtCt.,5,1
LtCtC,5,3
LtL,3,1031
LtL.,4,24
LtL.L,5,1
LtLc,4,10
LtLcC,5,2
LtLcL,5,1
LtLl,4,1
LtLt,4,126
LtLt.,5,2
LtLtC,5,3
LtLtL,5,30
LtT,3,946
LtT.,4,5
LtTc,4,2
LtTcL,5,1
LtTcT,5,1
LtTl,4,2
LtTt,4,23
LtTt.,5,2
LtTtC,5,1
LtTtL,5,2
LtTtT,5,18
T,1,369639
T.,2,46
T.C,3,5
T.L,3,3
T.T,3,6
T.Tc,4,1
TC,2,3
Tc,2,9829
Tc.,3,2
TcC,3,812
TcC.,4,12
TcC.C,5,10
TcCc,4,27
TcCc.,5,6
TcCcC,5,59
TcCcL,5,1
TcCcT,5,4
TcCl,4,5
TcCt,4,21
TcCt.,5,1
TcCtC,5,1
TcCtL,5,1
TcCtT,5,1
TcL,3,446
TcL.,4,10
TcL.C,5,1
TcLc,4,19
TcLcL,5,1
TcLcT,5,2
TcLl,4,1
TcLlL,5,1
TcLt,4,30
TcLtL,5,3
TcT,3,234
TcTc,4,12
TcTcC,5,1
TcTt,4,1
Tl,2,4588
Tl.,3,4
TlC,3,138
TlC.,4,1
TlC.C,5,1
TlCc,4,1
TlCl,4,2
TlClC,5,1
TlCtC,5,1
TlL,3,41
TlL.,4,1
TlLt,4,1
TlT,3,420
TlTcC,5,1
TlTt,4,1
Tt,2,10144
Tt.,3,8
Tt..,4,1
TtC,3,651
TtC.C,5,1
TtCc,4,4
TtCcC,5,5
TtCl,4,1
TtClT,5,1
TtCt,4,9
TtL,3,109
TtLc,4,3
TtLt,4,1
TtT,3,1393
TtT.,4,19
TtT.T,5,1
TtTc,4,2
TtTcC,5,2
TtTt,4,79
TtTt.,5,2
TtTtC,5,1
TtTtT,5,5
t,1,5
