signatures (1 letter),length,counts
,0,4337637
.,1,8356
..,2,38
.c,2,498
.c.,3,1
.c.c,4,1
.cC,3,52
.cC.C,5,1
.cCc,4,3
.cCcC,5,5
.cCl,4,2
.cL,3,14
.cL.,4,2
.cLcC,5,1
.cLt,4,2
.cT,3,8
.cTcC,5,1
.l,2,469
.l.,3,2
.lC,3,132
.lC.C,5,2
.lCc,4,1
.lCl,4,3
.lCl.,5,1
.lClC,5,6
.lCt,4,1
.lL,3,48
.lL.,4,1
.lLc,4,1
.lLc.,5,1
.lLcC,5,1
.lLl,4,3
.lLlL,5,1
.lLt,4,1
.lT,3,45
.lTl,4,1
.lTt,4,2
.t,2,250
.tC,3,35
.tCl,4,1
.tCt.,5,1
.tL,3,7
.tLt,4,1
.tT,3,11
C,1,1429005
C.,2,697
C...,4,1
C.C,3,138
C.Cc,4,3
C.Cc.,5,1
C.CcL,5,1
C.ClC,5,2
C.CtC,5,2
C.CtL,5,1
C.L,3,52
C.L..,5,1
C.Lc,4,3
C.Ll,4,3
C.LtT,5,1
C.T,3,21
C.Tc,4,3
C.Tl,4,1
Cc,2,100519
Cc.,3,96
Cc..,4,1
Cc.c,4,7
Cc.cC,5,2
Cc.cT,5,1
Cc.lT,5,1
Cc.t,4,2
CcC,3,18195
CcC.,4,207
CcC..,5,19
CcC.C,5,135
CcC.L,5,12
CcC.T,5,7
CcCc,4,767
CcCc.,5,78
CcCcC,5,715
CcCcL,5,56
CcCcT,5,24
CcCl,4,146
CcCl.,5,22
CcClC,5,134
CcClL,5,29
CcClT,5,16
CcCt,4,106
CcCt.,5,10
CcCtC,5,59
CcCtL,5,4
CcCtT,5,8
CcL,3,5972
CcL.,4,158
CcL..,5,5
CcL.C,5,37
CcL.L,5,34
CcL.T,5,15
CcLc,4,538
CcLc.,5,21
CcLcC,5,97
CcLcL,5,94
CcLcT,5,54
CcLl,4,96
CcLl.,5,9
CcLlC,5,40
CcLlL,5,46
CcLlT,5,6
CcLt,4,408
CcLt.,5,3
CcLtC,5,12
CcLtL,5,20
CcLtT,5,6
CcT,3,1506
CcT.,4,58
CcT..,5,1
CcT.C,5,2
CcT.T,5,5
CcTc,4,293
CcTc.,5,4
CcTcC,5,10
CcTcL,5,3
CcTcT,5,31
CcTl,4,12
CcTlC,5,7
CcTlT,5,2
CcTt,4,14
CcTtC,5,1
CcTtT,5,1
Cl,2,126670
Cl.,3,174
Cl..,4,1
Cl..L,5,1
Cl.cC,5,1
Cl.cL,5,1
Cl.cT,5,1
Cl.l,4,8
Cl.lC,5,5
Cl.lL,5,1
Cl.t,4,3
Cl.tC,5,3
ClC,3,43741
ClC.,4,221
ClC..,5,30
ClC.C,5,298
ClC.L,5,22
ClC.T,5,21
ClCc,4,400
ClCc.,5,25
ClCcC,5,259
ClCcL,5,36
ClCcT,5,31
ClCl,4,556
ClCl.,5,96
ClClC,5,1053
ClClL,5,116
ClClT,5,75
ClCt,4,276
ClCt.,5,37
ClCtC,5,305
ClCtL,5,31
ClCtT,5,50
ClL,3,13850
ClL.,4,130
ClL..,5,10
ClL.C,5,56
ClL.L,5,24
ClL.T,5,22
ClLc,4,194
ClLc.,5,2
ClLcC,5,44
ClLcL,5,15
ClLcT,5,4
ClLct,5,1
ClLl,4,402
ClLl.,5,25
ClLlC,5,206
ClLlL,5,75
ClLlT,5,22
ClLt,4,255
ClLt.,5,1
ClLtC,5,11
ClLtL,5,7
ClLtT,5,47
ClT,3,8357
ClT.,4,86
ClT..,5,1
ClT.C,5,16
ClT.L,5,2
ClT.T,5,6
ClTc,4,50
ClTc.,5,5
ClTcC,5,29
ClTcL,5,2
ClTcT,5,4
ClTl,4,183
ClTl.,5,2
ClTlC,5,10
ClTlL,5,1
ClTlT,5,2
ClTt,4,139
ClTtC,5,6
ClTtL,5,1
ClTtT,5,30
Ct,2,43819
Ct.,3,79
Ct..,4,2
Ct..C,5,1
Ct.c,4,2
Ct.lC,5,1
CtC,3,13535
CtC.,4,25
CtC.C,5,21
CtC.L,5,1
CtC.T,5,4
CtCc,4,92
CtCc.,5,6
CtCcC,5,31
CtCcL,5,5
CtCcT,5,4
CtCl,4,55
CtCl.,5,4
CtClC,5,42
CtClL,5,5
CtClT,5,5
CtCt,4,22
CtCt.,5,3
CtCtC,5,77
CtCtL,5,4
CtCtT,5,16
CtL,3,2581
CtL.,4,6
CtL.C,5,1
CtL.T,5,1
CtLc,4,6
CtLc.,5,1
CtLcC,5,2
CtLl,4,8
CtLlC,5,4
CtLlL,5,4
CtLt,4,23
CtLtT,5,2
CtT,3,2181
CtT.,4,8
CtT.C,5,2
CtT.L,5,1
CtT.T,5,1
CtTc,4,34
CtTcC,5,1
CtTcL,5,2
CtTcT,5,2
CtTl,4,12
CtTlC,5,1
CtTlL,5,1
CtTt,4,7
CtTtC,5,1
L,1,878476
L.,2,371
L.C,3,46
L.L,3,50
L.L.,4,3
L.LlL,5,2
L.T,3,17
L.Tc,4,1
L.TtT,5,2
Lc,2,38468
Lc.,3,18
Lc..,4,4
Lc..C,5,1
Lc.c,4,6
LcC,3,2581
LcC.,4,24
LcC..,5,1
LcC.C,5,13
LcC.L,5,1
LcC.T,5,6
LcCc,4,122
LcCc.,5,9
LcCcC,5,95
LcCcL,5,7
LcCcT,5,9
LcCl,4,25
LcCl.,5,3
LcClC,5,33
LcClL,5,4
LcClT,5,19
LcCt,4,12
LcCtC,5,3
LcCtL,5,1
LcCtT,5,1
LcL,3,4874
LcL.,4,153
LcL..,5,2
LcL.C,5,22
LcL.L,5,29
LcL.T,5,5
LcLc,4,674
LcLc.,5,9
LcLcC,5,64
LcLcL,5,74
LcLcT,5,8
LcLl,4,34
LcLl.,5,3
LcLlC,5,6
LcLlL,5,19
LcLlT,5,4
LcLt,4,138
LcLt.,5,5
LcLtC,5,26
LcLtL,5,29
LcLtT,5,6
LcT,3,1055
LcT.,4,47
LcT.C,5,3
LcT.L,5,3
LcTc,4,215
LcTc.,5,2
LcTcC,5,10
LcTcL,5,1
LcTcT,5,3
LcTl,4,13
LcTl.,5,1
LcTlC,5,1
LcTlT,5,1
LcTt,4,5
LcTtC,5,1
Ll,2,53574
Ll.,3,55
Ll.c,4,1
Ll.l,4,5
Ll.lC,5,1
Ll.lL,5,1
Ll.t,4,2
Ll.tT,5,2
LlC,3,5629
LlC.,4,32
LlC..,5,2
LlC.C,5,21
LlC.L,5,5
LlC.T,5,1
LlCc,4,78
LlCc.,5,6
LlCcC,5,29
LlCcL,5,7
LlCl,4,86
LlCl.,5,5
LlClC,5,74
LlClL,5,17
LlClT,5,8
LlCt,4,23
LlCt.,5,3
LlCtC,5,25
LlCtT,5,3
LlL,3,10032
LlL.,4,171
LlL..,5,2
LlL.C,5,15
LlL.L,5,32
LlL.T,5,22
LlLc,4,161
LlLcC,5,22
LlLcL,5,10
LlLcT,5,5
LlLl,4,614
LlLl.,5,20
LlLlC,5,51
LlLlL,5,153
LlLlT,5,81
LlLt,4,59
LlLt.,5,1
LlLtC,5,6
LlLtL,5,14
LlLtT,5,8
LlT,3,5908
LlT.,4,27
LlT..,5,2
LlT.C,5,3
LlT.T,5,3
LlTc,4,28
LlTc.,5,2
LlTcC,5,4
LlTcL,5,2
LlTl,4,56
LlTlC,5,5
LlTlT,5,1
LlTt,4,58
LlTt.,5,2
LlTtC,5,9
LlTtL,5,3
LlTtT,5,47
Lt,2,36655
Lt.,3,18
Lt.cC,5,1
Lt.t,4,1
LtC,3,1621
LtC.,4,5
LtC..,5,2
LtC.C,5,1
LtC.L,5,1
LtCc,4,11
LtCcC,5,8
LtCcL,5,1
LtCcT,5,1
LtCl,4,18
LtCl.,5,1
LtClC,5,11
LtClL,5,1
LtClT,5,1
LtCt,4,1
LtCt.,5,1
LtCtC,5,3
LtCtL,5,4
LtCtT,5,5
LtL,3,3775
LtL.,4,25
LtLc,4,18
LtLcC,5,6
LtLcL,5,2
LtLcT,5,1
LtLl,4,16
LtLlC,5,8
LtLlL,5,2
LtLlT,5,3
LtLt,4,108
LtLtC,5,6
LtLtT,5,1
LtT,3,1713
LtT.,4,1
LtTc,4,9
LtTc.,5,1
LtTcC,5,3
LtTl,4,3
LtTlC,5,4
LtTt,4,3
LtTtC,5,1
T,1,386815
T.,2,111
T..,3,1
T.C,3,15
T.Cc,4,1
T.Cl,4,1
T.L,3,3
T.T,3,5
T.TcC,5,1
Tc,2,16010
Tc.,3,11
Tc.c,4,1
TcC,3,927
TcC.,4,6
TcC..,5,2
TcC.C,5,7
TcC.L,5,1
TcC.T,5,2
TcCc,4,22
TcCc.,5,3
TcCcC,5,46
TcCcL,5,3
TcCcT,5,1
TcCl,4,15
TcCl.,5,1
TcClC,5,9
TcClL,5,3
TcCt,4,9
TcCt.,5,1
TcCtC,5,2
TcCtL,5,3
TcL,3,753
TcL.,4,10
TcL..,5,1
TcL.C,5,5
TcL.L,5,1
TcL.T,5,1
TcLc,4,24
TcLcC,5,2
TcLcL,5,5
TcLcT,5,2
TcLl,4,7
TcLlC,5,3
TcLlL,5,2
TcLlT,5,4
TcLt,4,10
TcLt.,5,2
TcLtC,5,21
TcLtL,5,3
TcT,3,680
TcT.,4,2
TcTc,4,21
TcTc.,5,1
TcTcC,5,3
TcTcT,5,1
TcTl,4,2
TcTlC,5,2
TcTlL,5,1
TcTt,4,2
Tl,2,17133
Tl.,3,7
TlC,3,1559
TlC.,4,7
TlC.C,5,6
TlC.L,5,1
TlC.T,5,1
TlCc,4,13
TlCcC,5,5
TlCcL,5,3
TlCl,4,15
TlCl.,5,2
TlClC,5,16
TlClL,5,2
TlCt,4,8
TlCt.,5,3
TlCtC,5,22
TlCtL,5,1
TlCtT,5,3
TlL,3,532
TlL.,4,4
TlL.C,5,2
TlL.L,5,2
TlLc,4,5
TlLcC,5,1
TlLcL,5,2
TlLcT,5,1
TlLl,4,19
TlLl.,5,2
TlLlC,5,8
TlLlL,5,5
TlLt,4,11
TlLtC,5,1
TlLtT,5,1
TlT,3,898
TlT.,4,13
TlTc,4,2
TlTcC,5,2
TlTl,4,55
TlTlC,5,3
TlTlT,5,1
TlTt,4,6
TlTtC,5,2
TlTtL,5,1
TlTtT,5,1
Tt,2,9314
Tt.,3,3
Tt.t,4,1
TtC,3,310
TtC.,4,1
TtCc,4,8
TtCcC,5,3
TtCl,4,2
TtClC,5,2
TtClL,5,1
TtClT,5,1
TtCt,4,1
TtCt.,5,1
TtCtC,5,4
TtL,3,149
TtL.,4,1
TtL.C,5,1
TtLc,4,3
TtLcC,5,1
TtLcL,5,1
TtLcT,5,1
TtLl,4,2
TtLlL,5,2
TtLt,4,4
TtT,3,105
TtT.,4,5
TtTc,4,3
TtTcC,5,2
TtTl,4,2
TtTlC,5,1
TtTlL,5,1
TtTt,4,39
TtTtC,5,1
