signatures (1 letter),length,counts
,0,3210981
.,1,14259
..,2,1479
..C,3,9
..L,3,2
.T,2,4
.c,2,373
.cC,3,26
.cCc,4,1
.cCcC,5,4
.cCl,4,2
.cL,3,23
.cL.,4,1
.cLc,4,2
.cLcL,5,1
.cLl,4,4
.cT,3,1
.l,2,662
.l.,3,1
.l.l,4,1
.lC,3,120
.lC.,4,2
.lC..,5,1
.lC.L,5,1
.lCcC,5,1
.lCl,4,5
.lClC,5,3
.lCt,4,1
.lCtC,5,1
.lCtL,5,2
.lL,3,35
.lLl,4,4
.lT.,4,1
.lT.C,5,1
.lTl,4,1
.lTlC,5,1
.t,2,221
.t.,3,1
.tC,3,75
.tCl,4,3
.tClL,5,1
.tL,3,13
.tT,3,1
C,1,1399457
C.,2,593
C..,3,1
C.C,3,80
C.Cc,4,1
C.Cl,4,1
C.ClC,5,2
C.Ct,4,1
C.CtC,5,1
C.CtL,5,2
C.L,3,25
C.L.,4,1
C.L.L,5,1
C.Lc,4,1
C.LlL,5,1
C.T,3,6
C.TlT,5,1
Cc,2,77465
Cc.,3,71
Cc..,4,2
Cc..L,5,1
Cc.c,4,4
Cc.c.,5,1
Cc.cC,5,4
Cc.cL,5,1
Cc.l,4,6
Cc.lL,5,1
Cc.t,4,1
CcC,3,16348
CcC.,4,325
CcC..,5,20
CcC.C,5,160
CcC.L,5,18
CcCc,4,1217
CcCc.,5,101
CcCcC,5,1009
CcCcL,5,86
CcCcT,5,12
CcCct,5,1
CcCl,4,587
CcCl.,5,18
CcClC,5,141
CcClL,5,22
CcClT,5,7
CcCt,4,21
CcCt.,5,19
CcCtC,5,107
CcCtL,5,15
CcCtT,5,3
CcL,3,6153
CcL.,4,156
CcL..,5,9
CcL.C,5,17
CcL.L,5,36
CcL.T,5,10
CcLc,4,609
CcLc.,5,35
CcLcC,5,24
CcLcL,5,265
CcLcT,5,31
CcLl,4,321
CcLl.,5,9
CcLlC,5,58
CcLlL,5,16
CcLlT,5,1
CcLt,4,8
CcLt.,5,1
CcLtC,5,1
CcLtL,5,3
CcT,3,995
CcT.,4,61
CcT.L,5,1
CcT.T,5,1
CcTc,4,16
CcTc.,5,1
CcTcL,5,5
CcTl,4,291
CcTlC,5,2
CcTlL,5,1
CcTt,4,4
CcTtC,5,1
CcTtL,5,1
Cl,2,158664
Cl.,3,192
Cl..,4,3
Cl..C,5,1
Cl..L,5,1
Cl.c,4,1
Cl.l,4,5
Cl.lC,5,4
Cl.lL,5,2
ClC,3,32109
ClC.,4,356
ClC..,5,29
ClC.C,5,290
ClC.L,5,48
ClC.T,5,2
ClCc,4,221
ClCc.,5,26
ClCcC,5,235
ClCcL,5,32
ClCcT,5,4
ClCl,4,1238
ClCl.,5,179
ClClC,5,1531
ClClL,5,258
ClClT,5,16
ClCt,4,162
ClCt.,5,30
ClCtC,5,162
ClCtL,5,110
ClCtT,5,2
ClL,3,8178
ClL.,4,257
ClL..,5,3
ClL.C,5,7
ClL.L,5,40
ClLc,4,58
ClLc.,5,1
ClLcC,5,3
ClLcL,5,16
ClLcT,5,1
ClLl,4,1160
ClLl.,5,22
ClLlC,5,21
ClLlL,5,161
ClLlT,5,1
ClLt,4,15
ClLt.,5,7
ClLtC,5,4
ClLtL,5,77
ClT,3,1315
ClT.,4,62
ClT..,5,4
ClT.C,5,16
ClT.L,5,1
ClTc,4,4
ClTcL,5,1
ClTl,4,275
ClTl.,5,10
ClTlC,5,78
ClTlL,5,2
ClTlT,5,2
ClTt,4,9
ClTtC,5,1
Ct,2,22792
Ct.,3,27
CtC,3,6808
CtC.,4,39
CtC..,5,1
CtC.C,5,6
CtC.L,5,2
CtCc,4,14
CtCc.,5,2
CtCcC,5,14
CtCcL,5,2
CtCl,4,155
CtCl.,5,1
CtClC,5,10
CtClL,5,1
CtClT,5,1
CtCt,4,7
CtCt.,5,5
CtCtC,5,54
CtL,3,4779
CtL.,4,7
CtL.C,5,1
CtL.L,5,1
CtLc,4,11
CtLcC,5,1
CtLcL,5,2
CtLl,4,16
CtLlC,5,4
CtLlL,5,4
CtLtC,5,1
CtT,3,476
CtTc,4,3
CtTcL,5,1
CtTl,4,6
L,1,598514
L.,2,240
L.C,3,14
L.C.,4,1
L.Ct.,5,1
L.L,3,32
L.L.,4,1
L.Lc,4,2
L.Ll,4,1
L.T,3,1
L.TcL,5,1
LT,2,1
Lc,2,21829
Lc.,3,26
Lc..L,5,1
Lc.c,4,4
Lc.l,4,1
LcC,3,2881
LcC.,4,13
LcC.C,5,9
LcCc,4,49
LcCc.,5,6
LcCcC,5,26
LcCcL,5,5
LcCl,4,41
LcClC,5,10
LcClL,5,2
LcCt,4,4
LcCtC,5,3
LcL,3,5805
LcL.,4,239
LcL.C,5,4
LcL.L,5,14
LcLc,4,1023
LcLc.,5,5
LcLcC,5,20
LcLcL,5,56
LcLl,4,172
LcLl.,5,1
LcLlC,5,7
LcLlL,5,8
LcLt,4,2
LcLtL,5,1
LcT,3,103
LcT.,4,13
LcT..,5,1
LcT.L,5,15
LcTc,4,122
LcTc.,5,7
LcTcC,5,6
LcTcL,5,87
LcTcT,5,1
LcTl,4,10
LcTlC,5,2
LcTt,4,3
Ll,2,65592
Ll.,3,25
Ll.l,4,1
Ll.l.,5,1
Ll.lC,5,2
Ll.lL,5,2
Ll.t,4,2
LlC,3,3177
LlC.,4,44
LlC..,5,1
LlC.C,5,14
LlC.L,5,2
LlCc,4,26
LlCc.,5,2
LlCcC,5,9
LlCl,4,295
LlCl.,5,14
LlClC,5,119
LlClL,5,17
LlCt,4,10
LlCt.,5,2
LlCtC,5,8
LlCtL,5,3
LlL,3,9987
LlL.,4,204
LlL..,5,9
LlL.C,5,5
LlL.L,5,58
LlLc,4,81
LlLcC,5,5
LlLcL,5,9
LlLcT,5,1
LlLl,4,776
LlLl.,5,34
LlLlC,5,34
LlLlL,5,361
LlLlT,5,2
LlLt,4,98
LlLtC,5,7
LlLtL,5,2
LlT,3,569
LlT.,4,22
LlT.C,5,2
LlTc,4,3
LlTl,4,15
LlTl.,5,1
LlTlC,5,1
LlTlL,5,1
LlTt,4,120
Lt,2,5315
Lt.,3,6
LtC,3,1091
LtC.,4,2
LtC.C,5,1
LtCc,4,4
LtCcC,5,3
LtCcL,5,2
LtCl,4,7
LtClC,5,2
LtClL,5,1
LtCtC,5,4
LtL,3,1080
LtL.,4,1
LtL.C,5,1
LtLc,4,9
LtLcL,5,1
LtLl,4,1
LtLlC,5,1
LtLlL,5,2
LtT,3,19
LtTc,4,1
T,1,144007
T.,2,65
T.C,3,4
T.L,3,1
Tc,2,9952
Tc..,4,1
TcC,3,184
TcC.,4,25
TcC.C,5,2
TcC.L,5,1
TcCc,4,135
TcCc.,5,2
TcCcC,5,7
TcCcL,5,2
TcCcT,5,1
TcCl,4,6
TcCl.,5,1
TcClC,5,1
TcClL,5,1
TcCt,4,2
TcCtC,5,1
TcL,3,113
TcL.,4,3
TcL.L,5,1
TcLc,4,6
TcLcL,5,2
TcLl,4,4
TcLlL,5,1
TcT,3,15
TcT.,4,1
TcTl,4,2
TcTt,4,1
Tl,2,28041
Tl.,3,4
TlC,3,405
TlC.,4,5
TlCc,4,3
TlCcC,5,7
TlCcL,5,1
TlCcT,5,1
TlCl,4,8
TlCl.,5,1
TlClC,5,11
TlCt,4,4
TlCtC,5,2
TlL,3,1001
TlL.,4,5
TlLc,4,7
TlLcL,5,1
TlLl,4,16
TlLl.,5,2
TlLlC,5,1
TlLlT,5,1
TlLtL,5,1
TlT,3,11
TlT.,4,1
TlTc,4,2
TlTcL,5,1
TlTl,4,1
TlTlC,5,2
TlTt,4,1
Tt,2,2346
TtC,3,56
TtCcC,5,3
TtCl,4,1
TtClL,5,1
TtL,3,33
TtT,3,6
t,1,531
tc,2,1
tl,2,2
tlLl,4,1
