signatures (1 letter),length,counts
CcTlT,5,3
CcTt,4,11
CcTt.,5,6
CcTtC,5,2
CcTtL,5,27
CcTtT,5,21
Cl,2,142056
Cl.,3,103
Cl.c,4,1
Cl.l,4,4
Cl.l.,5,1
Cl.lC,5,1
ClC,3,17333
ClC.,4,164
ClC..,5,2
ClC.C,5,54
ClC.L,5,10
ClC.T,5,2
ClCc,4,138
ClCc.,5,4
ClCcC,5,57
ClCcL,5,9
ClCcT,5,5
ClCl,4,518
ClCl.,5,24
ClClC,5,200
ClClL,5,34
ClClT,5,7
ClCt,4,32
ClCt.,5,8
ClCtC,5,52
ClCtL,5,10
ClCtT,5,2
ClL,3,7705
ClL.,4,123
ClL.C,5,4
ClL.L,5,3
ClLc,4,32
ClLc.,5,1
ClLcC,5,3
ClLcL,5,10
ClLcT,5,1
ClLl,4,480
ClLl.,5,1
ClLlC,5,6
ClLlL,5,21
ClLlT,5,1
ClLt,4,5
ClLt.,5,3
ClLtL,5,4
ClT,3,1062
ClT.,4,55
ClT.C,5,1
ClT.L,5,1
ClTc,4,17
ClTcC,5,2
ClTcL,5,2
ClTl,4,271
ClTl.,5,1
ClTlC,5,6
ClTlL,5,4
ClTlT,5,1
ClTt,4,6
ClTtC,5,1
ClTtT,5,2
Ct,2,48194
Ct.,3,53
Ct...,5,1
Ct.c.,5,1
Ct.cL,5,1
Ct.l,4,1
Ct.tC,5,1
CtC,3,8591
CtC.,4,74
CtC..,5,6
CtC.C,5,41
CtC.L,5,6
CtCc,4,48
CtCc.,5,1
CtCcC,5,31
CtCcL,5,12
CtCcT,5,2
CtCl,4,368
CtCl.,5,14
CtClC,5,59
CtClL,5,30
CtClT,5,2
CtCt,4,17
CtCt.,5,16
CtCtC,5,101
CtCtL,5,18
CtCtT,5,5
CtL,3,11123
CtL.,4,64
CtL..,5,3
CtL.C,5,6
CtL.L,5,14
CtL.T,5,1
CtLc,4,25
CtLc.,5,1
CtLcC,5,11
CtLcL,5,9
CtLcT,5,2
CtLl,4,229
CtLl.,5,1
CtLlC,5,4
CtLlL,5,13
CtLt,4,20
CtLt.,5,7
CtLtC,5,3
CtLtL,5,72
CtT,3,2324
CtT.,4,10
CtT..,5,2
CtT.C,5,3
CtT.L,5,10
CtT.T,5,1
CtTc,4,13
CtTc.,5,3
CtTcC,5,6
CtTcL,5,26
CtTcT,5,1
CtTl,4,45
CtTl.,5,1
CtTlL,5,16
CtTlT,5,2
CtTt,4,6
CtTt.,5,4
CtTtC,5,1
CtTtL,5,19
CtTtT,5,30
L,1,745156
L.,2,562
L..,3,2
L.C,3,27
L.Cc,4,1
L.CcC,5,1
L.Cl,4,1
L.L,3,30
L.L.,4,1
L.Ll,4,2
L.T,3,5
Lc,2,22020
Lc.,3,18
Lc..,4,2
Lc.c,4,2
Lc.cC,5,1
Lc.lC,5,1
LcC,3,2318
LcC.,4,39
LcC..,5,2
LcC.C,5,23
LcC.T,5,1
LcCc,4,146
LcCc.,5,14
LcCcC,5,149
LcCcL,5,12
LcCcT,5,6
LcCl,4,86
LcCl.,5,2
LcClC,5,8
LcClL,5,9
LcClT,5,1
LcCt,4,11
LcCt.,5,3
LcCtC,5,6
LcCtL,5,1
LcCtT,5,1
LcL,3,4017
LcL.,4,57
LcL..,5,4
LcL.C,5,4
LcL.L,5,33
LcL.T,5,2
LcLc,4,253
LcLc.,5,14
LcLcC,5,17
LcLcL,5,136
LcLcT,5,17
LcLl,4,39
LcLl.,5,4
LcLlC,5,7
LcLlL,5,39
LcLlT,5,1
LcLt,4,6
LcLtL,5,2
LcLtT,5,1
LcT,3,1090
LcT.,4,22
LcT.C,5,1
LcT.T,5,1
LcTc,4,119
LcTc.,5,1
LcTcC,5,5
LcTcL,5,1
LcTl,4,8
LcTl.,5,1
LcTlC,5,1
LcTlL,5,3
LcTlT,5,1
LcTt,4,2
LcTtC,5,1
LcTtL,5,3
LcTtT,5,4
Ll,2,43443
Ll.,3,17
Ll.cC,5,2
Ll.l,4,1
Ll.t,4,1
LlC,3,1908
LlC.,4,7
LlC.C,5,6
LlC.L,5,2
LlCc,4,20
LlCcC,5,9
LlCcL,5,3
LlCl,4,40
LlCl.,5,1
LlClC,5,12
LlClL,5,4
LlCt,4,7
LlCtL,5,3
LlCtT,5,3
LlL,3,8006
LlL.,4,51
LlL..,5,1
LlL.L,5,29
LlL.T,5,1
LlLc,4,22
LlLc.,5,1
LlLcC,5,12
LlLcL,5,10
LlLcT,5,2
LlLl,4,242
LlLl.,5,11
LlLlC,5,13
LlLlL,5,115
LlLlT,5,6
LlLt,4,10
LlLtL,5,1
LlLtT,5,1
LlT,3,299
LlT.,4,12
LlT.L,5,1
LlTc,4,4
LlTl,4,37
LlTlL,5,4
LlTt,4,2
LlTtT,5,1
Lt,2,15357
Lt.,3,13
Lt..,4,1
Lt.l,4,1
LtC,3,816
LtC.,4,4
LtC.L,5,2
LtCc,4,11
LtCcC,5,3
LtCcL,5,1
LtCl,4,29
LtCl.,5,2
LtClC,5,8
LtClL,5,1
LtCt,4,2
LtCtC,5,4
LtL,3,7690
LtL.,4,40
LtL.C,5,2
LtL.L,5,6
LtLc,4,38
LtLc.,5,2
LtLcC,5,8
LtLcL,5,3
LtLl,4,189
LtLl.,5,2
LtLlC,5,4
LtLlL,5,8
LtLt,4,13
LtLt.,5,3
LtLtC,5,2
LtLtL,5,22
LtT,3,400
LtT.,4,5
LtT.L,5,4
LtTc,4,2
LtTcC,5,1
LtTcL,5,3
LtTl,4,39
LtTl.,5,2
LtTlL,5,25
LtTt,4,2
LtTtT,5,1
T,1,362228
T.,2,162
T.C,3,10
T.Ct,4,1
T.L,3,9
T.T,3,1
Tc,2,17231
Tc.,3,6
Tc.c,4,3
Tc.cC,5,1
Tc.cL,5,1
TcC,3,1304
TcC.,4,11
TcC..,5,3
TcC.C,5,16
TcC.L,5,2
TcCc,4,29
TcCc.,5,4
TcCcC,5,52
TcCcL,5,8
TcCcT,5,4
TcCl,4,14
TcCl.,5,1
TcClC,5,11
TcClL,5,3
TcCt,4,6
TcCtC,5,5
TcCtL,5,5
TcL,3,730
TcL.,4,14
TcL.L,5,3
TcLc,4,43
TcLcL,5,7
TcLcT,5,1
TcLl,4,7
TcLl.,5,1
TcLlC,5,1
TcLlL,5,2
TcLt,4,1
TcLtL,5,2
TcT,3,470
TcT.,4,32
TcT.C,5,1
TcTc,4,115
TcTcC,5,3
TcTcL,5,4
TcTcT,5,2
TcTl,4,4
TcTlC,5,1
TcTlL,5,1
TcTlT,5,2
TcTt,4,2
TcTtL,5,1
TcTtT,5,1
Tl,2,51944
Tl.,3,5
Tl..,4,1
Tl..T,5,1
Tl.l,4,5
TlC,3,789
TlC.,4,18
TlC.C,5,2
TlC.T,5,1
TlCc,4,10
TlCcC,5,13
TlCcL,5,1
TlCcT,5,1
TlCl,4,58
TlCl.,5,1
TlClC,5,7
TlClL,5,1
TlCt,4,3
TlCt.,5,1
TlCtC,5,2
TlCtL,5,1
TlL,3,1977
TlL.,4,47
TlL.C,5,3
TlL.L,5,8
TlLc,4,10
TlLc.,5,1
TlLcC,5,2
TlLcL,5,1
TlLcT,5,3
TlLl,4,189
TlLl.,5,2
TlLlC,5,3
TlLlL,5,28
TlLlT,5,2
TlLt,4,3
TlLtT,5,1
TlT,3,1148
TlT.,4,52
TlT.C,5,1
TlT.L,5,2
TlT.T,5,4
TlTc,4,8
TlTcC,5,1
TlTl,4,245
TlTl.,5,1
TlTlC,5,2
TlTlL,5,1
TlTlT,5,23
TlTt,4,1
Tt,2,10715
Tt.,3,6
Tt..,4,1
Tt.l,4,1
TtC,3,608
TtC.,4,3
TtCc,4,5
TtCcC,5,1
TtCcL,5,1
TtCl,4,6
TtClC,5,6
TtClL,5,3
TtCt,4,1
TtCtC,5,1
TtL,3,925
TtL.,4,11
TtL.L,5,5
TtLc,4,5
TtLl,4,9
TtLl.,5,1
TtLlL,5,12
TtLt,4,33
TtLtL,5,1
TtLtT,5,2
TtT,3,769
TtT.,4,15
TtT.L,5,3
TtT.T,5,1
TtTc,4,2
TtTcC,5,2
TtTcL,5,2
TtTl,4,48
TtTlL,5,3
TtTlT,5,4
TtTt,4,2
TtTt.,5,2
TtTtC,5,2
TtTtL,5,35
TtTtT,5,1
c,1,2
l,1,1
t,1,2
