signatures (1 letter),length,counts
,0,4372342
.,1,9172
..,2,73
..C,3,2
..L,3,1
.c,2,393
.c.,3,1
.c..,4,1
.cC,3,64
.cC.,4,1
.cC..,5,1
.cC.C,5,2
.cCc,4,7
.cCcC,5,2
.cCcL,5,1
.cL,3,55
.cLcL,5,1
.cLl,4,1
.cLlL,5,1
.cT,3,8
.cTc,4,2
.l,2,742
.l.,3,1
.lC,3,64
.lCc,4,1
.lClC,5,2
.lL,3,47
.lLcC,5,1
.lLcL,5,1
.lLl,4,1
.lT,3,8
.lTl,4,2
.lTlC,5,1
.t,2,263
.t.,3,1
.tC,3,19
.tCl,4,1
.tClC,5,1
.tL,3,56
.tLc,4,1
.tT,3,9
C,1,1467394
C.,2,785
C..,3,2
C.C,3,100
C.C.,4,1
C.Cc,4,1
C.CcC,5,2
C.ClL,5,1
C.L,3,41
C.L.T,5,1
C.T,3,9
C.Tl,4,1
Cc,2,94993
Cc.,3,134
Cc..,4,3
Cc..C,5,2
Cc..L,5,1
Cc.c,4,3
Cc.cC,5,1
Cc.cL,5,2
Cc.l,4,8
Cc.tL,5,1
Cc.tT,5,1
CcC,3,21792
CcC.,4,342
CcC..,5,25
CcC.C,5,205
CcC.L,5,36
CcC.T,5,7
CcCc,4,1024
CcCc.,5,120
CcCcC,5,1096
CcCcL,5,144
CcCcT,5,59
CcCl,4,538
CcCl.,5,26
CcClC,5,167
CcClL,5,80
CcClT,5,6
CcCt,4,130
CcCt.,5,8
CcCtC,5,61
CcCtL,5,29
CcCtT,5,7
CcL,3,7945
CcL.,4,132
CcL..,5,4
CcL.C,5,4
CcL.L,5,35
CcL.T,5,1
CcLc,4,469
CcLc.,5,9
CcLcC,5,19
CcLcL,5,108
CcLcT,5,9
CcLl,4,313
CcLl.,5,11
CcLlC,5,13
CcLlL,5,71
CcLlT,5,4
CcLt,4,11
CcLtC,5,3
CcLtL,5,13
CcLtT,5,3
CcT,3,1895
CcT.,4,56
CcT..,5,3
CcT.C,5,8
CcT.L,5,9
CcT.T,5,7
CcTc,4,232
CcTcC,5,19
CcTcL,5,23
CcTcT,5,2
CcTl,4,167
CcTl.,5,6
CcTlC,5,37
CcTlL,5,31
