signatures (1 letter),length,counts
CtTl,4,4
CtTlC,5,1
CtTt,4,60
CtTt.,5,2
CtTtC,5,3
CtTtL,5,46
CtTtT,5,1
L,1,875779
L.,2,487
L..,3,6
L.C,3,38
L.Cc,4,2
L.CcC,5,1
L.Ct,4,1
L.L,3,37
L.Lc,4,3
L.LcC,5,1
L.T,3,12
L.Tc,4,1
Lc,2,52706
Lc.,3,17
Lc..,4,2
Lc.c,4,12
Lc.cC,5,1
Lc.l,4,2
Lc.lC,5,1
Lc.t,4,1
Lc.tL,5,1
LcC,3,3410
LcC.,4,26
LcC..,5,2
LcC.C,5,20
LcC.L,5,2
LcC.T,5,1
LcCc,4,91
LcCc.,5,9
LcCcC,5,122
LcCcL,5,10
LcCcT,5,6
LcCl,4,41
LcCl.,5,5
LcClC,5,20
LcClL,5,2
LcClT,5,3
LcCt,4,24
LcCt.,5,6
LcCtC,5,51
LcCtL,5,3
LcCtT,5,3
LcL,3,5493
LcL.,4,350
LcL..,5,5
LcL.C,5,10
LcL.L,5,14
LcL.T,5,3
LcLc,4,1555
LcLc.,5,15
LcLcC,5,52
LcLcL,5,117
LcLcT,5,7
LcLl,4,133
LcLl.,5,4
LcLlC,5,11
LcLlL,5,6
LcLlT,5,5
LcLt,4,44
LcLtC,5,1
LcLtL,5,1
LcLtT,5,1
LcT,3,1452
LcT.,4,20
LcT.C,5,2
LcTc,4,114
LcTc.,5,1
LcTcC,5,5
LcTl,4,3
LcTl.,5,1
LcTlC,5,3
LcTt,4,7
LcTtC,5,2
LcTtL,5,1
Ll,2,63709
Ll.,3,51
Ll..,4,1
Ll.l,4,1
LlC,3,5476
LlC.,4,18
LlC..,5,1
LlC.C,5,50
LlC.L,5,5
LlC.T,5,4
LlCc,4,66
LlCc.,5,5
LlCcC,5,73
LlCcL,5,4
LlCcT,5,3
LlCl,4,33
LlCl.,5,26
LlClC,5,198
LlClL,5,16
LlClT,5,9
LlCt,4,41
LlCt.,5,1
LlCtC,5,13
LlCtL,5,2
LlL,3,11027
LlL.,4,104
LlL..,5,5
LlL.C,5,8
LlL.L,5,18
LlL.T,5,8
LlLc,4,233
LlLc.,5,2
LlLcC,5,21
LlLcL,5,12
LlLcT,5,8
LlLl,4,191
LlLl.,5,4
LlLlC,5,20
LlLlL,5,59
LlLlT,5,47
LlLt,4,180
LlLtC,5,3
LlLtL,5,3
LlLtT,5,4
LlT,3,4706
LlT.,4,13
LlT.C,5,3
LlTc,4,11
LlTcC,5,10
LlTcL,5,1
LlTcT,5,1
LlTl,4,4
LlTl.,5,1
LlTlC,5,7
LlTlL,5,1
LlTlT,5,2
LlTt,4,72
LlTt.,5,1
LlTtC,5,4
LlTtT,5,2
Lt,2,63576
Lt.,3,20
Lt.l,4,1
LtC,3,1630
LtC.,4,7
LtC..,5,2
LtC.C,5,6
LtC.T,5,2
LtCc,4,15
LtCc.,5,3
LtCcC,5,6
LtCl,4,9
LtClC,5,13
LtClL,5,2
LtClT,5,1
LtCt,4,7
LtCt.,5,2
LtCtC,5,7
LtCtL,5,1
LtL,3,4481
LtL.,4,24
LtL.C,5,4
LtL.L,5,2
LtL.T,5,3
LtLc,4,34
LtLc.,5,1
LtLcC,5,2
LtLcL,5,2
LtLcT,5,1
LtLl,4,8
LtLl.,5,2
LtLlC,5,5
LtLlL,5,2
LtLlT,5,5
LtLt,4,73
LtLt.,5,2
LtLtC,5,1
LtT,3,1182
LtT.,4,1
LtTc,4,6
LtTcC,5,3
LtTl,4,2
LtTt,4,3
LtTtL,5,1
T,1,380021
T.,2,70
T..,3,1
T.C,3,10
T.C.,4,1
T.CcC,5,1
T.ClC,5,1
T.L,3,2
T.Lt,4,1
T.T,3,4
Tc,2,7383
Tc.,3,5
TcC,3,664
TcC.,4,4
TcC.C,5,7
TcCc,4,22
TcCc.,5,2
TcCcC,5,14
TcCcL,5,2
TcCl,4,5
TcClC,5,3
TcClL,5,1
TcCt,4,2
TcCtC,5,1
TcCtL,5,1
TcL,3,689
TcL.,4,20
TcL.C,5,2
TcL.T,5,1
TcLc,4,65
TcLcC,5,4
TcLcL,5,7
TcLl,4,5
TcLlC,5,1
TcLlL,5,2
TcLt,4,7
TcT,3,1166
TcT.,4,7
TcT.C,5,1
TcTc,4,68
TcTcC,5,5
TcTl,4,4
TcTlL,5,1
TcTlT,5,1
TcTt,4,2
Tl,2,12198
Tl.,3,12
TlC,3,944
TlC.,4,1
TlC..,5,1
TlC.C,5,2
TlC.L,5,1
TlC.T,5,1
TlCc,4,8
TlCcC,5,4
TlCcL,5,1
TlCcT,5,2
TlCl,4,4
TlCl.,5,3
TlClC,5,27
TlClL,5,4
TlClT,5,1
TlCt,4,10
TlCt.,5,1
TlCtC,5,6
TlCtL,5,1
TlCtT,5,1
TlL,3,1029
TlL.,4,1
TlL..,5,1
TlL.T,5,1
TlLc,4,11
TlLcC,5,1
TlLcL,5,4
TlLl,4,6
TlLl.,5,1
TlLlC,5,3
TlLlL,5,3
TlLlT,5,4
TlLt,4,8
TlT,3,508
TlT.,4,2
TlTc,4,3
TlTcC,5,1
TlTt,4,8
TlTtT,5,1
Tt,2,11679
Tt..,4,1
TtC,3,258
TtC.,4,1
TtC..,5,1
TtC.C,5,2
TtCc,4,2
TtCcC,5,1
TtCcL,5,1
TtCl,4,1
TtCl.,5,3
TtClC,5,4
TtCt,4,2
TtL,3,377
TtL.,4,1
TtL..,5,1
TtL.L,5,1
TtLc,4,5
TtLcC,5,2
TtLl,4,1
TtLt,4,1
TtLtC,5,1
TtT,3,598
TtT.,4,2
TtTc,4,1
TtTl,4,1
TtTlL,5,1
TtTt,4,2
TtTtL,5,2
TtTtT,5,1
t,1,2101
t.,2,1
tc,2,11
tcC,3,2
tl,2,14
tlC,3,4
tt,2,10
ttC,3,1
ttL,3,3
ttLt,4,1
