signatures (1 letter),length,counts
,0,4488199
.,1,13515
..,2,216
..C,3,3
..ClC,5,1
..L,3,1
..T,3,1
.c,2,379
.c.,3,1
.cC,3,48
.cC.,4,1
.cCc,4,5
.cCcC,5,4
.cCl,4,1
.cCt,4,2
.cL,3,49
.cL.,4,2
.cLc,4,5
.cLc.,5,2
.cLlC,5,1
.cLt,4,2
.cT,3,32
.cTcC,5,2
.l,2,496
.l.,3,6
.l.l,4,1
.lC,3,174
.lC.,4,5
.lC.C,5,3
.lCc,4,4
.lCcC,5,2
.lCl,4,58
.lCl.,5,1
.lClC,5,6
.lClT,5,1
.lCt,4,3
.lL,3,58
.lL.,4,2
.lLc,4,5
.lLcL,5,1
.lLl,4,9
.lLl.,5,1
.lLlL,5,5
.lLt,4,1
.lT,3,23
.t,2,307
.t.,3,1
.tC,3,32
.tL,3,12
.tT,3,10
C,1,1527960
C.,2,789
C..,3,122
C.C,3,151
C.C.,4,1
C.C.C,5,2
C.Cc,4,2
C.CcC,5,2
C.ClC,5,3
C.ClL,5,1
C.ClT,5,1
C.Ct,4,2
C.L,3,57
C.L.,4,1
C.Lc,4,5
C.Ll,4,3
C.T,3,21
C.Tc.,5,1
C.Tt,4,1
Cc,2,108444
Cc.,3,118
Cc..,4,5
Cc...,5,3
Cc..C,5,1
Cc..T,5,1
Cc.c,4,11
Cc.c.,5,1
Cc.cC,5,6
Cc.l,4,1
Cc.lL,5,1
CcC,3,19222
CcC.,4,268
CcC..,5,15
CcC.C,5,172
CcC.L,5,9
CcC.T,5,15
CcCc,4,1138
CcCc.,5,111
CcCcC,5,977
CcCcL,5,102
CcCcT,5,83
CcCl,4,217
CcCl.,5,12
CcClC,5,150
CcClL,5,24
CcClT,5,7
CcCt,4,151
CcCt.,5,9
CcCtC,5,58
CcCtL,5,9
CcCtT,5,50
CcL,3,8660
CcL.,4,195
CcL..,5,5
CcL.C,5,20
CcL.L,5,27
CcL.T,5,5
CcLc,4,912
CcLc.,5,20
CcLcC,5,89
CcLcL,5,103
CcLcT,5,41
CcLct,5,1
CcLl,4,50
CcLl.,5,5
CcLlC,5,15
CcLlL,5,47
CcLlT,5,4
CcLt,4,208
CcLt.,5,1
CcLtC,5,1
CcLtL,5,7
CcLtT,5,2
CcT,3,3279
CcT.,4,40
CcT.L,5,1
CcTc,4,152
CcTc.,5,1
CcTcC,5,5
CcTcL,5,2
CcTcT,5,1
CcTl,4,7
CcTlL,5,1
CcTt,4,35
CcTtC,5,2
CcTtT,5,1
Cct,3,1
Cl,2,123135
Cl.,3,219
Cl..,4,2
Cl..C,5,3
Cl.c,4,5
Cl.cC,5,2
Cl.cL,5,1
Cl.l,4,1
Cl.l.,5,1
Cl.lC,5,4
Cl.t,4,2
Cl.tC,5,1
Cl.tL,5,1
ClC,3,49559
ClC.,4,240
ClC..,5,42
ClC.C,5,279
ClC.L,5,47
ClC.T,5,23
ClCc,4,366
ClCc.,5,21
ClCcC,5,241
ClCcL,5,42
ClCcT,5,47
ClCl,4,330
ClCl.,5,133
ClClC,5,1284
ClClL,5,135
ClClT,5,68
ClClt,5,1
ClCt,4,537
ClCt.,5,32
ClCtC,5,214
ClCtL,5,16
ClCtT,5,36
ClL,3,12301
ClL.,4,102
ClL..,5,2
ClL.C,5,29
ClL.L,5,35
ClL.T,5,11
ClLc,4,205
ClLc.,5,10
ClLcC,5,13
ClLcL,5,82
ClLcT,5,5
ClLl,4,195
ClLl.,5,18
ClLlC,5,92
ClLlL,5,126
ClLlT,5,66
ClLt,4,262
ClLt.,5,2
ClLtC,5,6
ClLtL,5,7
ClLtT,5,5
ClT,3,7235
ClT.,4,12
ClT..,5,1
ClT.C,5,1
ClT.L,5,2
ClT.T,5,9
ClTc,4,27
ClTcC,5,7
ClTl,4,15
ClTl.,5,1
ClTlC,5,10
ClTlL,5,4
ClTlT,5,2
ClTt,4,88
ClTt.,5,1
ClTtC,5,3
ClTtL,5,1
ClTtT,5,60
Clt,3,2
Ct,2,68004
Ct.,3,43
Ct.c,4,1
Ct.t,4,2
Ct.tC,5,1
Ct.tL,5,1
CtC,3,8282
CtC.,4,34
CtC.C,5,20
CtC.L,5,3
CtCc,4,25
CtCc.,5,3
CtCcC,5,25
CtCcL,5,9
CtCcT,5,2
CtCl,4,23
CtCl.,5,7
CtClC,5,24
CtClL,5,4
CtClT,5,1
CtCt,4,151
CtCt.,5,9
CtCtC,5,47
CtCtL,5,3
CtCtT,5,2
CtL,3,1775
CtL.,4,5
CtL.T,5,2
CtLc,4,39
CtLcC,5,5
CtLcL,5,3
CtLcT,5,2
CtLl,4,20
CtLlC,5,3
CtLlL,5,4
CtLt,4,11
CtT,3,2019
CtT.,4,12
CtT..,5,1
CtT.C,5,1
CtT.L,5,6
CtTc,4,13
CtTcC,5,2
