signatures (1 letter),length,counts
LcT.T,5,1
LcTc,4,26
LcTcC,5,3
LcTcL,5,1
LcTl,4,12
LcTt,4,1
LcTt.,5,1
Ll,2,46485
Ll.,3,17
Ll..,4,1
Ll..L,5,1
Ll.lC,5,1
LlC,3,3313
LlC.,4,16
LlC.C,5,13
LlC.L,5,5
LlC.T,5,2
LlCc,4,53
LlCc.,5,3
LlCcC,5,17
LlCcL,5,6
LlCcT,5,2
LlCl,4,46
LlCl.,5,6
LlClC,5,100
LlClL,5,7
LlClT,5,1
LlCt,4,12
LlCt.,5,2
LlCtC,5,10
LlCtL,5,1
LlL,3,8064
LlL.,4,107
LlL..,5,1
LlL.C,5,7
LlL.L,5,16
LlL.T,5,2
LlLc,4,40
LlLc.,5,5
LlLcC,5,8
LlLcL,5,1
LlLcT,5,4
LlLl,4,435
LlLl.,5,8
LlLlC,5,18
LlLlL,5,87
LlLt,4,4
LlLtC,5,2
LlLtL,5,1
LlT,3,278
LlT.,4,26
LlT.C,5,1
LlT.L,5,9
LlTc,4,6
LlTcC,5,1
LlTcL,5,1
LlTl,4,114
LlTl.,5,3
LlTlC,5,3
LlTlL,5,42
LlTlT,5,1
LlTt,4,1
LlTtT,5,1
Lt,2,13357
Lt.,3,6
Lt.lC,5,1
LtC,3,978
LtC.,4,5
LtC.C,5,1
LtC.L,5,2
LtCc,4,9
LtCcC,5,6
LtCl,4,12
LtClC,5,12
LtClL,5,2
LtClT,5,1
LtCt,4,2
LtCtC,5,3
LtL,3,3171
LtL.,4,11
LtL..,5,1
LtL.C,5,1
LtL.L,5,2
LtLc,4,22
LtLcC,5,3
LtLl,4,50
LtLl.,5,4
LtLlC,5,3
LtLlL,5,19
LtLt,4,1
LtLtC,5,2
LtT,3,210
LtT.,4,15
LtTc,4,6
LtTcT,5,1
LtTl,4,105
LtTlC,5,3
LtTlL,5,1
LtTlT,5,2
LtTt,4,1
T,1,376662
T.,2,184
T.C,3,8
T.ClC,5,1
T.ClL,5,1
T.L,3,12
T.T,3,6
Tc,2,27846
Tc.,3,3
Tc..,4,2
Tc.c,4,4
TcC,3,1123
TcC.,4,14
TcC..,5,1
TcC.C,5,4
TcC.L,5,2
TcC.T,5,1
TcCc,4,41
TcCc.,5,4
TcCcC,5,44
TcCcL,5,4
TcCl,4,13
TcClC,5,11
TcCt,4,1
TcCtC,5,1
TcCtL,5,3
TcCtT,5,1
TcL,3,841
TcL.,4,25
TcL.C,5,1
TcLc,4,119
TcLc.,5,1
TcLcC,5,5
TcLcL,5,6
TcLcT,5,22
TcLl,4,13
TcLlC,5,2
TcLlL,5,1
TcLlT,5,1
TcLtL,5,1
TcT,3,529
TcT.,4,39
TcT.C,5,1
TcT.L,5,3
TcT.T,5,3
TcTc,4,207
TcTc.,5,2
TcTcC,5,4
TcTcL,5,4
TcTcT,5,1
TcTl,4,75
TcTl.,5,1
TcTlC,5,2
TcTlL,5,1
TcTt,4,4
TcTtL,5,1
TcTtT,5,1
Tl,2,46684
Tl.,3,6
Tl.l,4,1
TlC,3,1529
TlC.,4,13
TlC..,5,1
TlC.C,5,11
TlC.L,5,1
TlCc,4,29
TlCcC,5,6
TlCcL,5,2
TlCcT,5,2
TlCl,4,52
TlCl.,5,5
TlClC,5,76
TlClL,5,2
TlClT,5,2
TlCt,4,4
TlCt.,5,2
TlCtC,5,3
TlCtL,5,2
TlL,3,3306
TlL.,4,49
TlL.C,5,3
TlL.L,5,1
TlLc,4,15
TlLcC,5,3
TlLcL,5,1
TlLcT,5,1
TlLl,4,229
TlLl.,5,1
TlLlC,5,6
TlLlL,5,4
TlLt,4,3
TlLtC,5,1
TlT,3,840
TlT.,4,17
TlT.C,5,1
TlT.T,5,2
TlTc,4,7
TlTcC,5,2
TlTl,4,70
TlTlC,5,1
TlTlL,5,2
TlTlT,5,19
TlTt,4,6
TlTtC,5,2
Tt,2,9976
Tt.,3,8
TtC,3,646
TtC.,4,5
TtC.C,5,1
TtCc,4,4
TtCcC,5,1
TtCcT,5,2
TtCl,4,5
TtClC,5,7
TtCt,4,4
TtCtC,5,1
TtL,3,731
TtL.,4,2
TtLc,4,3
TtLcC,5,3
TtLl,4,5
TtLlC,5,1
TtLlL,5,1
TtLtC,5,1
TtT,3,1696
TtT.,4,8
TtT..,5,1
TtTc,4,9
TtTcC,5,1
TtTcL,5,1
TtTl,4,35
TtTlC,5,2
TtTlL,5,1
TtTt,4,2
t,1,18
t.,2,3
