signatures (1 letter),length,counts
,0,4854214
.,1,10584
..,2,115
..C,3,2
..L,3,1
..T,3,1
.c,2,617
.c.,3,1
.cC,3,50
.cCc,4,2
.cCc.,5,1
.cCcC,5,2
.cL,3,16
.cL.,4,4
.cL.T,5,1
.cLc,4,2
.cLtL,5,1
.cT,3,13
.cTc,4,2
.cTl,4,2
.l,2,865
.lC,3,121
.lC.C,5,1
.lCc,4,1
.lCcL,5,1
.lCl,4,1
.lCl.,5,1
.lClC,5,5
.lL,3,52
.lL.,4,1
.lLlC,5,1
.lLlL,5,1
.lT,3,10
.lT.,4,1
.t,2,266
.tC,3,72
.tCt,4,1
.tCtC,5,1
.tL,3,35
.tLc,4,1
.tLt.,5,1
.tT,3,12
C,1,1550958
C.,2,1205
C..,3,2
C..c,4,1
C.C,3,145
C.C.,4,1
C.C.C,5,2
C.Cc,4,8
C.CcC,5,2
C.CcL,5,1
C.Cl,4,1
C.ClC,5,2
C.L,3,37
C.Lc,4,1
C.LcC,5,1
C.Ll,4,1
C.T,3,14
C.T.L,5,1
C.TcL,5,2
CC,2,1
Cc,2,100790
Cc.,3,47
Cc..,4,4
Cc..C,5,1
Cc..T,5,1
Cc.c,4,14
Cc.cC,5,6
Cc.cL,5,3
Cc.cT,5,1
Cc.l,4,2
CcC,3,14194
CcC.,4,261
CcC..,5,20
CcC.C,5,166
CcC.L,5,17
CcC.T,5,9
CcCc,4,1076
CcCc.,5,96
CcCcC,5,877
CcCcL,5,86
CcCcT,5,71
CcCl,4,202
CcCl.,5,14
CcClC,5,104
CcClL,5,37
CcClT,5,4
CcCt,4,51
CcCt.,5,8
CcCtC,5,73
CcCtL,5,16
CcCtT,5,4
CcL,3,4809
CcL.,4,76
CcL..,5,1
CcL.C,5,10
CcL.L,5,32
CcL.T,5,1
CcLc,4,561
CcLc.,5,19
CcLcC,5,84
CcLcL,5,88
CcLcT,5,4
CcLl,4,60
CcLl.,5,3
CcLlC,5,8
CcLlL,5,26
CcLlT,5,1
CcLt,4,8
CcLtC,5,5
CcLtL,5,2
CcLtT,5,2
CcT,3,1796
CcT.,4,120
CcT..,5,3
CcT.C,5,7
CcT.L,5,10
CcT.T,5,4
CcTc,4,363
CcTc.,5,5
CcTcC,5,19
CcTcL,5,52
CcTcT,5,49
CcTl,4,256
CcTl.,5,5
CcTlC,5,27
CcTlL,5,9
CcTlT,5,2
CcTt,4,11
CcTtC,5,4
CcTtL,5,1
CcTtT,5,2
Cl,2,147180
Cl.,3,178
Cl..,4,6
Cl...,5,1
Cl..C,5,2
Cl.c,4,2
Cl.l,4,7
Cl.lC,5,1
Cl.lL,5,2
ClC,3,39113
ClC.,4,298
ClC..,5,13
ClC.C,5,178
ClC.L,5,12
ClC.T,5,2
ClCc,4,837
ClCc.,5,9
ClCcC,5,113
ClCcL,5,32
ClCcT,5,14
ClCl,4,594
ClCl.,5,54
ClClC,5,724
ClClL,5,49
ClClT,5,20
ClCt,4,58
ClCt.,5,7
ClCtC,5,23
ClCtL,5,9
ClCtT,5,4
ClL,3,6684
ClL.,4,95
ClL..,5,1
ClL.C,5,16
ClL.L,5,16
ClL.T,5,2
ClLc,4,72
ClLc.,5,2
ClLcC,5,9
ClLcL,5,11
ClLcT,5,1
ClLl,4,411
ClLl.,5,9
ClLlC,5,76
ClLlL,5,74
ClLlT,5,1
ClLt,4,10
ClLtC,5,3
ClLtL,5,3
ClLtT,5,2
ClT,3,1429
ClT.,4,40
ClT..,5,1
ClT.C,5,1
ClT.T,5,2
ClTc,4,21
ClTcL,5,3
ClTcT,5,1
ClTl,4,179
ClTl.,5,1
ClTlC,5,6
ClTlL,5,5
ClTlT,5,3
ClTt,4,2
ClTtC,5,1
ClTtT,5,1
Ct,2,55116
Ct.,3,54
Ct.c,4,1
Ct.lC,5,1
CtC,3,14985
CtC.,4,56
CtC..,5,5
CtC.C,5,61
CtC.L,5,6
CtC.T,5,1
CtCc,4,115
CtCc.,5,3
CtCcC,5,38
CtCcL,5,5
CtCcT,5,3
CtCl,4,148
CtCl.,5,19
CtClC,5,221
CtClL,5,14
CtClT,5,6
CtCt,4,19
CtCt.,5,6
CtCtC,5,90
CtCtL,5,22
CtCtT,5,2
CtL,3,9428
CtL.,4,33
CtL..,5,3
CtL.C,5,12
CtL.L,5,2
CtLc,4,204
CtLc.,5,1
CtLcC,5,5
CtLcL,5,9
CtLcT,5,1
CtLl,4,31
CtLl.,5,1
CtLlC,5,8
CtLlL,5,9
CtLlT,5,2
CtLt,4,12
CtLt.,5,7
CtLtC,5,47
CtLtL,5,1
CtT,3,1758
CtT.,4,35
CtT.C,5,2
CtT.L,5,5
CtTc,4,94
CtTcC,5,6
CtTcL,5,22
CtTcT,5,1
CtTl,4,130
CtTl.,5,1
CtTlC,5,2
CtTlL,5,3
CtTt,4,5
L,1,768040
L.,2,418
L.C,3,24
L.Cc,4,1
L.Cl,4,2
L.L,3,43
L.Ll,4,2
L.T,3,5
L.Tl,4,1
L.TlL,5,1
Lc,2,44731
Lc.,3,6
Lc..,4,2
Lc.c,4,1
Lc.cC,5,1
LcC,3,2663
LcC.,4,30
LcC.C,5,20
LcCc,4,68
LcCc.,5,6
LcCcC,5,45
LcCcL,5,8
LcCcT,5,7
LcCl,4,24
LcCl.,5,5
LcClC,5,33
LcClL,5,3
LcCt,4,11
LcCt.,5,3
LcCtC,5,35
LcCtL,5,1
LcCtT,5,3
LcL,3,3463
LcL.,4,173
LcL.C,5,5
LcL.L,5,8
LcLc,4,777
LcLc.,5,6
LcLcC,5,14
LcLcL,5,39
LcLcT,5,2
LcLl,4,87
LcLl.,5,1
LcLlC,5,7
LcLlL,5,8
LcLlT,5,1
LcLt,4,5
LcLtC,5,4
LcLtL,5,3
LcT,3,271
LcT.,4,7
