signatures (1 letter),length,counts
,0,5628127
.,1,49271
..,2,6516
...,3,1
..C,3,30
..Cc,4,1
..Ct,4,1
..L,3,3
..Lc,4,1
..T,3,12
..Tc,4,1
.C,2,1
.c,2,880
.c.,3,2
.cC,3,179
.cC.C,5,1
.cCc,4,13
.cCc.,5,1
.cCcC,5,6
.cCt,4,1
.cL,3,21
.cL.C,5,3
.cLc,4,8
.cLc.,5,1
.cLcC,5,6
.cT,3,26
.cT.T,5,1
.cTc,4,4
.cTcT,5,2
.ct,3,1
.l,2,114
.lC,3,65
.lL,3,3
.lT,3,31
.lTc,4,1
.t,2,616
.t.,3,4
.tC,3,105
.tClT,5,1
.tCt,4,2
.tCtC,5,2
.tL,3,19
.tT,3,46
.tTt,4,1
.tTtL,5,1
C,1,2827176
C.,2,3235
C..,3,1
C..cC,5,1
C.C,3,181
C.C.C,5,2
C.Cc.,5,1
C.CcL,5,1
C.ClT,5,1
C.CtC,5,1
C.L,3,22
C.Lc,4,1
C.LcT,5,1
C.T,3,16
C.T.,4,1
CC,2,1
Cc,2,163111
Cc.,3,200
Cc..,4,13
Cc..C,5,4
Cc.c,4,28
Cc.c.,5,2
Cc.cC,5,10
Cc.cL,5,1
Cc.cT,5,1
Cc.t,4,3
CcC,3,42122
CcC.,4,543
CcC..,5,25
CcC.C,5,267
CcC.L,5,15
CcC.T,5,10
CcCCC,5,1
CcCc,4,2656
CcCc.,5,216
CcCcC,5,1765
CcCcL,5,93
CcCcT,5,60
CcCl,4,19
CcCl.,5,3
CcClC,5,14
CcClL,5,1
CcClT,5,10
CcCt,4,133
CcCt.,5,7
CcCtC,5,42
CcCtL,5,12
CcCtT,5,7
CcL,3,5775
CcL.,4,133
CcL..,5,11
CcL.C,5,62
CcL.L,5,1
CcL.T,5,3
CcLc,4,653
CcLc.,5,40
CcLcC,5,350
CcLcL,5,18
CcLcT,5,8
CcLl,4,3
CcLlL,5,1
CcLt,4,24
CcLt.,5,2
CcLtC,5,3
CcLtL,5,4
CcLtT,5,3
CcT,3,6202
CcT.,4,273
CcT..,5,1
CcT.C,5,2
CcT.L,5,2
CcT.T,5,3
CcTc,4,1637
CcTc.,5,2
CcTcC,5,27
CcTcL,5,8
CcTcT,5,25
CcTl,4,2
CcTlT,5,1
CcTt,4,25
CcTt.,5,1
CcTtC,5,5
CcTtL,5,2
CcTtT,5,6
Cct,3,9
Cct.,4,2
Cl,2,28949
Cl.,3,72
Cl..C,5,1
Cl.lC,5,1
ClC,3,16257
ClC.,4,15
ClC..,5,7
ClC.C,5,66
ClC.L,5,1
ClC.T,5,2
ClCc,4,47
ClCc.,5,1
ClCcC,5,19
ClCcL,5,1
ClCcT,5,1
ClCl,4,17
ClCl.,5,48
ClClC,5,335
ClClL,5,14
ClClT,5,10
ClCt,4,20
ClCt.,5,1
ClCtC,5,10
ClCtL,5,1
ClCtT,5,2
ClL,3,259
ClL.,4,4
ClLc,4,11
ClLl,4,4
ClLt,4,1
ClT,3,2956
ClT.,4,4
ClT.L,5,1
ClTc,4,8
ClTcC,5,1
ClTlT,5,2
ClTt,4,2
Clt,3,1
Ct,2,131085
Ct.,3,119
Ct..C,5,1
Ct..L,5,1
Ct..T,5,1
Ct.l,4,2
Ct.t,4,1
Ct.tC,5,3
CtC,3,33485
CtC.,4,30
CtC..,5,12
