signatures (1 letter),length,counts
CtC.C,5,69
CtC.T,5,67
CtCc,4,88
CtCc.,5,10
CtCcC,5,49
CtCcL,5,3
CtCcT,5,3
CtCl,4,15
CtCl.,5,17
CtClC,5,16
CtClL,5,5
CtClT,5,365
CtCt,4,45
CtCt.,5,63
CtCtC,5,498
CtCtL,5,13
CtCtT,5,17
CtL,3,5845
CtL.,4,2
CtL.C,5,1
CtL.T,5,2
CtLc,4,28
CtLc.,5,1
CtLcC,5,6
CtLcT,5,1
CtLl,4,1
CtLlC,5,1
CtLlT,5,1
CtLt,4,25
CtLtC,5,1
CtLtL,5,1
CtLtT,5,2
CtT,3,1181
CtT.,4,12
CtT.C,5,1
CtT.L,5,1
CtT.T,5,1
CtTc,4,17
CtTc.,5,1
CtTcC,5,1
CtTcL,5,2
CtTcT,5,3
CtTl,4,1
CtTt,4,35
CtTt.,5,2
CtTtC,5,1
CtTtL,5,20
CtTtT,5,1
Ctt,3,2
L,1,640501
L.,2,429
L..,3,1
L.C,3,22
L.L,3,2
L.T,3,3
L.T.,4,1
L.Tc,4,1
L.Tt,4,1
Lc,2,56087
Lc.,3,42
Lc.c,4,1
LcC,3,6134
LcC.,4,23
LcC.C,5,4
LcC.T,5,1
LcCc,4,74
LcCc.,5,3
LcCcC,5,31
LcCcL,5,4
LcCcT,5,2
LcCl,4,1
LcClC,5,2
LcClT,5,2
LcCt,4,13
LcCtC,5,3
LcCtL,5,1
LcL,3,215
LcL.,4,2
LcL.C,5,2
LcLc,4,23
LcLc.,5,1
LcLcC,5,5
LcLcL,5,1
LcLt,4,1
LcT,3,2276
LcT.,4,7
LcT.C,5,1
LcTc,4,33
LcTc.,5,1
LcTcC,5,1
LcTcL,5,1
LcTcT,5,5
LcTl,4,1
LcTt,4,1
LcTtT,5,1
Lct,3,2
Ll,2,4341
LlC,3,221
LlC.,4,2
LlCc,4,3
LlCcC,5,1
LlCl,4,1
LlCl.,5,1
LlClC,5,6
LlL,3,64
LlLl,4,1
LlLl.,5,1
LlLlL,5,3
LlLlT,5,1
LlT,3,72
Lt,2,31861
Lt.,3,17
Lt..,4,4
Lt..L,5,1
Lt.t,4,6
Lt.t.,5,3
Lt.tL,5,4
LtC,3,3311
LtC.,4,3
LtC.C,5,2
LtC.T,5,2
LtCc,4,14
LtCc.,5,1
LtCcC,5,12
LtCcT,5,5
LtClC,5,1
LtClT,5,5
LtCt,4,14
LtCtC,5,10
LtL,3,2595
LtL.,4,2
LtL.C,5,1
LtLc,4,4
LtLt,4,9
LtLtC,5,1
LtLtL,5,1
LtT,3,355
LtT.,4,89
LtT..,5,7
LtT.C,5,1
LtT.L,5,51
LtTc,4,8
LtTcL,5,2
LtTcT,5,3
LtTlC,5,1
LtTt,4,576
LtTt.,5,32
LtTtC,5,13
LtTtL,5,313
T,1,466556
T.,2,126
T..,3,2
T.C,3,7
T.L,3,2
T.Lc,4,1
T.T,3,15
T.Tc,4,1
T.TcT,5,1
Tc,2,22288
Tc.,3,17
Tc..,4,2
Tc.c,4,5
Tc.cT,5,3
TcC,3,3571
TcC.,4,131
TcC.C,5,8
TcC.L,5,1
TcC.T,5,1
TcCc,4,648
TcCc.,5,6
TcCcC,5,47
TcCcL,5,2
TcCcT,5,5
TcCl,4,5
TcClC,5,7
TcClT,5,1
TcCt,4,22
TcCtC,5,10
TcCtT,5,1
TcL,3,251
TcL.,4,96
TcL.C,5,3
TcLc,4,511
TcLc.,5,3
TcLcC,5,19
TcLcL,5,1
TcLcT,5,6
TcLt,4,4
TcLtC,5,1
TcLtT,5,2
TcT,3,240
TcT.,4,103
TcT..,5,1
TcT.C,5,2
TcT.T,5,16
TcTc,4,557
TcTc.,5,10
TcTcC,5,12
TcTcL,5,5
TcTcT,5,145
TcTlT,5,1
TcTt,4,5
TcTtC,5,5
TcTtT,5,2
Tct,3,1
Tl,2,439
Tl.,3,16
Tl.lC,5,1
TlC,3,262
TlCcC,5,1
TlClC,5,2
TlCtC,5,2
TlL,3,38
TlL.,4,1
TlL..,5,1
TlLl,4,1
TlLlT,5,1
TlLt,4,1
TlT,3,2386
TlT.,4,1
TlT.T,5,1
TlTc,4,3
TlTcC,5,3
TlTt,4,2
Tlt,3,1
Tt,2,10822
Tt.,3,46
TtC,3,864
TtC.,4,2
TtC.C,5,2
TtC.L,5,1
TtCc,4,4
TtClC,5,1
TtClT,5,3
TtCt,4,2
TtCtC,5,5
TtL,3,190
TtL.,4,3
TtL.C,5,1
TtLc,4,3
TtLc.,5,1
TtLt,4,32
TtT,3,9753
TtT.,4,6
TtT.C,5,2
TtT.T,5,1
TtTc,4,24
TtTcC,5,4
TtTcL,5,1
TtTcT,5,2
TtTl,4,2
TtTlC,5,1
TtTt,4,7
TtTtC,5,1
TtTtL,5,2
Ttt,3,1
c,1,1
t,1,14336
t.,2,1844
t.C,3,5
t.L,3,1
tc,2,63
tcC,3,10
tcCc,4,3
tcCcC,5,1
tcCt,4,1
tcT,3,1
tl,2,12
tlC,3,2
tlT,3,1
tt,2,40
ttC,3,9
ttL,3,3
ttT,3,4
