signatures (1 letter),length,counts
TlTlT,5,68
TlTt,4,13
TlTt.,5,1
TlTtC,5,5
TlTtL,5,1
TlTtT,5,1
Tt,2,31571
Tt.,3,43
Tt.c,4,1
Tt.lC,5,1
Tt.t,4,5
Tt.tT,5,2
TtC,3,1807
TtC.C,5,1
TtCc,4,28
TtCcC,5,15
TtCcL,5,2
TtCcT,5,1
TtCl,4,2
TtClC,5,2
TtClT,5,1
TtCt,4,23
TtCtC,5,44
TtCtL,5,2
TtCtT,5,2
TtL,3,927
TtLc,4,6
TtLcC,5,3
TtLcT,5,2
TtLt,4,115
TtLtC,5,6
TtLtL,5,6
TtLtT,5,2
TtT,3,9088
TtT.,4,7
TtTc,4,83
TtTcC,5,4
TtTcL,5,1
TtTcT,5,5
TtTl,4,3
TtTlC,5,1
TtTlT,5,1
TtTt,4,135
TtTtC,5,7
TtTtL,5,1
TtTtT,5,44
t,1,2
