signatures (1 letter),length,counts
,0,5041841
.,1,9820
..,2,31
...,3,1
..C,3,2
..L,3,3
..T,3,2
.L,2,1
.c,2,527
.c.,3,6
.cC,3,116
.cC.C,5,1
.cCc,4,5
.cCcC,5,12
.cCcL,5,1
.cCcT,5,1
.cCt,4,1
.cCtT,5,1
.cL,3,15
.cT,3,31
.cTc,4,4
.cTcT,5,1
.cTl,4,1
.cTt,4,2
.l,2,173
.l.,3,1
.l.lC,5,1
.lC,3,37
.lClC,5,1
.lL,3,8
.lT,3,21
.lT.,4,1
.t,2,508
.t.,3,1
.tC,3,74
.tC.C,5,1
.tCl,4,1
.tCtC,5,3
.tL,3,13
.tLt,4,2
.tT,3,37
.tTt,4,3
.tTtT,5,2
C,1,1862833
C.,2,724
C..,3,2
C.C,3,120
C.Cc,4,3
C.CcC,5,4
C.Ct,4,1
C.CtC,5,1
C.L,3,17
C.T,3,30
C.TcC,5,1
C.TcT,5,1
Cc,2,131953
Cc.,3,352
Cc.c,4,34
Cc.c.,5,1
Cc.cC,5,37
Cc.cT,5,1
Cc.l,4,5
Cc.lC,5,3
Cc.lT,5,1
Cc.t,4,6
Cc.tC,5,5
Cc.tT,5,1
CcC,3,28725
CcC.,4,11
CcC.C,5,13
CcC.T,5,2
CcCc,4,1458
CcCc.,5,7
CcCcC,5,1643
CcCcL,5,61
CcCcT,5,140
CcCl,4,89
CcCl.,5,1
CcClC,5,160
CcClL,5,5
CcClT,5,15
CcCt,4,152
CcCtC,5,100
CcCtL,5,18
CcCtT,5,29
CcL,3,2980
CcL.,4,2
CcLc,4,208
CcLcC,5,18
CcLcL,5,13
CcLcT,5,9
CcLl,4,51
CcLlC,5,3
CcLlL,5,1
CcLlT,5,3
CcLt,4,181
CcLtC,5,11
CcLtL,5,11
CcLtT,5,39
CcT,3,6285
CcT.,4,4
CcT.T,5,1
CcTc,4,524
CcTcC,5,37
CcTcL,5,10
CcTcT,5,171
CcTl,4,24
CcTlL,5,2
CcTlT,5,5
CcTt,4,133
CcTtC,5,8
CcTtL,5,4
CcTtT,5,18
Cl,2,45367
Cl.,3,117
Cl.cC,5,1
Cl.t,4,1
ClC,3,10111
ClC.L,5,1
ClCc,4,41
ClCcC,5,25
ClCcL,5,2
ClCcT,5,7
ClCl,4,15
ClClC,5,62
ClClT,5,3
ClCt,4,91
ClCtC,5,47
ClCtL,5,3
ClCtT,5,11
ClL,3,741
ClL.,4,1
ClLc,4,9
ClLcC,5,1
ClLcL,5,1
ClLl,4,7
ClLlC,5,2
ClLlL,5,1
ClLlT,5,1
ClLt,4,73
ClLtC,5,4
ClLtL,5,1
ClT,3,3943
ClTc,4,20
ClTcC,5,5
ClTcL,5,2
ClTcT,5,1
ClTl,4,123
ClTlC,5,6
ClTlL,5,1
ClTlT,5,5
ClTt,4,12
ClTtC,5,3
ClTtL,5,1
ClTtT,5,5
Ct,2,118742
Ct.,3,306
Ct.c,4,4
Ct.cC,5,1
Ct.cT,5,1
Ct.lL,5,1
Ct.t,4,16
Ct.tC,5,13
Ct.tL,5,3
Ct.tT,5,2
CtC,3,22690
CtC.,4,7
CtC.C,5,2
CtCc,4,176
CtCcC,5,74
CtCcL,5,8
CtCcT,5,10
CtCl,4,19
CtClC,5,63
CtClL,5,1
CtClT,5,3
CtCt,4,466
CtCtC,5,373
CtCtL,5,15
CtCtT,5,26
CtL,3,2210
CtLc,4,92
CtLcC,5,4
CtLcL,5,1
CtLcT,5,2
CtLl,4,3
CtLlC,5,2
CtLt,4,413
CtLtC,5,12
CtLtL,5,45
CtLtT,5,22
CtT,3,10271
CtT.,4,2
CtT.T,5,1
CtTc,4,56
CtTcC,5,19
CtTcL,5,1
CtTcT,5,6
CtTl,4,15
CtTlC,5,2
CtTlL,5,1
CtTlT,5,5
CtTt,4,486
CtTt.,5,1
CtTtC,5,11
CtTtL,5,10
CtTtT,5,150
L,1,626756
L.,2,248
L..t,4,1
L.C,3,24
L.Cc,4,1
L.Ct,4,1
L.L,3,19
L.Lc,4,1
L.LcC,5,1
L.T,3,11
L.Tt,4,1
Lc,2,47215
Lc.,3,75
Lc.c,4,11
Lc.cC,5,2
Lc.t,4,2
LcC,3,3834
LcC.,4,1
LcCc,4,71
LcCc.,5,2
LcCcC,5,68
LcCcT,5,8
LcCl,4,7
LcClC,5,12
LcClT,5,4
LcCt,4,23
LcCtC,5,11
LcCtL,5,7
LcCtT,5,2
LcL,3,2542
LcL.,4,2
LcLc,4,285
LcLcC,5,15
LcLcL,5,32
LcLcT,5,4
LcLl,4,6
LcLt,4,105
LcLtC,5,5
LcLtL,5,5
LcLtT,5,3
LcT,3,2033
LcTc,4,222
LcTcC,5,15
LcTcL,5,4
LcTcT,5,14
LcTl,4,43
LcTlT,5,4
LcTt,4,31
LcTtC,5,4
LcTtL,5,3
LcTtT,5,4
Ll,2,8191
Ll.,3,38
Ll.lC,5,3
Ll.tC,5,1
LlC,3,723
LlCc,4,6
LlCcC,5,7
LlCcT,5,1
LlCl,4,2
LlClC,5,26
LlClL,5,2
LlClT,5,1
LlCt,4,5
LlCtC,5,2
LlL,3,2188
LlLc,4,6
LlLc.,5,1
LlLcC,5,8
LlLcL,5,2
LlLl,4,3
LlLlL,5,2
LlLt,4,6
LlLtC,5,1
LlLtT,5,1
LlT,3,903
LlTc,4,2
LlTcC,5,1
LlTcT,5,2
LlTl,4,6
LlTt,4,3
LlTtT,5,4
Lt,2,58336
Lt.,3,77
Lt.c,4,1
Lt.cC,5,1
Lt.t,4,6
Lt.tC,5,2
Lt.tL,5,2
LtC,3,2744
LtCc,4,29
LtCcC,5,20
LtCcL,5,1
LtCcT,5,4
LtCl,4,2
LtClC,5,5
LtCt,4,23
LtCtC,5,22
LtCtT,5,2
LtL,3,5120
LtL.,4,2
LtLc,4,23
LtLcC,5,3
LtLcL,5,1
LtLcT,5,3
LtLl,4,5
LtLlC,5,2
LtLt,4,330
LtLtC,5,14
LtLtL,5,127
LtLtT,5,6
LtT,3,2436
LtT.,4,3
LtTc,4,14
LtTcC,5,2
LtTcT,5,5
LtTl,4,3
LtTlC,5,1
LtTlT,5,2
LtTt,4,185
LtTtC,5,12
LtTtL,5,1
LtTtT,5,9
T,1,683086
T.,2,227
T..,3,1
T.C,3,18
T.ClC,5,1
T.L,3,6
T.Lc,4,1
T.T,3,28
T.Tc,4,1
Tc,2,32759
Tc.,3,44
Tc.c,4,7
Tc.cC,5,1
Tc.cT,5,1
Tc.t,4,2
TcC,3,2424
TcC.,4,1
TcCc,4,128
TcCcC,5,114
TcCcL,5,5
TcCcT,5,9
TcCl,4,7
TcClC,5,6
TcClL,5,1
TcClT,5,2
TcCt,4,27
TcCtC,5,12
TcCtT,5,1
TcL,3,892
TcLc,4,81
TcLcC,5,10
TcLcL,5,2
TcLcT,5,3
TcLl,4,6
TcLlC,5,1
TcLt,4,61
TcLtL,5,4
TcLtT,5,1
TcT,3,2774
TcT.,4,2
TcTc,4,484
TcTcC,5,27
TcTcL,5,4
TcTcT,5,119
TcTl,4,9
TcTlC,5,1
TcTlT,5,1
TcTt,4,38
TcTtC,5,1
TcTtL,5,3
TcTtT,5,5
Tl,2,14166
Tl.,3,16
Tl.tC,5,1
TlC,3,547
TlCc,4,8
TlCcC,5,2
TlCcL,5,1
TlCcT,5,1
TlCl,4,1
TlClC,5,2
TlCt,4,3
TlCtC,5,4
TlL,3,154
TlLcC,5,1
TlLl,4,3
TlLt,4,2
TlT,3,3637
TlT.,4,1
TlTc,4,8
TlTcC,5,4
TlTcL,5,1
TlTl,4,88
TlTlC,5,4
