signatures (1 letter),length,counts
,0,4924096
.,1,13602
..,2,56
..C,3,1
..T,3,1
.c,2,574
.c.,3,3
.cC,3,77
.cC.,4,1
.cCc,4,7
.cCcC,5,4
.cCcT,5,1
.cL,3,12
.cLc,4,2
.cT,3,7
.cTt.,5,1
.l,2,280
.l.,3,1
.lC,3,25
.lClC,5,1
.lL,3,2
.lT,3,5
.t,2,331
.t.,3,1
.tC,3,57
.tCc.,5,1
.tClC,5,1
.tL,3,16
.tT,3,15
C,1,1791349
C.,2,634
C.C,3,108
C.Cc,4,3
C.CcC,5,3
C.ClC,5,1
C.L,3,22
C.L.,4,2
C.Lc,4,1
C.T,3,13
Cc,2,108570
Cc.,3,84
Cc..,4,3
Cc..C,5,3
Cc.c,4,9
Cc.cC,5,9
Cc.cL,5,2
Cc.t,4,1
CcC,3,21658
CcC.,4,275
CcC..,5,28
CcC.C,5,247
CcC.L,5,19
CcC.T,5,6
CcCc,4,1224
CcCc.,5,160
CcCcC,5,1539
CcCcL,5,127
CcCcT,5,47
CcCct,5,1
CcCl,4,80
CcCl.,5,10
CcClC,5,101
CcClL,5,6
CcClT,5,6
CcCt,4,83
CcCt.,5,5
CcCtC,5,49
CcCtL,5,14
CcCtT,5,5
CcL,3,2867
CcL.,4,94
CcL.C,5,3
CcL.L,5,3
CcLc,4,434
CcLc.,5,2
CcLcC,5,22
CcLcL,5,11
CcLcT,5,2
CcLl,4,11
CcLlC,5,2
CcLt,4,87
CcLtC,5,6
CcLtL,5,4
CcLtT,5,2
CcT,3,3202
CcT.,4,107
CcT..,5,5
CcT.C,5,24
CcT.L,5,2
CcT.T,5,5
CcTc,4,655
CcTc.,5,17
CcTcC,5,109
CcTcL,5,8
CcTcT,5,42
CcTl,4,14
CcTlT,5,1
CcTt,4,27
CcTt.,5,3
CcTtC,5,44
CcTtL,5,3
CcTtT,5,1
Cl,2,42563
Cl.,3,35
Cl.c,4,1
ClC,3,9878
ClC.,4,31
ClC..,5,3
ClC.C,5,5
ClC.T,5,1
ClCc,4,56
ClCc.,5,4
ClCcC,5,43
ClCcL,5,1
ClCl,4,104
ClCl.,5,5
ClClC,5,59
ClClL,5,1
ClCt,4,21
ClCt.,5,3
ClCtC,5,7
ClCtT,5,1
ClL,3,553
ClL.,4,1
ClLc,4,11
ClLcC,5,6
ClLl,4,3
ClLt,4,4
ClT,3,1159
ClT.,4,3
ClTc,4,13
ClTcC,5,1
ClTl,4,2
ClTt,4,2
Ct,2,78937
Ct.,3,82
Ct..C,5,1
Ct.t,4,1
Ct.tC,5,1
Ct.tT,5,1
CtC,3,19616
CtC.,4,32
CtC..,5,3
CtC.C,5,38
CtC.L,5,1
CtC.T,5,3
CtCc,4,97
CtCc.,5,14
CtCcC,5,140
CtCcL,5,13
CtCcT,5,7
CtCl,4,34
CtCl.,5,4
CtClC,5,93
CtClL,5,7
CtClT,5,5
CtCt,4,40
CtCt.,5,16
CtCtC,5,155
CtCtL,5,9
CtCtT,5,3
CtL,3,4148
CtL.,4,14
CtL.C,5,3
CtL.L,5,1
CtLc,4,28
CtLc.,5,1
CtLcC,5,6
CtLcL,5,2
CtLcT,5,1
CtLl,4,3
CtLl.,5,1
CtLlC,5,1
CtLt,4,72
CtLt.,5,1
CtLtC,5,2
CtLtL,5,1
CtLtT,5,1
CtT,3,2042
CtT.,4,12
CtT.C,5,2
CtTc,4,16
CtTcC,5,2
CtTcL,5,2
CtTl,4,49
CtTlC,5,2
CtTt,4,18
CtTt.,5,1
CtTtC,5,2
CtTtT,5,2
L,1,643051
L.,2,256
L.C,3,13
L.L,3,4
L.T,3,4
L.Tl,4,1
Lc,2,44153
Lc.,3,10
Lc.c,4,3
Lc.cC,5,1
Lc.l,4,1
LcC,3,3085
LcC.,4,42
LcC..,5,3
LcC.C,5,12
LcC.T,5,1
LcCc,4,208
LcCc.,5,7
LcCcC,5,94
LcCcL,5,7
LcCcT,5,4
LcCl,4,11
LcClC,5,6
LcCt,4,13
LcCt.,5,1
LcCtC,5,5
LcCtL,5,1
LcCtT,5,1
LcL,3,1286
LcL.,4,132
LcL.L,5,7
LcL.T,5,2
LcLc,4,526
LcLc.,5,2
LcLcC,5,23
LcLcL,5,41
LcLcT,5,4
LcLl,4,47
LcLt,4,14
LcLtC,5,1
LcLtL,5,1
LcT,3,582
LcT.,4,17
LcTc,4,28
LcTc.,5,2
LcTcC,5,4
LcTcL,5,1
LcTcT,5,2
LcTl,4,54
LcTlL,5,1
LcTt,4,3
LcTtC,5,1
LcTtT,5,2
Ll,2,10724
LlC,3,637
LlC.,4,2
LlC..,5,1
LlC.C,5,9
LlC.T,5,1
LlCc,4,11
LlCcC,5,3
LlCcL,5,1
LlCl,4,8
LlCl.,5,1
LlClC,5,49
LlCt,4,4
LlCtC,5,3
LlCtL,5,1
LlL,3,314
LlLc,4,3
LlLl,4,2
LlT,3,254
LlTc,4,2
LlTl,4,1
LlTt,4,1
Lt,2,36128
Lt.,3,6
Lt.t,4,5
LtC,3,1691
LtC.,4,5
LtC.C,5,4
LtCc,4,17
LtCc.,5,2
LtCcC,5,15
LtCcL,5,2
LtCcT,5,1
LtCl,4,1
LtClC,5,2
LtCt,4,1
LtCtC,5,2
LtL,3,2415
LtL.,4,4
LtLc,4,6
LtLcC,5,4
LtLl,4,2
LtLt,4,5
LtLtC,5,1
LtLtL,5,1
LtT,3,472
LtT.,4,35
LtTc,4,3
LtTcC,5,1
LtTcT,5,1
LtTl,4,3
LtTlC,5,1
LtTt,4,154
LtTt.,5,1
LtTtC,5,2
T,1,485277
T.,2,108
T.C,3,9
T.L,3,3
T.T,3,4
Tc,2,28962
Tc.,3,3
TcC,3,1688
TcC.,4,14
TcC..,5,3
TcC.C,5,13
TcC.T,5,1
TcCc,4,107
TcCc.,5,4
TcCcC,5,45
TcCcL,5,8
TcCcT,5,2
TcCl,4,4
TcClC,5,2
TcCt,4,6
TcCt.,5,1
TcCtC,5,6
TcL,3,649
TcL.,4,34
TcL.C,5,3
TcL.L,5,2
TcL.T,5,1
TcLc,4,213
TcLcC,5,15
TcLcL,5,2
TcLcT,5,1
TcLl,4,4
TcLt,4,5
TcT,3,638
TcT.,4,5
TcTc,4,19
TcTcC,5,2
TcTcL,5,1
TcTl,4,3
TcTtC,5,3
Tl,2,20243
Tl.,3,4
TlC,3,639
TlC.,4,1
TlC.C,5,2
TlCc,4,7
TlCcC,5,4
TlCcL,5,1
TlCl,4,3
TlClC,5,2
TlL,3,453
TlL.,4,2
TlLc,4,3
TlLl,4,1
TlT,3,528
TlT.,4,1
TlT.C,5,1
TlTc,4,3
TlTt,4,1
Tt,2,14407
Tt.,3,12
Tt..,4,1
Tt.cC,5,1
Tt.l,4,1
TtC,3,1087
TtC.C,5,1
TtCc,4,11
TtCc.,5,2
TtCcC,5,6
TtCcL,5,1
TtCcT,5,1
TtCl,4,3
TtClC,5,2
TtCtC,5,4
TtL,3,181
TtL.,4,1
TtLc,4,9
TtLcC,5,1
TtLt,4,2
TtLtC,5,1
TtT,3,1676
TtT.,4,7
TtTc,4,7
TtTcC,5,2
TtTcL,5,1
TtTl,4,3
TtTlC,5,2
TtTt,4,69
TtTtC,5,1
TtTtL,5,1
c,1,3
t,1,11
