signatures (1 letter),length,counts
LlTl,4,8
LlTlC,5,1
LlTlL,5,2
LlTt,4,72
LlTtC,5,3
Llt,3,1
Lt,2,27014
Lt.,3,3
LtC,3,382
LtC.C,5,1
LtCc,4,3
LtCl,4,3
LtClC,5,3
LtClL,5,1
LtClT,5,1
LtCt,4,2
LtCtC,5,2
LtCtL,5,1
LtL,3,1147
LtL.,4,4
LtL.C,5,1
LtL.L,5,2
LtLc,4,4
LtLc.,5,1
LtLcC,5,3
LtLcL,5,3
LtLl,4,8
LtLlC,5,1
LtLlT,5,3
LtLt,4,1
LtLtL,5,1
LtT,3,621
LtT.,4,2
LtTc.,5,1
LtTt,4,1
T,1,150465
T.,2,24
T.C,3,4
T.L,3,1
Tc,2,5610
Tc.,3,7
TcC,3,475
TcC.C,5,2
TcC.L,5,1
TcCc,4,5
TcCc.,5,1
TcCcC,5,8
TcCl,4,2
TcClC,5,3
TcClT,5,1
TcL,3,104
TcL.,4,23
TcLc,4,172
TcLcC,5,1
TcLcL,5,4
TcLl,4,5
TcLl.,5,2
TcLlC,5,4
TcLlL,5,1
TcLlT,5,1
TcLt,4,1
TcT,3,23
TcT.,4,1
TcTc,4,1
TcTl,4,1
Tl,2,3939
Tl.,3,2
TlC,3,408
TlC.,4,31
TlC.C,5,4
TlCc,4,5
TlCcC,5,1
TlCcL,5,2
TlCl,4,131
TlClC,5,12
TlClL,5,3
TlClT,5,1
TlCt,4,1
TlL,3,166
TlL.,4,3
TlL.L,5,2
TlLc,4,2
TlLl,4,5
TlLlC,5,1
TlLlL,5,10
TlLt,4,4
TlT,3,456
TlTl,4,1
TlTt,4,1
Tt,2,2405
TtC,3,44
TtC.,4,1
TtL,3,15
TtT,3,17
t,1,877
tc,2,3
tcL,3,1
tl,2,5
tlC,3,2
tlT,3,1
tt,2,4
