signatures (1 letter),length,counts
,0,3853354
.,1,7739
..,2,8
..C,3,6
..L,3,2
.c,2,423
.c.,3,2
.c.c,4,2
.c.cC,5,2
.cC,3,116
.cCc,4,7
.cCcC,5,7
.cCl,4,2
.cClC,5,2
.cL,3,18
.cLc,4,3
.l,2,443
.l.,3,4
.l.lC,5,1
.lC,3,316
.lCc,4,5
.lCl,4,1
.lClC,5,8
.lL,3,42
.lLl,4,5
.lLlC,5,2
.lT,3,3
.t,2,2
.tL,3,1
.tT,3,1
C,1,1754890
C.,2,768
C..,3,1
C..cC,5,1
C.C,3,229
C.Cc,4,1
C.CcC,5,7
C.Cl,4,1
C.ClC,5,3
C.L,3,43
C.Ll,4,1
C.TlC,5,1
Cc,2,98370
Cc.,3,363
Cc.c,4,42
Cc.cC,5,21
Cc.cL,5,4
Cc.l,4,10
Cc.lC,5,13
Cc.lL,5,2
CcC,3,30228
CcC.,4,11
CcC.C,5,11
CcC.L,5,4
CcCc,4,1509
CcCc.,5,6
CcCcC,5,1251
CcCcL,5,70
CcCcT,5,21
CcCl,4,302
CcClC,5,325
CcClL,5,28
CcClT,5,4
CcCtC,5,2
CcL,3,6050
CcL.,4,1
CcL..,5,1
CcL.C,5,1
CcL.L,5,2
CcL.T,5,1
CcLc,4,401
CcLc.,5,1
CcLcC,5,72
CcLcL,5,104
CcLcT,5,2
CcLl,4,223
CcLlC,5,51
CcLlL,5,10
CcLlT,5,1
CcLt,4,1
CcT,3,108
CcTc,4,6
CcTl,4,3
CcTlC,5,3
CcTt,4,1
Cl,2,108762
Cl.,3,735
Cl..,4,1
Cl..C,5,1
Cl.c,4,8
Cl.cC,5,6
Cl.cL,5,1
Cl.l,4,7
Cl.lC,5,37
Cl.lL,5,5
ClC,3,63497
ClC.,4,3
ClC.C,5,18
ClC.L,5,3
ClCc,4,457
ClCc.,5,1
ClCcC,5,358
ClCcL,5,32
ClCcT,5,1
ClCl,4,318
ClCl.,5,6
ClClC,5,1849
ClClL,5,112
ClClT,5,20
ClCt,4,1
ClCtC,5,5
ClCtL,5,1
ClCtT,5,1
ClL,3,11228
ClL.,4,1
ClL.C,5,6
ClL.L,5,1
ClLc,4,100
ClLcC,5,54
ClLcL,5,14
ClLl,4,157
ClLl.,5,1
ClLlC,5,215
ClLlL,5,120
ClLlT,5,1
ClT,3,181
ClTl,4,1
ClTlC,5,4
Ct,2,1130
Ct.cL,5,1
CtC,3,147
CtCcC,5,1
CtCl,4,1
CtClC,5,2
CtCtC,5,4
CtL,3,44
CtLc,4,1
CtLcC,5,2
CtLcL,5,36
CtLl,4,1
CtLlL,5,1
CtLtC,5,1
CtT,3,14
CtTtT,5,1
L,1,725284
L.,2,304
L..,3,1
L.C,3,50
L.Cc,4,1
L.ClC,5,1
L.L,3,29
L.Lc,4,2
L.Ll,4,1
L.LlC,5,1
L.T,3,1
Lc,2,44114
Lc.,3,78
Lc.c,4,14
Lc.cC,5,2
Lc.cL,5,3
Lc.lC,5,1
LcC,3,4716
LcCc,4,241
LcCcC,5,106
LcCcL,5,10
LcCcT,5,1
LcCl,4,21
LcClC,5,34
LcClL,5,4
LcL,3,2881
LcL.,4,1
LcL.C,5,1
LcLc,4,302
LcLcC,5,50
LcLcL,5,36
LcLl,4,32
LcLlC,5,11
LcLlL,5,1
LcT,3,20
LcTc,4,2
LcTlC,5,1
LcTlL,5,1
Ll,2,40448
Ll.,3,117
Ll.c,4,3
Ll.cC,5,1
Ll.l,4,9
Ll.lC,5,8
Ll.lL,5,1
LlC,3,6986
LlC.,4,1
LlC.C,5,2
LlCc,4,82
LlCc.,5,1
LlCcC,5,23
LlCcL,5,2
LlCl,4,23
LlCl.,5,1
LlClC,5,148
LlClL,5,9
LlClT,5,1
LlCt,4,1
LlCtC,5,4
LlL,3,5500
LlL.,4,2
LlLc,4,50
LlLcC,5,57
LlLcL,5,2
LlLl,4,477
LlLlC,5,43
LlLlL,5,44
LlT,3,42
LlTlC,5,3
Lt,2,801
Lt.,3,2
LtC,3,34
LtC.C,5,1
LtClC,5,1
LtClL,5,1
LtL,3,255
LtLcL,5,1
LtLlC,5,2
LtT,3,4
LtTtT,5,1
T,1,45967
T.,2,25
T.C,3,16
T.Cl,4,1
T.L,3,1
T.T,3,1
Tc,2,1723
Tc.,3,11
TcC,3,528
TcCc,4,14
TcCcC,5,2
TcClC,5,1
TcL,3,35
TcLc,4,4
TcLcC,5,1
TcLcL,5,2
TcLl,4,1
TcT,3,9
TcTlC,5,1
Tl,2,3208
Tl.,3,44
Tl.lC,5,1
TlC,3,3772
TlCc,4,11
TlCcC,5,8
TlCcL,5,3
TlCl,4,21
TlClC,5,19
TlClL,5,2
TlCtC,5,1
TlL,3,303
TlLc,4,2
TlLcC,5,2
TlLcL,5,1
TlLl,4,1
TlLlC,5,1
TlLlT,5,1
TlT,3,204
Tt,2,58
TtC,3,6
TtCl,4,1
TtL,3,4
TtLt,4,1
TtT,3,16
TtTl,4,1
