signatures (1 letter),length,counts
CtLtL,5,1
CtT,3,12
CtTt,4,1
L,1,943047
L.,2,470
L.C,3,42
L.C.,4,1
L.Cc,4,2
L.CcC,5,2
L.Cl,4,3
L.ClC,5,2
L.L,3,87
L.L.,4,1
L.Lc,4,3
L.LcL,5,3
L.Ll,4,5
L.Ll.,5,1
L.LlC,5,1
Lc,2,44583
Lc.,3,21
Lc..,4,1
Lc.c,4,5
Lc.c.,5,1
Lc.cC,5,2
Lc.l,4,3
Lc.lL,5,1
LcC,3,2996
LcC.,4,86
LcC..,5,4
LcC.C,5,43
LcC.L,5,11
LcC.T,5,2
LcCc,4,360
LcCc.,5,28
LcCcC,5,257
LcCcL,5,60
LcCcT,5,4
LcCl,4,88
LcCl.,5,10
LcClC,5,54
LcClL,5,13
LcCt,4,1
LcCtC,5,2
LcCtL,5,2
LcL,3,11630
LcL.,4,301
LcL..,5,14
LcL.C,5,35
LcL.L,5,114
LcLc,4,1277
LcLc.,5,77
LcLcC,5,122
LcLcL,5,561
LcLcT,5,3
LcLl,4,255
LcLl.,5,10
LcLlC,5,54
LcLlL,5,86
LcLt,4,7
LcLtC,5,1
LcLtL,5,1
LcT,3,30
LcTc,4,2
LcTlL,5,1
LcTtT,5,1
Ll,2,103039
Ll.,3,44
Ll..,4,1
Ll..L,5,1
Ll.c,4,4
Ll.l,4,2
Ll.l.,5,1
Ll.lL,5,2
LlC,3,6399
LlC.,4,63
LlC..,5,11
LlC.C,5,69
LlC.L,5,5
LlCc,4,83
LlCc.,5,6
LlCcC,5,65
LlCcL,5,20
LlCl,4,232
LlCl.,5,28
LlClC,5,286
LlClL,5,45
LlClT,5,4
LlCt,4,3
LlCtL,5,2
LlL,3,21025
LlL.,4,272
LlL..,5,11
LlL.C,5,23
LlL.L,5,106
LlL.T,5,1
LlLc,4,323
LlLc.,5,16
LlLcC,5,39
LlLcL,5,103
LlLl,4,1177
LlLl.,5,45
LlLlC,5,94
LlLlL,5,465
LlLt,4,5
LlLtL,5,2
LlT,3,48
LlT.,4,1
LlTc,4,1
LlTl,4,3
LlTlC,5,1
Lt,2,4336
Lt.,3,1
LtC,3,93
LtC.C,5,1
LtCc,4,2
LtCcC,5,1
LtCl,4,5
LtCl.,5,1
LtClC,5,1
LtClL,5,1
LtCtL,5,1
LtL,3,1822
LtL.,4,6
LtL..,5,1
LtL.C,5,2
LtLc,4,10
LtLcC,5,4
LtLcL,5,5
LtLl,4,13
LtLlC,5,2
LtLlL,5,1
LtLt,4,4
LtT,3,9
T,1,69478
T.,2,53
T.C,3,3
T.Cl,4,1
T.L,3,2
Tc,2,4895
TcC,3,205
TcC.,4,13
TcC..,5,2
TcC.C,5,22
TcC.L,5,3
TcC.T,5,1
TcCc,4,13
TcCc.,5,10
TcCcC,5,118
TcCcL,5,7
TcCcT,5,1
TcCl,4,54
TcCl.,5,7
TcClC,5,40
TcClL,5,7
TcL,3,570
TcL.,4,8
TcL..,5,1
TcL.C,5,8
TcL.L,5,3
TcLc,4,20
TcLc.,5,7
TcLcC,5,27
TcLcL,5,16
TcLcT,5,1
TcLl,4,4
TcLlL,5,4
TcLtL,5,1
TcT,3,7
TcT.,4,2
TcTc,4,2
TcTcL,5,1
Tl,2,15477
Tl.,3,2
TlC,3,382
TlC.,4,20
TlC.C,5,6
TlC.L,5,3
TlCc,4,3
TlCcC,5,4
TlCcT,5,1
TlCl,4,59
TlCl.,5,1
TlClC,5,23
TlClL,5,5
TlL,3,1331
TlL.,4,35
TlL.C,5,1
TlL.L,5,4
TlLc,4,9
TlLc.,5,1
TlLcC,5,1
TlLcL,5,3
TlLl,4,193
TlLl.,5,1
TlLlC,5,7
TlLlL,5,17
TlLt,4,1
TlT,3,5
Tt,2,86
TtC,3,7
TtCc.,5,1
TtCtC,5,1
TtL,3,24
TtT,3,12
t,1,1
