signatures (1 letter),length,counts
,0,4871992
.,1,7448
..,2,22
..L,3,1
.c,2,333
.cC,3,31
.cC.,4,2
.cCc,4,2
.cCcC,5,3
.cCcL,5,1
.cCcT,5,1
.cCl,4,7
.cClC,5,1
.cL,3,48
.cL.,4,1
.cLc,4,5
.cLcC,5,1
.cLcL,5,2
.cLl,4,2
.cT,3,1
.l,2,837
.l.,3,1
.lC,3,98
.lC.,4,4
.lCc,4,3
.lCcT,5,1
.lCl,4,7
.lCl.,5,1
.lClC,5,3
.lCt,4,1
.lL,3,83
.lL.C,5,1
.lLl,4,3
.lLlL,5,3
.t,2,16
.tC,3,1
.tL,3,5
.tLt,4,1
.tLtL,5,1
C,1,1514736
C.,2,889
C..,3,1
C.C,3,151
C.C.,4,2
C.C.C,5,2
C.Cc,4,6
C.Cl,4,5
C.ClC,5,3
C.L,3,71
C.L.,4,1
C.Lc.,5,1
C.LcC,5,1
C.LcL,5,3
C.Ll,4,5
C.LlL,5,2
CC,2,1
Cc,2,98568
Cc.,3,49
Cc..,4,2
Cc..C,5,2
Cc..L,5,1
Cc.c,4,4
Cc.cC,5,6
Cc.cL,5,2
Cc.l,4,2
Cc.lC,5,1
CcC,3,15364
CcC.,4,281
CcC..,5,20
CcC.C,5,195
CcC.L,5,59
CcC.T,5,4
CcCc,4,737
CcCc.,5,101
CcCcC,5,866
CcCcL,5,191
CcCcT,5,9
CcCl,4,560
CcCl.,5,38
CcClC,5,302
CcClL,5,134
CcClT,5,3
CcCt,4,4
CcCtC,5,3
CcCtL,5,4
CcL,3,11219
CcL.,4,237
CcL..,5,9
CcL.C,5,54
CcL.L,5,102
CcL.T,5,1
CcLc,4,927
CcLc.,5,62
CcLcC,5,177
CcLcL,5,490
CcLcT,5,2
CcLl,4,320
CcLl.,5,14
CcLlC,5,107
CcLlL,5,116
CcLt,4,7
CcLt.,5,1
CcT,3,68
CcT.,4,1
CcT.T,5,1
CcTc,4,5
CcTcL,5,2
CcTl,4,9
CcTlL,5,2
Cl,2,200868
Cl.,3,117
Cl..,4,6
Cl..C,5,1
Cl.c,4,1
Cl.cL,5,1
Cl.l,4,14
Cl.lC,5,7
Cl.lL,5,4
ClC,3,43595
ClC.,4,619
ClC..,5,62
ClC.C,5,478
ClC.L,5,78
ClC.T,5,2
ClCc,4,460
ClCc.,5,20
ClCcC,5,215
ClCcL,5,83
ClCcT,5,8
ClCl,4,2539
ClCl.,5,213
ClClC,5,2256
ClClL,5,434
ClClT,5,24
ClCt,4,7
ClCt.,5,1
ClCtC,5,1
ClCtL,5,12
ClL,3,18403
ClL.,4,339
ClL..,5,18
ClL.C,5,42
ClL.L,5,139
ClLc,4,219
ClLc.,5,12
ClLcC,5,66
ClLcL,5,83
ClLcT,5,1
ClLl,4,1469
ClLl.,5,57
ClLlC,5,188
ClLlL,5,685
ClLlT,5,3
ClLt,4,13
ClLtL,5,1
ClT,3,156
ClT.,4,3
ClT.L,5,1
ClTc,4,3
ClTcC,5,4
ClTcL,5,1
ClTl,4,9
ClTlL,5,2
ClTt,4,1
Ct,2,3311
Ct.,3,4
Ct.t,4,1
CtC,3,442
CtC.,4,1
CtC.C,5,2
CtC.L,5,4
CtCc,4,2
CtCcC,5,1
CtCcL,5,1
CtCl,4,7
CtClC,5,1
CtClL,5,1
CtCt,4,1
CtCtC,5,1
CtCtL,5,40
CtL,3,1558
CtL.,4,15
CtL.C,5,1
CtLc,4,12
CtLcC,5,2
CtLcL,5,1
CtLl,4,16
CtLl.,5,1
CtLlC,5,5
CtLlL,5,6
CtLt,4,121
CtLt.,5,1
CtLtC,5,3
