signatures (1 letter),length,counts
,0,3710235
.,1,8787
..,2,41
..L,3,1
..T,3,1
.C,2,1
.c,2,374
.c.,3,1
.cC,3,67
.cC.,4,1
.cCc,4,2
.cCc.,5,2
.cCcC,5,2
.cCcL,5,1
.cCl,4,1
.cClC,5,2
.cL,3,23
.cLc,4,2
.cLlT,5,1
.cLt,4,1
.cT,3,10
.cTt,4,1
.l,2,423
.l.,3,3
.lC,3,142
.lC.T,5,1
.lCl,4,1
.lClT,5,1
.lCt,4,4
.lL,3,44
.lL.,4,1
.lL.L,5,1
.lLc,4,1
.lLlC,5,1
.lLlL,5,1
.lLlT,5,1
.lT,3,22
.t,2,326
.t.,3,2
.tC,3,20
.tC.C,5,1
.tL,3,7
.tT,3,6
C,1,1236345
C.,2,675
C..,3,1
C.C,3,109
C.C.,4,3
C.C.C,5,1
C.Cc,4,6
C.CcC,5,1
C.CcT,5,1
C.ClC,5,4
C.Ct,4,2
C.L,3,31
C.Ll,4,1
C.Lt,4,1
C.T,3,16
CC,2,235
CCC,3,4
Cc,2,76727
Cc.,3,62
Cc..,4,1
Cc..C,5,2
Cc.c,4,6
Cc.cL,5,1
Cc.l,4,2
Cc.t,4,4
Cc.t.,5,1
CcC,3,15621
CcC.,4,216
CcC..,5,24
CcC.C,5,177
CcC.L,5,15
CcC.T,5,13
CcCc,4,883
CcCc.,5,63
CcCcC,5,747
CcCcL,5,105
CcCcT,5,73
CcCct,5,2
CcCl,4,204
CcCl.,5,23
CcClC,5,252
CcClL,5,38
CcClT,5,8
CcClt,5,1
CcCt,4,176
CcCt.,5,8
CcCtC,5,66
CcCtL,5,41
CcCtT,5,4
CcL,3,5658
CcL.,4,137
CcL..,5,5
CcL.C,5,7
CcL.L,5,16
CcL.T,5,21
CcLc,4,627
CcLc.,5,13
CcLcC,5,21
CcLcL,5,114
CcLcT,5,71
CcLl,4,59
CcLl.,5,7
CcLlC,5,7
CcLlL,5,52
CcLlT,5,31
CcLt,4,108
CcLt.,5,2
CcLtC,5,8
CcLtL,5,2
CcLtT,5,47
CcT,3,2708
CcT.,4,37
CcT.C,5,5
CcT.L,5,1
CcT.T,5,4
CcTc,4,102
CcTc.,5,4
CcTcC,5,6
CcTcL,5,5
CcTcT,5,48
CcTl,4,14
CcTl.,5,1
CcTlC,5,6
CcTlL,5,1
CcTlT,5,1
CcTt,4,125
CcTt.,5,2
CcTtC,5,39
CcTtL,5,1
CcTtT,5,2
Cl,2,99623
Cl.,3,207
Cl.c,4,2
Cl.l,4,2
Cl.lL,5,2
Cl.t,4,9
Cl.tC,5,1
Cl.tL,5,1
ClC,3,28342
ClC.,4,176
ClC..,5,10
ClC.C,5,76
ClC.L,5,10
ClC.T,5,6
ClCc,4,192
ClCc.,5,10
ClCcC,5,109
ClCcL,5,17
ClCcT,5,4
ClCl,4,183
ClCl.,5,26
ClClC,5,243
ClClL,5,78
ClClT,5,10
ClCt,4,522
ClCt.,5,7
ClCtC,5,101
ClCtL,5,6
ClCtT,5,7
ClL,3,8322
ClL.,4,167
ClL..,5,3
ClL.C,5,15
ClL.L,5,20
ClL.T,5,5
ClLc,4,127
ClLcC,5,11
ClLcL,5,9
ClLcT,5,2
ClLl,4,443
ClLl.,5,17
ClLlC,5,73
ClLlL,5,94
ClLlT,5,35
ClLt,4,302
ClLtC,5,6
ClLtL,5,3
ClLtT,5,3
ClT,3,6819
ClT.,4,13
ClT.C,5,2
ClTc,4,31
ClTcC,5,6
ClTcT,5,1
ClTl,4,17
ClTlC,5,3
ClTlL,5,1
ClTlT,5,1
ClTt,4,19
ClTt.,5,1
ClTtC,5,1
Ct,2,62026
Ct.,3,28
Ct.lC,5,1
Ct.t,4,1
CtC,3,7039
CtC.,4,11
CtC.C,5,11
CtC.L,5,1
CtC.T,5,2
CtCc,4,36
CtCc.,5,3
CtCcC,5,17
CtCcL,5,6
CtCcT,5,1
CtCl,4,30
CtCl.,5,4
CtClC,5,13
CtClL,5,5
CtClT,5,3
CtCt,4,33
CtCtC,5,2
