signatures (1 letter),length,counts
CtL,3,969
CtL.,4,9
CtL.C,5,3
CtL.L,5,4
CtL.T,5,3
CtLc,4,12
CtLcC,5,2
CtLcL,5,2
CtLcT,5,3
CtLl,4,16
CtLlC,5,4
CtLlL,5,3
CtLlT,5,2
CtLt,4,21
CtLt.,5,2
CtLtC,5,3
CtLtL,5,28
CtT,3,1118
CtT.,4,9
CtT.C,5,1
CtT.T,5,1
CtTc,4,8
CtTcL,5,1
CtTl,4,1
CtTlC,5,1
CtTt,4,57
CtTtT,5,1
L,1,718964
L.,2,398
L.C,3,21
L.C.C,5,1
L.CcC,5,2
L.CcL,5,1
L.ClC,5,1
L.L,3,38
L.L.,4,1
L.L..,5,1
L.Ll,4,1
L.LlC,5,1
L.LlL,5,1
L.Lt,4,1
L.T,3,8
LC,2,12
Lc,2,41508
Lc.,3,19
Lc.c,4,6
Lc.l,4,1
LcC,3,1688
LcC.,4,37
LcC..,5,2
LcC.C,5,8
LcC.L,5,3
LcC.T,5,1
LcCc,4,156
LcCc.,5,1
LcCcC,5,61
LcCcL,5,7
LcCcT,5,3
LcCl,4,24
LcCl.,5,1
LcClC,5,16
LcClL,5,5
LcClT,5,2
LcCt,4,24
LcCt.,5,1
LcCtC,5,5
LcCtL,5,2
LcL,3,4637
LcL.,4,118
LcL..,5,1
LcL.C,5,3
LcL.L,5,20
LcL.T,5,11
LcLc,4,467
LcLc.,5,9
LcLcC,5,26
LcLcL,5,84
LcLcT,5,37
LcLl,4,88
LcLl.,5,3
LcLlC,5,8
LcLlL,5,9
LcLlT,5,1
LcLt,4,76
LcLtC,5,1
LcLtL,5,1
LcLtT,5,1
LcT,3,863
LcT.,4,8
LcTc,4,16
LcTcC,5,4
LcTcL,5,1
LcTcT,5,5
LcTl,4,7
LcTlC,5,2
LcTlL,5,1
LcTt,4,61
LcTt.,5,2
LcTtC,5,1
Ll,2,41965
Ll.,3,21
Ll..,4,1
Ll.l,4,4
Ll.tL,5,1
LlC,3,2745
LlC.,4,13
LlC.C,5,3
LlC.L,5,4
LlCc,4,28
LlCc.,5,1
LlCcC,5,21
LlCcL,5,2
LlCcT,5,2
LlCl,4,22
LlCl.,5,1
LlClC,5,18
LlClL,5,5
LlClT,5,2
LlCt,4,42
LlCt.,5,1
LlCtC,5,5
LlCtL,5,2
LlCtT,5,1
LlL,3,10041
LlL.,4,189
LlL..,5,2
LlL.C,5,6
LlL.L,5,42
LlL.T,5,2
LlLc,4,182
LlLc.,5,1
LlLcC,5,11
LlLcL,5,6
LlLcT,5,4
LlLl,4,694
LlLl.,5,22
LlLlC,5,17
LlLlL,5,200
LlLlT,5,43
LlLt,4,42
LlLtC,5,2
LlLtL,5,2
LlLtT,5,2
LlT,3,1883
LlT.,4,23
LlT.C,5,3
LlT.L,5,1
LlT.T,5,4
LlTc,4,13
LlTcC,5,1
LlTl,4,58
LlTl.,5,2
LlTlC,5,5
LlTlL,5,6
LlTlT,5,39
LlTt,4,8
LlTtC,5,1
Lt,2,33265
Lt.,3,9
LtC,3,1345
LtC.,4,24
LtC.C,5,4
LtC.L,5,2
LtCc,4,18
LtCc.,5,1
LtCcC,5,8
LtCcL,5,1
LtCl,4,8
LtCl.,5,1
LtClC,5,3
LtClL,5,2
LtCt,4,120
LtCtC,5,4
LtL,3,616
LtL.,4,30
LtLc,4,4
LtLcC,5,1
LtLcT,5,1
LtLl,4,9
LtLlC,5,1
LtLlL,5,1
LtLlT,5,1
LtLt,4,153
LtLtC,5,1
LtLtL,5,4
LtT,3,994
LtT.,4,1
LtT.L,5,1
LtTc,4,3
LtTl,4,2
LtTlC,5,1
LtTlL,5,1
LtTt,4,6
T,1,274340
T.,2,78
T.C,3,9
T.ClC,5,1
T.L,3,2
T.T,3,4
TC,2,2
TT,2,1
Tc,2,9184
Tc.,3,8
Tc.cC,5,2
TcC,3,630
TcC.,4,12
TcC..,5,1
TcC.C,5,28
TcC.L,5,3
TcC.T,5,2
TcCc,4,36
TcCc.,5,11
TcCcC,5,142
TcCcL,5,6
TcCcT,5,6
TcCl,4,4
TcCl.,5,2
TcClC,5,5
TcClL,5,2
TcClT,5,2
TcCt,4,4
TcCtC,5,2
TcL,3,187
TcL.,4,5
TcL.T,5,1
TcLc,4,14
TcLcC,5,1
TcLcL,5,3
TcLcT,5,1
TcLl,4,6
TcLlC,5,1
TcLlL,5,1
TcLlT,5,1
TcLt,4,1
TcT,3,736
TcT.,4,2
TcTc,4,7
TcTcT,5,1
TcTl,4,2
TcTlC,5,1
TcTlL,5,1
TcTt,4,12
TcTtC,5,1
Tl,2,10617
Tl.,3,5
TlC,3,505
TlC.,4,3
TlC..,5,1
TlC.C,5,3
TlCc,4,2
TlCc.,5,1
TlCcC,5,1
TlCl,4,6
TlClC,5,3
TlClL,5,2
TlCt,4,6
TlCt.,5,2
TlL,3,497
TlL.,4,12
TlL.C,5,1
TlL.L,5,1
TlL.T,5,4
TlLc,4,9
TlLcT,5,1
TlLl,4,51
TlLl.,5,2
TlLlC,5,3
TlLlL,5,6
TlLlT,5,26
TlLt,4,6
TlT,3,476
TlT.,4,4
TlTc,4,1
TlTl,4,3
TlTt,4,28
TlTtL,5,1
Tt,2,7584
Tt.,3,2
TtC,3,170
TtCc,4,4
TtCcC,5,1
TtCl,4,1
TtClC,5,3
TtCt,4,1
TtL,3,68
TtLc,4,3
TtLcC,5,1
TtLcL,5,1
TtLcT,5,1
TtLl,4,1
TtLlC,5,1
TtLt.,5,1
TtT,3,270
TtT.,4,4
TtTc,4,2
TtTcT,5,1
TtTt,4,1
t,1,72
t.,2,2
