signatures (1 letter),length,counts
,0,3738941
.,1,7460
..,2,7
.c,2,258
.cC,3,74
.cCc,4,7
.cCcC,5,3
.cCcL,5,2
.cCl,4,1
.cClC,5,5
.cL,3,30
.cLcC,5,1
.cLcL,5,1
.cLl,4,3
.cT,3,1
.l,2,715
.l.,3,1
.lC,3,295
.lC.,4,3
.lC.C,5,2
.lCc,4,3
.lCl,4,7
.lCl.,5,2
.lClC,5,11
.lClL,5,1
.lL,3,64
.lLl,4,4
.lLlL,5,4
.lT,3,2
.t,2,8
.tC,3,1
C,1,1585573
C.,2,669
C...C,5,1
C.C,3,144
C.C.C,5,1
C.Cc,4,4
C.Cl,4,6
C.ClC,5,4
C.ClL,5,2
C.L,3,66
C.L.L,5,1
C.Lc,4,1
C.Lc.,5,1
C.Ll,4,3
C.LlL,5,1
CC,2,1
Cc,2,72147
Cc.,3,105
Cc..,4,1
Cc...,5,1
Cc..C,5,2
Cc.c,4,4
Cc.cC,5,6
Cc.cL,5,4
Cc.l,4,5
Cc.lC,5,1
Cc.lL,5,1
CcC,3,24470
CcC.,4,290
CcC..,5,38
CcC.C,5,216
CcC.L,5,46
CcC.T,5,2
CcCc,4,1030
CcCc.,5,136
CcCcC,5,1105
CcCcL,5,168
CcCcT,5,7
CcCl,4,549
CcCl.,5,53
CcClC,5,381
CcClL,5,133
CcClT,5,7
CcCt,4,2
CcCt.,5,1
CcCtT,5,1
CcL,3,8348
CcL.,4,116
CcL..,5,5
CcL.C,5,22
CcL.L,5,54
CcLc,4,314
CcLc.,5,37
CcLcC,5,116
CcLcL,5,232
CcLcT,5,1
CcLl,4,286
CcLl.,5,15
CcLlC,5,24
CcLlL,5,59
CcLlT,5,1
CcLt,4,1
CcT,3,314
CcT.,4,1
CcT.T,5,1
CcTc,4,3
CcTcC,5,3
CcTcT,5,2
CcTl,4,6
CcTlC,5,1
CcTlL,5,2
Cl,2,178458
Cl.,3,184
Cl..,4,3
Cl..C,5,3
Cl.c,4,2
Cl.cC,5,2
Cl.l,4,17
Cl.l.,5,1
Cl.lC,5,9
Cl.lL,5,3
ClC,3,56291
ClC.,4,654
ClC..,5,58
ClC.C,5,424
ClC.L,5,64
ClCc,4,377
ClCc.,5,40
ClCcC,5,318
ClCcL,5,66
ClCcT,5,6
ClCl,4,2446
ClCl.,5,253
ClClC,5,2116
ClClL,5,395
ClClT,5,18
ClClt,5,1
ClCt,4,4
ClCtC,5,1
ClL,3,18956
ClL.,4,222
ClL..,5,14
ClL.C,5,30
ClL.L,5,86
ClLc,4,447
ClLc.,5,15
ClLcC,5,80
ClLcL,5,107
ClLcT,5,1
ClLl,4,725
ClLl.,5,33
ClLlC,5,109
ClLlL,5,471
ClLlT,5,2
ClLt,4,3
ClT,3,97
ClT.,4,13
ClT.C,5,1
ClTc,4,2
ClTcC,5,3
ClTcL,5,1
ClTl,4,51
ClTlC,5,4
ClTlL,5,1
Ct,2,640
CtC,3,316
CtC.,4,3
CtC..,5,1
CtC.C,5,3
CtC.T,5,1
CtCc,4,2
CtCl,4,3
CtCl.,5,1
CtClC,5,3
CtClT,5,1
CtCt,4,2
CtCt.,5,3
CtCtC,5,22
CtCtL,5,2
CtL,3,39
CtL.,4,10
CtLc,4,2
CtLl,4,1
CtLlL,5,2
CtLt,4,48
CtLtC,5,1
CtT,3,10
L,1,703812
L.,2,259
L.C,3,31
