signatures (1 letter),length,counts
L.C.,4,1
L.C.L,5,1
L.Cl,4,1
L.L,3,44
L.Lc,4,2
L.LcL,5,2
L.Ll,4,4
Lc,2,27857
Lc.,3,15
Lc..C,5,1
Lc.c,4,1
Lc.l,4,1
Lc.lC,5,1
LcC,3,2393
LcC.,4,14
LcC.C,5,11
LcC.L,5,6
LcC.T,5,1
LcCc,4,104
LcCc.,5,6
LcCcC,5,66
LcCcL,5,35
LcCcT,5,1
LcCl,4,53
LcCl.,5,7
LcClC,5,32
LcClL,5,17
LcL,3,8240
LcL.,4,120
LcL..,5,3
LcL.C,5,8
LcL.L,5,25
LcLc,4,482
LcLc.,5,21
LcLcC,5,23
LcLcL,5,151
LcLl,4,131
LcLl.,5,11
LcLlC,5,26
LcLlL,5,76
LcLt,4,1
LcT,3,21
LcTl,4,5
Ll,2,57696
Ll.,3,33
Ll.l,4,5
Ll.lC,5,1
Ll.lL,5,1
LlC,3,6218
LlC.,4,63
LlC..,5,3
LlC.C,5,61
LlC.L,5,16
LlCc,4,34
LlCc.,5,8
LlCcC,5,35
LlCcL,5,43
LlCl,4,311
LlCl.,5,28
LlClC,5,334
LlClL,5,55
LlCt,4,1
LlCtC,5,1
LlL,3,15988
LlL.,4,232
LlL..,5,8
LlL.C,5,13
LlL.L,5,70
LlLc,4,179
LlLc.,5,3
LlLcC,5,23
LlLcL,5,22
LlLl,4,898
LlLl.,5,40
LlLlC,5,99
LlLlL,5,385
LlLtC,5,2
LlT,3,35
LlT.C,5,2
LlTl,4,4
LlTlC,5,4
Lt,2,735
LtC,3,18
LtC.,4,1
LtCl.,5,1
LtL,3,17
LtT,3,3
LtT.,4,1
T,1,29502
T.,2,12
T.L,3,1
Tc,2,1851
Tc.,3,2
Tc.cC,5,1
Tc.l,4,1
TcC,3,483
TcC.,4,6
TcC.C,5,12
TcCc,4,21
TcCc.,5,2
TcCcC,5,44
TcCcL,5,2
TcCl,4,10
TcCl.,5,5
TcClC,5,52
TcClL,5,3
TcL,3,73
TcL.,4,2
TcLc,4,6
TcLcC,5,1
TcLl,4,3
TcLlC,5,1
TcLlL,5,2
TcT,3,10
TcT.,4,8
TcT.L,5,1
TcTcC,5,1
TcTl,4,45
TcTl.,5,1
TcTlC,5,1
TcTlT,5,1
TcTt,4,1
Tl,2,1472
Tl.,3,2
TlC,3,671
TlC.,4,2
TlC.C,5,2
TlCc,4,5
TlCcC,5,1
TlCcL,5,1
TlCl,4,12
TlClC,5,8
TlClL,5,2
TlL,3,268
TlL.,4,1
TlL.C,5,1
TlL.L,5,4
TlLc,4,3
TlLcC,5,2
TlLcL,5,1
TlLl,4,4
TlLl.,5,3
TlLlC,5,1
TlLlL,5,22
TlT,3,4
TlT.,4,1
Tt,2,48
TtC,3,1
TtCc,4,1
TtT,3,17
t,1,20
tt,2,1
