signatures (1 letter),length,counts
LcLtC,5,56
LcLtL,5,4
LcLtT,5,4
LcT,3,4127
LcT.,4,82
LcT.C,5,2
LcT.L,5,3
LcTc,4,384
LcTc.,5,1
LcTcC,5,18
LcTcL,5,5
LcTcT,5,26
LcTl,4,11
LcTl.,5,3
LcTlC,5,6
LcTlT,5,2
LcTt,4,74
LcTt.,5,1
LcTtC,5,5
LcTtL,5,1
LcTtT,5,4
Ll,2,49057
Ll.,3,52
Ll..,4,3
Ll..C,5,1
Ll.c,4,2
Ll.l,4,6
Ll.lC,5,6
Ll.t,4,3
Ll.tL,5,1
LlC,3,5790
LlC.,4,23
LlC..,5,7
LlC.C,5,38
LlC.L,5,3
LlC.T,5,1
LlCc,4,50
LlCc.,5,5
LlCcC,5,30
LlCcL,5,5
LlCl,4,45
LlCl.,5,22
LlClC,5,271
LlClL,5,12
LlClT,5,12
LlCt,4,35
LlCt.,5,4
LlCtC,5,16
LlCtL,5,2
LlCtT,5,4
LlL,3,12288
LlL.,4,199
LlL..,5,3
LlL.C,5,17
LlL.L,5,20
LlL.T,5,42
LlLc,4,265
LlLc.,5,9
LlLcC,5,24
LlLcL,5,24
LlLcT,5,49
LlLl,4,507
LlLl.,5,12
LlLlC,5,42
LlLlL,5,76
LlLlT,5,132
LlLt,4,207
LlLt.,5,12
LlLtC,5,57
LlLtL,5,6
LlLtT,5,8
LlT,3,8831
LlT.,4,65
LlT.C,5,13
LlT.L,5,2
LlT.T,5,13
LlTc,4,39
LlTc.,5,2
LlTcC,5,10
LlTcL,5,6
LlTcT,5,8
LlTl,4,178
LlTl.,5,5
LlTlC,5,37
LlTlL,5,6
LlTlT,5,3
LlTt,4,210
LlTt.,5,5
LlTtC,5,9
LlTtT,5,71
Lt,2,76562
Lt.,3,28
Lt..,4,1
Lt..C,5,1
Lt.lC,5,1
LtC,3,2791
LtC.,4,13
LtC..,5,2
LtC.C,5,5
LtC.T,5,1
LtCc,4,28
LtCcC,5,13
LtCcT,5,2
LtCl,4,15
LtCl.,5,2
LtClC,5,23
LtClL,5,4
LtClT,5,5
LtCt,4,17
LtCt.,5,1
LtCtC,5,17
LtCtT,5,2
LtL,3,5013
LtL.,4,57
LtL..,5,1
LtL.C,5,1
LtL.L,5,1
LtL.T,5,1
LtLc,4,30
LtLcC,5,6
LtLcL,5,1
LtLcT,5,2
LtLl,4,26
LtLl.,5,1
LtLlC,5,9
LtLlL,5,6
LtLlT,5,3
LtLt,4,285
LtLtC,5,11
LtLtL,5,1
LtLtT,5,2
LtT,3,3128
LtT.,4,21
LtT.C,5,5
LtTc,4,8
LtTc.,5,1
LtTcC,5,1
LtTcL,5,1
LtTcT,5,2
LtTl,4,10
LtTl.,5,1
LtTlC,5,5
LtTlL,5,1
LtTlT,5,1
LtTt,4,75
LtTtC,5,3
LtTtT,5,5
T,1,453995
T.,2,122
T..,3,1
T.C,3,15
T.L,3,11
T.Lc,4,1
T.LtC,5,1
T.T,3,16
Tc,2,18728
Tc.,3,8
Tc..T,5,1
Tc.c,4,1
Tc.cT,5,1
Tc.t,4,2
TcC,3,961
TcC.,4,9
TcC..,5,2
TcC.C,5,3
TcC.L,5,1
TcCc,4,29
TcCc.,5,1
TcCcC,5,24
TcCcL,5,5
TcCl,4,10
TcClC,5,7
TcClL,5,2
TcClT,5,1
TcCt,4,18
TcCt.,5,2
TcCtC,5,5
TcCtL,5,1
TcCtT,5,1
TcL,3,605
TcL.,4,48
TcL..,5,2
TcL.C,5,17
TcL.T,5,2
TcLc,4,239
TcLc.,5,1
TcLcC,5,8
TcLcL,5,6
TcLcT,5,3
TcLl,4,10
TcLlC,5,3
TcLlL,5,3
TcLlT,5,1
TcLt,4,35
TcLt.,5,5
TcLtC,5,120
TcLtL,5,3
TcLtT,5,1
TcT,3,1416
TcT.,4,29
TcT.C,5,4
TcT.T,5,6
TcTc,4,163
TcTc.,5,2
TcTcC,5,8
TcTcL,5,5
TcTcT,5,45
TcTl,4,9
TcTl.,5,2
TcTlC,5,4
TcTlT,5,13
TcTt,4,8
TcTtC,5,1
TcTtL,5,2
Tl,2,13165
Tl.,3,15
Tl..C,5,1
Tl.cC,5,1
Tl.t,4,2
TlC,3,2448
TlC.,4,7
TlC..,5,1
TlC.C,5,12
TlC.L,5,2
TlC.T,5,1
TlCc,4,15
TlCcC,5,8
TlCcT,5,1
TlCl,4,29
TlCl.,5,6
TlClC,5,79
TlClL,5,7
TlClT,5,2
TlCt,4,20
TlCtC,5,8
TlCtL,5,1
TlL,3,1297
TlL.,4,5
TlL.C,5,3
TlL.L,5,3
TlLc,4,14
TlLcC,5,4
TlLl,4,16
TlLlC,5,3
TlLlL,5,7
TlLlT,5,6
TlLt,4,34
TlLt.,5,1
TlLtC,5,2
TlLtL,5,2
TlLtT,5,2
TlT,3,1919
TlT.,4,23
TlT.C,5,14
TlT.T,5,1
TlTc,4,11
TlTc.,5,4
TlTcC,5,85
TlTcL,5,2
TlTcT,5,2
TlTl,4,11
TlTl.,5,1
TlTlC,5,6
TlTlL,5,2
TlTlT,5,1
TlTt,4,57
TlTtC,5,2
TlTtL,5,1
TlTtT,5,3
Tt,2,28351
Tt.,3,20
Tt.t,4,3
TtC,3,711
TtC.,4,3
TtC..,5,2
TtC.C,5,2
TtC.L,5,1
TtCc,4,11
TtCcC,5,3
TtCl,4,10
TtCl.,5,2
TtClC,5,2
TtClT,5,2
TtCt,4,13
TtCtC,5,5
TtCtL,5,1
TtL,3,369
TtL.,4,2
TtLc,4,1
TtLl,4,3
TtLlC,5,1
TtLlL,5,1
TtLt,4,7
TtLt.,5,1
TtLtT,5,1
TtT,3,3797
TtT.,4,43
TtT.C,5,2
TtT.L,5,1
TtT.T,5,1
TtTc,4,10
TtTcC,5,1
TtTcL,5,1
TtTcT,5,3
TtTl,4,14
TtTlC,5,4
TtTlL,5,1
TtTlT,5,2
TtTt,4,247
TtTt.,5,2
TtTtC,5,4
TtTtL,5,3
TtTtT,5,18
t,1,3
