signatures (1 letter),length,counts
,0,3742208
.,1,7850
..,2,17
.c,2,411
.c.,3,1
.cC,3,167
.cC..,5,1
.cC.C,5,3
.cCc,4,5
.cCcC,5,4
.cClC,5,1
.cCt,4,1
.cCtC,5,1
.cL,3,12
.cLc,4,1
.cT,3,14
.l,2,152
.lC,3,30
.lL,3,4
.t,2,140
.t.,3,1
.tC,3,72
.tL,3,6
.tT,3,3
C,1,1957565
C.,2,375
C..,3,1
C.C,3,121
C.C.,4,1
C.C.C,5,1
C.Cc,4,1
C.CcC,5,2
C.L,3,10
C.T,3,5
C.Tc,4,1
Cc,2,114529
Cc.,3,134
Cc..,4,7
Cc..C,5,3
Cc..T,5,1
Cc.c,4,17
Cc.c.,5,2
Cc.cC,5,6
Cc.cT,5,1
Cc.l,4,1
CcC,3,29936
CcC.,4,343
CcC..,5,28
CcC.C,5,225
CcC.L,5,21
CcC.T,5,5
CcCc,4,1765
CcCc.,5,192
CcCcC,5,1600
CcCcL,5,106
CcCcT,5,69
CcCl,4,76
CcCl.,5,7
CcClC,5,23
CcClL,5,3
CcClT,5,1
CcCt,4,49
CcCt.,5,5
CcCtC,5,47
CcCtL,5,21
CcCtT,5,1
CcL,3,3633
CcL.,4,88
CcL..,5,2
CcL.C,5,2
CcL.L,5,2
CcLc,4,390
CcLc.,5,7
CcLcC,5,19
CcLcL,5,18
CcLcT,5,3
CcLl,4,5
CcLl.,5,1
CcLlC,5,1
CcLlL,5,1
CcLt,4,59
CcLtC,5,2
CcLtT,5,1
CcT,3,2840
CcT.,4,62
CcT..,5,2
CcT.C,5,5
CcT.L,5,1
CcT.T,5,18
CcTc,4,472
CcTc.,5,12
CcTcC,5,30
CcTcL,5,6
CcTcT,5,140
CcTl,4,5
CcTlC,5,3
CcTt,4,7
CcTt.,5,2
CcTtC,5,2
Cl,2,35105
Cl.,3,34
Cl.c,4,1
ClC,3,11374
ClC.,4,12
ClC.C,5,18
ClC.L,5,1
ClC.T,5,1
ClCc,4,43
ClCc.,5,2
ClCcC,5,30
ClCcL,5,2
ClCcT,5,3
ClCl,4,16
ClCl.,5,7
ClClC,5,56
ClClL,5,3
ClClT,5,1
ClCt,4,16
ClCtC,5,4
ClL,3,739
ClL.,4,2
ClL.C,5,1
ClLc,4,8
ClLc.,5,1
ClLcC,5,2
ClLl,4,4
ClLlC,5,1
ClLlL,5,2
ClLt,4,1
ClT,3,582
ClT.,4,11
ClT.C,5,1
ClTc,4,58
ClTcC,5,1
Ct,2,44265
Ct.,3,66
Ct.c,4,1
Ct.t,4,1
Ct.tC,5,2
CtC,3,20307
CtC.,4,56
CtC.C,5,27
CtC.L,5,2
CtCc,4,67
CtCc.,5,13
CtCcC,5,44
CtCcL,5,5
CtCcT,5,9
CtCl,4,107
CtCl.,5,1
CtClC,5,5
CtClL,5,1
CtClT,5,2
CtCt,4,63
CtCt.,5,16
CtCtC,5,106
CtCtL,5,3
CtCtT,5,2
CtL,3,731
CtL.,4,1
CtL.C,5,2
CtLc,4,11
CtLcC,5,1
CtLl,4,1
CtLt,4,3
CtLtC,5,1
CtT,3,778
CtT.,4,1
CtTc,4,9
CtTl,4,1
CtTt,4,1
L,1,435238
L.,2,86
L.C,3,6
L.L,3,5
L.T,3,1
Lc,2,28556
Lc.,3,6
Lc..,4,2
Lc.c,4,1
Lc.cC,5,2
Lc.t,4,1
LcC,3,2919
LcC.,4,38
LcC..,5,2
LcC.C,5,14
LcC.T,5,1
LcCc,4,208
LcCc.,5,14
LcCcC,5,139
LcCcL,5,10
LcCcT,5,5
LcCl,4,1
LcClC,5,2
LcClL,5,1
LcCt,4,7
LcCt.,5,2
LcCtC,5,7
LcCtL,5,1
LcCtT,5,1
LcL,3,1265
LcL.,4,10
LcL..,5,1
LcL.L,5,2
LcLc,4,62
LcLc.,5,12
LcLcC,5,2
LcLcL,5,34
LcLt,4,1
LcLtC,5,2
LcT,3,663
LcT.,4,15
LcT.C,5,1
LcTc,4,49
LcTcC,5,7
LcTcL,5,2
LcTcT,5,2
LcTl,4,3
LcTt,4,35
LcTt.,5,1
LcTtC,5,2
Ll,2,4250
Ll.,3,2
LlC,3,275
LlC.,4,1
LlC..,5,1
LlC.C,5,2
LlC.L,5,1
LlCc,4,5
LlCc.,5,4
LlCcC,5,30
LlCcL,5,1
LlCl,4,1
LlClC,5,1
LlCt,4,1
LlCtC,5,1
LlL,3,254
LlL.,4,10
LlLc,4,4
LlLl,4,46
LlLlT,5,1
LlLt,4,4
LlT,3,371
LlTc,4,4
LlTcC,5,1
LlTlC,5,1
Lt,2,14502
Lt.,3,6
LtC,3,770
LtC.,4,2
LtC..,5,2
LtC.C,5,3
LtCc,4,7
LtCc.,5,1
LtCcC,5,7
LtCl,4,1
LtCt,4,2
LtCtC,5,3
LtL,3,929
LtL.,4,1
LtL.C,5,1
LtLc,4,3
LtLl,4,1
LtLt,4,1
LtT,3,388
LtT.,4,1
LtTcC,5,2
LtTcT,5,1
LtTl,4,1
LtTt,4,1
T,1,172007
T.,2,21
T.C,3,2
T.L,3,1
T.T,3,1
Tc,2,7740
Tc.,3,3
Tc..,4,1
Tc..T,5,1
TcC,3,348
TcC.,4,2
TcC.C,5,3
TcCc,4,15
TcCc.,5,1
TcCcC,5,13
TcCcL,5,2
TcCl,4,4
TcClC,5,1
TcCt,4,2
TcL,3,51
TcL.,4,8
TcLc,4,36
TcLt,4,2
TcT,3,53
TcT.,4,10
TcTc,4,28
TcTcC,5,2
TcTcL,5,1
TcTcT,5,3
Tl,2,4125
TlC,3,274
TlCc,4,1
TlCcC,5,3
TlCt,4,1
TlCtC,5,1
TlL,3,22
TlL.,4,1
TlLc,4,1
TlT,3,16
Tt,2,3343
Tt.,3,3
TtC,3,379
TtC..,5,3
TtC.C,5,9
TtC.T,5,1
TtCc,4,4
TtCcC,5,5
TtCt,4,2
TtCt.,5,9
TtCtC,5,50
TtCtL,5,2
TtL,3,22
TtT,3,146
TtTt,4,1
TtTtC,5,1
t,1,1
