signatures (1 letter),length,counts
,0,3817658
.,1,8683
..,2,4
.c,2,424
.c.,3,1
.cC,3,97
.cC.,4,2
.cCc,4,2
.cCcC,5,7
.cCcL,5,1
.cCt,4,1
.cL,3,12
.cLc,4,2
.cT,3,11
.cTl,4,1
.cTt,4,1
.l,2,101
.l..,4,1
.lC,3,36
.lCc,4,2
.lL,3,1
.lT,3,2
.lT.,4,1
.lTl,4,2
.t,2,156
.tC,3,22
.tCcT,5,1
.tL,3,3
.tLc,4,1
.tT,3,1
C,1,1760430
C.,2,285
C..,3,1
C.C,3,72
C.Cc,4,1
C.CcC,5,3
C.Cl,4,1
C.ClC,5,1
C.L,3,5
C.L.C,5,1
C.T,3,6
Cc,2,117317
Cc.,3,119
Cc..,4,3
Cc..C,5,2
Cc.c,4,12
Cc.c.,5,1
Cc.cC,5,11
Cc.cL,5,3
Cc.l,4,1
Cc.lC,5,1
Cc.t,4,1
Cc.t.,5,1
Cc.tC,5,2
CcC,3,31965
CcC.,4,250
CcC..,5,28
CcC.C,5,196
CcC.L,5,13
CcC.T,5,14
CcCc,4,1062
CcCc.,5,135
CcCcC,5,1357
CcCcL,5,109
CcCcT,5,59
CcCct,5,1
CcCl,4,38
CcCl.,5,5
CcClC,5,32
CcClL,5,4
CcClT,5,7
CcCt,4,218
CcCt.,5,23
CcCtC,5,169
CcCtL,5,5
CcCtT,5,31
CcL,3,3400
CcL.,4,87
CcL..,5,4
CcL.C,5,6
CcL.L,5,10
CcL.T,5,1
CcLc,4,563
CcLc.,5,6
CcLcC,5,33
CcLcL,5,42
CcLcT,5,26
CcLl,4,6
CcLlC,5,1
CcLt,4,47
CcLtC,5,2
CcT,3,2527
CcT.,4,45
CcT..,5,1
CcT.C,5,2
CcT.T,5,5
CcTc,4,211
CcTc.,5,1
CcTcC,5,9
CcTcT,5,25
CcTl,4,24
CcTlC,5,1
CcTt,4,7
Cl,2,27437
Cl.,3,37
Cl.cL,5,1
Cl.t,4,1
ClC,3,10211
ClC.,4,47
ClC..,5,2
ClC.C,5,15
ClCc,4,162
ClCc.,5,2
ClCcC,5,33
ClCcL,5,3
ClCl,4,6
ClCl.,5,2
ClClC,5,70
ClClL,5,3
ClClT,5,4
ClCt,4,63
ClCt.,5,1
ClCtC,5,7
ClCtL,5,4
ClCtT,5,1
ClL,3,930
ClL.,4,20
ClL.L,5,1
ClLc,4,8
ClLc.,5,1
ClLcC,5,2
ClLcL,5,1
ClLcT,5,1
ClLl,4,53
ClLlC,5,4
ClLlL,5,1
ClLt,4,2
ClLtC,5,1
ClT,3,1411
ClT.,4,10
ClT.C,5,1
ClTc,4,6
ClTcT,5,2
ClTl,4,15
ClTt,4,31
ClTtC,5,1
ClTtT,5,2
Ct,2,45671
Ct.,3,32
Ct.tC,5,1
CtC,3,8964
CtC.,4,35
CtC.C,5,7
CtC.L,5,1
CtCc,4,87
CtCc.,5,4
CtCcC,5,34
CtCcL,5,4
CtCl,4,7
CtClC,5,7
CtCt,4,108
CtCt.,5,9
CtCtC,5,40
CtCtL,5,5
CtCtT,5,1
CtL,3,896
CtL.,4,6
CtL..,5,1
CtLc,4,6
CtLcC,5,2
CtLl,4,1
CtLlC,5,1
CtLt,4,10
CtT,3,943
CtT.L,5,1
CtTc,4,3
CtTt,4,3
CtTtC,5,1
L,1,403733
L.,2,65
L.C,3,14
L.L,3,2
L.T,3,1
Lc,2,25230
Lc.,3,14
Lc..,4,1
Lc.c,4,1
Lc.cC,5,2
Lc.t,4,1
LcC,3,3378
LcC.,4,23
LcC.C,5,14
LcC.T,5,2
LcCc,4,105
LcCc.,5,16
LcCcC,5,128
LcCcL,5,8
LcCcT,5,3
LcCl,4,33
LcClC,5,4
LcClL,5,1
LcClT,5,1
LcCt,4,9
LcCt.,5,4
LcCtC,5,17
LcCtL,5,1
LcCtT,5,1
LcL,3,1529
LcL.,4,56
LcL.C,5,2
LcLc,4,228
LcLc.,5,1
LcLcC,5,21
LcLcL,5,4
LcLcT,5,3
LcLl,4,1
LcLl.,5,1
LcLlC,5,2
LcLt,4,52
LcLtC,5,1
LcLtT,5,1
LcT,3,508
LcT.,4,12
LcTc,4,53
LcTc.,5,1
LcTcT,5,7
LcTl,4,2
LcTt,4,1
Ll,2,4767
Ll.,3,4
Ll..,4,1
LlC,3,835
LlC.,4,12
LlC..,5,4
LlC.C,5,31
LlCc,4,38
LlCc.,5,8
LlCcC,5,68
LlCcL,5,3
LlCcT,5,1
LlCl,4,6
LlCl.,5,12
LlClC,5,95
LlClL,5,5
LlClT,5,1
LlCt,4,6
LlCtC,5,1
LlL,3,231
LlL.,4,3
LlL.L,5,1
LlLc,4,2
LlLcT,5,1
LlLl,4,6
LlLl.,5,1
LlLlC,5,1
LlLlL,5,1
LlLt,4,1
LlT,3,34
LlTt,4,1
Lt,2,11413
Lt.cC,5,1
Lt.t,4,1
LtC,3,452
LtC.,4,1
LtCc,4,6
LtCc.,5,2
LtCcC,5,4
LtCcL,5,1
LtCcT,5,1
LtClC,5,1
LtCt,4,2
LtCtC,5,1
LtL,3,676
LtL.,4,10
LtLc,4,1
LtLcC,5,3
LtLl,4,2
LtLlC,5,1
LtLt,4,73
LtLtC,5,2
LtT,3,363
LtTc,4,1
T,1,169755
T.,2,13
T.C,3,2
T.L,3,1
T.T,3,1
Tc,2,6406
Tc.,3,2
TcC,3,568
TcC.,4,4
TcC..,5,1
TcC.C,5,5
TcCc,4,7
TcCc.,5,4
TcCcC,5,18
TcCcL,5,1
TcCl,4,1
TcCl.,5,1
TcCt,4,4
TcCtC,5,1
TcCtT,5,1
TcL,3,321
TcL.,4,1
TcL.C,5,1
TcLc,4,8
TcLcC,5,1
TcT,3,256
TcT.,4,1
TcTc,4,5
TcTcC,5,1
Tl,2,634
Tl.,3,1
TlC,3,106
TlCc,4,2
TlClC,5,2
TlL,3,8
TlLc.,5,1
TlLl,4,3
TlT,3,6
TlT.,4,1
TlTl,4,2
Tt,2,3272
Tt.,3,2
TtC,3,104
TtCc,4,4
TtCcC,5,2
TtCl,4,1
TtCt,4,1
TtCtC,5,3
TtL,3,14
TtLc,4,1
TtLt,4,1
TtT,3,173
t,1,410
tcC,3,2
tt,2,1
