signatures (1 letter),length,counts
,0,305071
.,1,682
..,2,8
.c,2,31
.cC,3,9
.cCcC,5,1
.cL,3,3
.cTc,4,1
.l,2,37
.l.,3,1
.lC,3,2
.lL,3,1
.t,2,4
.tC,3,6
.tL,3,2
.tTl.,5,1
C,1,145308
C.,2,60
C.C,3,15
C.CcC,5,1
C.L,3,5
C.T,3,4
Cc,2,6459
Cc.,3,8
Cc..L,5,1
Cc.c,4,1
Cc.tL,5,1
CcC,3,2427
CcC.,4,39
CcC..,5,1
CcC.C,5,18
CcC.L,5,3
CcCc,4,131
CcCc.,5,16
CcCcC,5,115
CcCcL,5,19
CcCl,4,56
CcCl.,5,2
CcClC,5,9
CcClL,5,9
CcCt,4,3
CcCtC,5,1
CcCtL,5,1
CcL,3,826
CcL.,4,13
CcL..,5,1
CcL.C,5,2
CcL.L,5,2
CcLc,4,48
CcLc.,5,1
CcLcC,5,5
CcLcL,5,7
CcLl,4,13
CcLl.,5,1
CcLlC,5,5
CcLlL,5,6
CcLt,4,1
CcT,3,66
CcT.,4,2
CcTc,4,18
CcTcC,5,1
CcTcL,5,2
CcTl,4,1
CcTlL,5,1
Cl,2,11495
Cl.,3,5
Cl.l,4,3
ClC,3,2099
ClC.,4,30
ClC.C,5,6
ClCc,4,5
ClCcC,5,6
ClCcL,5,1
ClCl,4,111
ClCl.,5,2
ClClC,5,31
ClClL,5,3
ClClT,5,1
ClCt,4,1
ClCtC,5,1
ClL,3,605
ClL.,4,2
ClL.L,5,2
ClLc,4,2
ClLl,4,14
ClLlL,5,4
ClT,3,40
ClT.,4,2
ClTc,4,1
ClTl,4,5
Ct,2,3081
Ct.,3,5
Ct..,4,1
CtC,3,1033
CtC.,4,13
CtC.C,5,5
CtCc,4,5
CtCcC,5,5
CtCl,4,47
CtCl.,5,2
CtClC,5,10
CtClL,5,6
CtCt,4,2
CtL,3,534
CtL.,4,6
CtL.L,5,1
CtLc,4,13
CtLcL,5,3
CtLl,4,12
CtLl.,5,1
CtLlL,5,7
CtLtL,5,1
CtT,3,92
CtT.,4,2
CtTl,4,6
L,1,48819
L.,2,18
L.C,3,5
L.L,3,3
Lc,2,2074
Lc.,3,2
LcC,3,226
LcC.,4,2
LcCc,4,4
LcCcC,5,7
LcCcL,5,2
LcCcT,5,1
LcCl,4,4
LcCtC,5,1
LcL,3,397
LcL.,4,6
LcL.L,5,2
LcLc,4,29
LcLc.,5,1
LcLcC,5,2
LcLcL,5,1
LcLl,4,6
LcLlL,5,3
LcLt,4,1
LcLtC,5,1
LcT,3,8
LcTl.,5,1
Ll,2,3191
Ll.,3,2
LlC,3,123
LlC.,4,2
LlC.C,5,1
LlCl,4,2
LlCl.,5,1
LlClC,5,2
LlCt,4,3
LlL,3,344
LlL.,4,4
LlL..,5,1
LlL.C,5,1
LlL.L,5,1
LlLc,4,1
LlLcC,5,1
LlLcL,5,1
LlLl,4,12
LlLl.,5,3
LlLlL,5,4
LlLt,4,1
LlLtT,5,1
LlT,3,7
LlTcL,5,1
Lt,2,492
LtC,3,79
LtC.,4,2
LtL,3,260
LtLc,4,1
LtLl,4,1
LtT,3,2
LtT.,4,2
LtTl,4,8
T,1,16331
T.,2,10
T.L,3,2
Tc,2,1224
Tc.,3,2
TcC,3,78
TcC.,4,1
TcCcC,5,1
TcCcL,5,1
TcL,3,87
TcL.,4,1
TcLc,4,2
TcLcC,5,3
TcLcL,5,3
TcLl,4,2
TcLt,4,1
TcT,3,34
TcT.,4,2
TcTc,4,18
TcTl,4,1
Tl,2,2739
TlC,3,67
TlCtL,5,1
TlL,3,108
TlL.,4,2
TlLc,4,1
TlLl,4,5
TlLlL,5,1
TlT,3,19
Tt,2,293
TtC,3,39
TtC.,4,3
TtC.C,5,1
TtCc,4,3
TtCcC,5,2
TtCcL,5,1
TtL,3,163
TtLl,4,2
TtT,3,8
TtT..,5,1
TtTc,4,1
t,1,21
