signatures (1 letter),length,counts
,0,3840624
.,1,7022
..,2,24
..C,3,5
..L,3,1
.c,2,350
.c.,3,4
.cC,3,113
.cC.,4,1
.cCc,4,3
.cCcC,5,4
.cCcT,5,1
.cCl,4,2
.cL,3,48
.cL.,4,1
.cLc,4,4
.cLl,4,1
.cT,3,12
.cTc,4,1
.l,2,752
.l.,3,3
.lC,3,90
.lCc,4,1
.lCl,4,4
.lClC,5,4
.lL,3,35
.lT,3,3
.lTl,4,1
.t,2,209
.t.,3,2
.tC,3,43
.tCcC,5,5
.tCl,4,1
.tClC,5,1
.tL,3,21
.tT,3,17
.tTc,4,3
C,1,1672293
C.,2,1104
C..,3,4
C.C,3,124
C.Cc,4,1
C.Cl,4,3
C.ClC,5,1
C.L,3,42
C.Ll,4,1
C.LlC,5,1
C.LtL,5,1
C.T,3,7
Cc,2,88439
Cc.,3,410
Cc.c,4,36
Cc.cC,5,17
Cc.cL,5,8
Cc.cT,5,1
Cc.l,4,14
Cc.lC,5,4
Cc.lL,5,1
Cc.tC,5,4
Cc.tT,5,1
CcC,3,33035
CcC.,4,9
CcC.C,5,9
CcCc,4,1321
CcCc.,5,5
CcCcC,5,994
CcCcL,5,98
CcCcT,5,28
CcCl,4,533
CcCl.,5,1
CcClC,5,222
CcClL,5,11
CcClT,5,3
CcCt,4,42
CcCtC,5,214
CcCtL,5,18
CcCtT,5,6
CcL,3,10749
CcL.,4,5
CcLc,4,690
CcLc.,5,1
CcLcC,5,128
CcLcL,5,210
CcLcT,5,7
CcLl,4,243
CcLlC,5,14
CcLlL,5,19
CcLlT,5,3
CcLt,4,5
CcLtL,5,5
CcLtT,5,6
CcT,3,2522
CcT.,4,1
CcTc,4,496
CcTcC,5,11
CcTcL,5,20
CcTcT,5,3
CcTl,4,21
CcTlC,5,17
CcTlL,5,2
CcTlT,5,1
CcTt,4,2
CcTtC,5,3
CcTtL,5,1
CcTtT,5,1
Cl,2,172096
Cl.,3,317
Cl.c,4,3
Cl.l,4,38
Cl.lC,5,17
Cl.lL,5,2
Cl.lT,5,2
Cl.tC,5,1
ClC,3,25724
ClC.,4,11
ClC.C,5,2
ClCc,4,73
ClCcC,5,53
ClCcL,5,19
ClCcT,5,4
ClCl,4,1053
ClCl.,5,2
ClClC,5,810
ClClL,5,29
ClClT,5,14
ClCt,4,34
ClCtC,5,21
ClCtL,5,13
ClCtT,5,2
ClL,3,7029
ClLc,4,21
ClLcC,5,8
ClLcL,5,8
ClLcT,5,1
ClLl,4,246
ClLl.,5,1
ClLlC,5,2
ClLlL,5,24
ClLlT,5,1
ClLt,4,5
ClLtC,5,4
ClLtL,5,3
ClLtT,5,1
ClT,3,477
ClT.,4,1
ClT.C,5,1
ClTc,4,128
ClTcC,5,1
ClTcL,5,1
ClTl,4,292
ClTlC,5,6
ClTlL,5,3
ClTt,4,2
ClTtL,5,1
ClTtT,5,2
Ct,2,61474
Ct.,3,212
Ct..C,5,1
Ct.c,4,7
Ct.c.,5,1
Ct.cC,5,7
Ct.cL,5,1
Ct.l,4,21
Ct.lC,5,10
Ct.lL,5,1
Ct.t,4,1
Ct.tC,5,2
Ct.tL,5,2
CtC,3,19544
CtC.,4,3
CtC.C,5,3
CtC.T,5,2
CtCc,4,249
CtCc.,5,1
CtCcC,5,313
CtCcL,5,26
CtCcT,5,11
CtCl,4,712
CtCl.,5,4
CtClC,5,405
CtClL,5,26
CtClT,5,13
CtCt,4,19
CtCt.,5,1
CtCtC,5,217
CtCtL,5,15
CtCtT,5,6
CtL,3,9197
CtL.L,5,6
CtLc,4,18
CtLcC,5,11
CtLcL,5,6
CtLl,4,229
CtLl.,5,1
CtLlC,5,13
CtLlL,5,245
CtLlT,5,2
CtLt,4,10
CtLtC,5,4
CtLtL,5,120
CtLtT,5,1
CtT,3,2127
CtT.,4,2
CtTc,4,186
CtTcC,5,3
CtTcL,5,1
CtTcT,5,1
CtTl,4,26
CtTlC,5,3
CtTlL,5,2
CtTt,4,4
CtTtC,5,3
CtTtT,5,19
L,1,553780
L.,2,373
L..,3,2
L.C,3,24
L.Cc,4,1
L.Cl,4,1
L.L,3,20
L.Lc,4,3
L.LlL,5,1
L.T,3,2
L.Tc,4,1
Lc,2,24842
Lc.,3,48
Lc.c,4,8
Lc.cC,5,2
LcC,3,1891
LcC.,4,1
LcCc,4,99
LcCcC,5,34
LcCcL,5,5
LcCcT,5,1
LcCl,4,20
LcClC,5,15
LcClL,5,3
LcCt,4,2
LcCtC,5,11
LcCtL,5,1
LcCtT,5,1
LcL,3,2749
LcLc,4,355
LcLcC,5,15
LcLcL,5,123
LcLl,4,19
LcLlC,5,1
LcLlL,5,6
LcLt,4,2
LcLtL,5,4
LcLtT,5,1
LcT,3,880
LcT.,4,1
LcTc,4,179
LcTcC,5,3
LcTcL,5,3
LcTl,4,6
LcTlC,5,1
LcTt,4,1
LcTtC,5,1
LcTtL,5,1
LcTtT,5,1
Ll,2,51238
Ll.,3,64
Ll.l,4,3
Ll.lL,5,5
LlC,3,2945
LlC.,4,1
LlC.C,5,1
LlCc,4,11
LlCcC,5,7
LlCcL,5,1
LlCcT,5,1
LlCl,4,35
LlClC,5,20
LlClL,5,1
LlCt,4,3
LlCtC,5,2
LlCtL,5,1
LlL,3,3048
LlL.,4,1
LlL.C,5,2
LlLc,4,11
LlLcC,5,1
LlLcL,5,4
LlLl,4,178
LlLlC,5,14
LlLlL,5,156
LlLlT,5,2
LlLt,4,1
LlLtL,5,2
LlLtT,5,1
LlT,3,101
LlTc,4,5
LlTl,4,9
LlTlC,5,1
Lt,2,8085
Lt.,3,55
Lt.cC,5,1
Lt.cL,5,1
Lt.l,4,2
Lt.lC,5,2
Lt.tC,5,1
Lt.tT,5,1
LtC,3,1609
LtC.C,5,1
LtCc,4,8
LtCcC,5,10
LtCcL,5,4
LtCl,4,34
LtClC,5,211
LtClL,5,6
LtClT,5,3
LtCt,4,2
LtCtC,5,12
LtCtL,5,1
LtCtT,5,2
LtL,3,4124
LtLc,4,6
LtLcC,5,4
LtLl,4,12
LtLlC,5,3
LtLlL,5,6
LtLtL,5,3
LtLtT,5,1
LtT,3,1669
LtT.T,5,2
LtTc,4,7
LtTcC,5,7
LtTcL,5,3
LtTl,4,7
LtTlC,5,4
LtTlL,5,2
LtTt,4,9
LtTtC,5,7
LtTtL,5,3
LtTtT,5,202
T,1,280264
T.,2,214
T.C,3,12
T.L,3,5
T.T,3,1
T.Tc,4,1
Tc,2,9230
Tc.,3,33
Tc.cC,5,2
Tc.cL,5,2
Tc.l,4,1
Tc.lC,5,2
Tc.tC,5,1
TcC,3,2056
TcC.,4,1
TcCc,4,13
TcCcC,5,12
TcCcL,5,2
TcCcT,5,1
TcCl,4,23
TcCl.,5,1
TcClC,5,6
TcClL,5,2
TcClT,5,1
TcCt,4,5
TcCtC,5,2
TcL,3,2716
TcL.L,5,1
TcLc,4,25
TcLcC,5,9
TcLcL,5,112
TcLcT,5,1
TcLl,4,12
TcLlC,5,4
TcLlT,5,1
TcLt,4,3
