signatures (1 letter),length,counts
TcLtT,5,1
TcT,3,444
TcT.,4,1
TcT.C,5,1
TcTc,4,154
TcTcC,5,2
TcTcL,5,1
TcTl,4,7
TcTlC,5,134
TcTlL,5,2
TcTlT,5,5
TcTt,4,1
TcTtC,5,1
Tl,2,34480
Tl.,3,26
Tl.l,4,7
Tl.lC,5,1
Tl.t,4,2
TlC,3,1342
TlCc,4,6
TlCl,4,15
TlClC,5,13
TlClL,5,1
TlCt,4,2
TlCtC,5,1
TlL,3,1090
TlL.,4,2
TlLc,4,2
TlLcL,5,3
TlLl,4,417
TlLlC,5,4
TlLlL,5,6
TlLlT,5,1
TlLtT,5,1
TlT,3,802
TlTc,4,6
TlTcL,5,1
TlTl,4,8
TlTtC,5,2
Tt,2,8207
Tt.,3,8
Tt.cC,5,1
Tt.l,4,1
Tt.lC,5,1
Tt.t,4,1
TtC,3,934
TtCc,4,4
TtCcC,5,3
TtCcT,5,2
TtCl,4,11
TtClC,5,7
TtCtC,5,4
TtL,3,175
TtLl,4,3
TtLlC,5,1
TtLlL,5,2
TtLtL,5,2
TtT,3,107
TtTc,4,2
TtTl,4,5
TtTtT,5,2
t,1,1
