signatures (1 letter),length,counts
,0,3490421
.,1,6497
..,2,5
.c,2,404
.c.,3,1
.cC,3,60
.cCc,4,3
.cClC,5,2
.cL,3,27
.cLc,4,3
.cLcC,5,1
.cLl,4,3
.l,2,443
.l.,3,3
.lC,3,164
.lCc,4,1
.lCl,4,2
.lClC,5,3
.lL,3,49
.lLc,4,2
.lLl,4,3
.lLlL,5,1
.lT,3,2
.t,2,1
C,1,1646264
C.,2,794
C.C,3,121
C.C.,4,1
C.C..,5,1
C.Cc,4,4
C.CcC,5,1
C.Cl,4,1
C.Cl.,5,1
C.ClC,5,2
C.L,3,38
C.L.,4,1
C.Lc,4,1
C.Ll,4,2
Cc,2,97949
Cc.,3,77
Cc..,4,5
Cc.c,4,7
Cc.c.,5,2
Cc.cC,5,1
Cc.cL,5,1
Cc.lC,5,2
CcC,3,25490
CcC.,4,310
CcC..,5,36
CcC.C,5,254
CcC.L,5,40
CcC.T,5,1
CcCc,4,1383
CcCc.,5,130
CcCcC,5,1094
CcCcL,5,174
CcCcT,5,5
CcCl,4,260
CcCl.,5,36
CcClC,5,388
CcClL,5,77
CcClT,5,3
CcCt,4,1
CcCt.,5,1
CcCtC,5,1
CcL,3,7897
CcL.,4,179
CcL..,5,8
CcL.C,5,26
CcL.L,5,25
CcLc,4,1091
CcLc.,5,26
CcLcC,5,122
CcLcL,5,103
CcLl,4,152
CcLl.,5,8
CcLlC,5,24
CcLlL,5,51
CcLt,4,2
CcLtL,5,1
CcT,3,49
CcT.C,5,1
CcTc,4,6
CcTl,4,1
Cl,2,127701
Cl.,3,191
Cl..C,5,1
Cl.c.,5,1
Cl.cC,5,1
Cl.l,4,4
Cl.lC,5,5
ClC,3,49757
ClC.,4,160
ClC..,5,30
ClC.C,5,225
ClC.L,5,12
ClCc,4,216
ClCc.,5,33
ClCcC,5,285
ClCcL,5,40
ClCl,4,508
ClCl.,5,123
ClClC,5,943
ClClL,5,79
ClClT,5,4
ClCt,4,1
ClCtC,5,1
ClL,3,10248
ClL.,4,77
ClL..,5,6
ClL.C,5,34
ClL.L,5,10
ClLc,4,117
ClLc.,5,2
ClLcC,5,14
ClLcL,5,9
ClLl,4,333
ClLl.,5,20
ClLlC,5,105
ClLlL,5,35
ClLlT,5,1
ClLt,4,1
ClLtL,5,2
ClT,3,510
ClT.,4,1
ClTc,4,1
ClTcC,5,1
ClTl,4,1
ClTlL,5,1
Ct,2,180
CtC,3,317
CtC.,4,5
CtCc,4,56
CtCcC,5,3
CtCcL,5,2
CtCl,4,2
CtClC,5,1
CtL,3,22
CtLcC,5,1
CtT,3,4
L,1,496229
L.,2,139
L.C,3,24
L.Cl,4,1
L.L,3,16
L.L.,4,2
L.LlL,5,1
Lc,2,36808
Lc.,3,16
Lc.c,4,5
Lc.cL,5,1
Lc.t,4,1
LcC,3,3045
LcC.,4,21
LcC..,5,3
LcC.C,5,12
LcCc,4,95
LcCc.,5,10
LcCcC,5,107
LcCcL,5,16
LcCcT,5,2
LcCl,4,23
LcCl.,5,4
LcClC,5,28
LcClL,5,3
LcL,3,2565
LcL.,4,86
LcL..,5,3
LcL.C,5,1
LcL.L,5,9
LcLc,4,450
LcLc.,5,12
LcLcC,5,22
LcLcL,5,52
LcLl,4,14
LcLlC,5,7
LcLlL,5,8
LcLt,4,1
LcT,3,12
LcTcL,5,1
Ll,2,33161
Ll.,3,84
LlC,3,3510
LlC.,4,18
LlC..,5,1
LlC.C,5,8
LlC.L,5,1
LlCc,4,26
LlCc.,5,5
LlCcC,5,53
LlCcL,5,3
LlCl,4,87
LlCl.,5,7
LlClC,5,40
LlClL,5,6
LlL,3,7820
LlL.,4,51
LlL..,5,1
LlL.C,5,2
LlL.L,5,18
LlLc,4,77
LlLc.,5,2
LlLcC,5,14
LlLl,4,219
LlLl.,5,10
LlLlC,5,19
LlLlL,5,94
LlLt,4,2
LlLtL,5,1
LlT,3,26
LlTc,4,1
Lt,2,88
LtC,3,11
LtC.,4,1
LtCc,4,4
LtL,3,4
LtT,3,1
T,1,23082
T.,2,8
T.C,3,2
T.L,3,1
Tc,2,2637
TcC,3,99
TcC.,4,1
TcC..,5,1
TcC.C,5,6
TcCc,4,2
TcCc.,5,4
TcCcC,5,39
TcCcL,5,1
TcCcT,5,2
TcCl,4,4
TcClC,5,2
TcClL,5,1
TcL,3,33
TcL..,5,1
TcLc,4,9
TcLcC,5,3
TcLcL,5,1
TcLl,4,2
TcLlC,5,1
TcLlL,5,1
TcT,3,2
TcT.C,5,1
Tl,2,3498
TlC,3,140
TlC.,4,2
TlCc,4,2
TlCl,4,2
TlClC,5,3
TlL,3,239
TlL.C,5,1
TlLcC,5,1
TlLl,4,2
TlLlL,5,1
TlT,3,5
Tt,2,37
TtC,3,2
TtLlC,5,1
TtT,3,3
