signatures (1 letter),length,counts
,0,3904705
.,1,7234
..,2,20
..C,3,3
..L,3,2
.c,2,392
.c.,3,1
.cC,3,53
.cCc,4,1
.cCc.,5,1
.cCcC,5,2
.cCl,4,1
.cL,3,22
.cL.,4,1
.cLc,4,3
.cLl.,5,1
.cLlL,5,2
.l,2,295
.l.,3,1
.lC,3,126
.lC.C,5,1
.lCc,4,2
.lCl.,5,1
.lClC,5,3
.lCtC,5,2
.lL,3,34
.lLl,4,1
.lLlL,5,1
.lT,3,23
.t,2,240
.tC,3,34
.tCc,4,1
.tL,3,2
.tT,3,1
C,1,1696918
C.,2,468
C.C,3,193
C.Cc,4,4
C.CcC,5,2
C.Cl,4,1
C.ClC,5,1
C.CtL,5,1
C.L,3,63
C.L.,4,1
C.L.L,5,1
C.Lc,4,2
C.LcL,5,1
C.Ll,4,1
C.LlL,5,1
C.T,3,10
Cc,2,94417
Cc.,3,65
Cc..,4,1
Cc...,5,1
Cc..C,5,1
Cc.c,4,3
Cc.c.,5,1
Cc.cC,5,6
Cc.l,4,1
Cc.lC,5,1
Cc.tC,5,1
CcC,3,21787
CcC.,4,284
CcC..,5,16
CcC.C,5,170
CcC.L,5,14
CcC.T,5,12
CcCc,4,1275
CcCc.,5,73
CcCcC,5,640
CcCcL,5,45
CcCcT,5,16
CcCl,4,184
CcCl.,5,30
CcClC,5,392
CcClL,5,20
CcClT,5,5
CcCt,4,94
CcCt.,5,8
CcCtC,5,92
CcCtL,5,10
CcCtT,5,38
CcL,3,4988
CcL.,4,227
CcL..,5,6
CcL.C,5,34
CcL.L,5,20
CcL.T,5,2
CcLc,4,1183
CcLc.,5,23
CcLcC,5,96
CcLcL,5,125
CcLcT,5,11
CcLl,4,106
CcLl.,5,13
CcLlC,5,61
CcLlL,5,4
CcLlT,5,1
CcLt,4,25
CcLtC,5,3
CcLtL,5,3
CcT,3,388
CcT.,4,24
CcTc,4,108
CcTcC,5,3
CcTl,4,4
CcTt,4,3
Cl,2,97211
Cl.,3,153
Cl..,4,1
Cl..C,5,1
Cl.c,4,2
Cl.cC,5,3
Cl.l,4,1
Cl.l.,5,1
Cl.lC,5,5
ClC,3,50500
ClC.,4,110
ClC..,5,25
ClC.C,5,176
ClC.L,5,6
ClC.T,5,7
ClCc,4,248
ClCc.,5,17
ClCcC,5,210
ClCcL,5,24
ClCcT,5,1
ClCl,4,250
ClCl.,5,67
ClClC,5,596
ClClL,5,47
ClClT,5,31
ClCt,4,183
ClCt.,5,25
ClCtC,5,243
ClCtL,5,14
ClCtT,5,7
ClL,3,9238
ClL.,4,61
ClL..,5,1
ClL.C,5,7
ClL.L,5,11
ClLc,4,151
ClLc.,5,3
ClLcC,5,4
ClLcL,5,9
ClLl,4,91
ClLl.,5,9
ClLlC,5,29
ClLlL,5,20
ClLlT,5,3
ClLt,4,100
ClLtC,5,1
ClT,3,4019
ClT.,4,8
ClTc,4,51
ClTc.,5,2
ClTcC,5,21
ClTcL,5,1
ClTl,4,11
ClTlC,5,2
ClTlT,5,2
ClTt,4,6
ClTtC,5,3
Ct,2,23308
Ct.,3,34
Ct.c,4,1
CtC,3,12241
CtC.,4,18
CtC..,5,1
CtC.C,5,17
CtC.L,5,3
CtCc,4,42
CtCc.,5,4
CtCcC,5,9
CtCcL,5,3
CtCl,4,33
CtCl.,5,1
CtClC,5,33
CtClL,5,5
CtClT,5,2
CtCt,4,6
CtCt.,5,12
CtCtC,5,98
CtCtL,5,3
CtCtT,5,4
CtL,3,1439
CtL.,4,4
CtL.L,5,7
CtLc,4,8
CtLcC,5,3
CtLl,4,2
CtLlC,5,4
CtLt,4,4
CtLt.,5,3
CtLtL,5,28
CtLtT,5,1
CtT,3,184
CtT.,4,1
CtT.T,5,1
CtTt,4,1
CtTtT,5,5
L,1,618322
L.,2,281
L.C,3,29
L.L,3,13
L.Lc,4,1
L.T,3,3
Lc,2,37780
Lc.,3,19
Lc.c,4,2
LcC,3,2482
LcC.,4,31
LcC..,5,1
LcC.C,5,9
LcC.L,5,4
LcC.T,5,1
LcCc,4,136
LcCc.,5,7
LcCcC,5,20
LcCcL,5,14
LcCl,4,20
LcCl.,5,1
LcClC,5,16
LcClL,5,3
LcClT,5,2
LcCt,4,5
LcCtC,5,5
LcCtT,5,3
LcL,3,2438
LcL.,4,98
LcL..,5,2
LcL.C,5,3
LcL.L,5,6
LcLc,4,438
LcLc.,5,6
LcLcC,5,11
LcLcL,5,65
LcLl,4,9
LcLlC,5,6
LcLlL,5,1
LcLt,4,46
LcLtC,5,1
LcT,3,236
LcTc,4,4
LcTt,4,2
Ll,2,26175
Ll.,3,24
LlC,3,3983
LlC.,4,17
LlC..,5,1
LlC.C,5,22
LlC.L,5,2
LlCc,4,23
LlCc.,5,4
LlCcC,5,17
LlCcL,5,22
LlCcT,5,1
LlCl,4,49
LlCl.,5,9
LlClC,5,102
LlClL,5,5
LlClT,5,1
LlCt,4,6
LlCt.,5,1
LlCtC,5,15
LlCtL,5,1
LlCtT,5,1
LlL,3,4886
LlL.,4,19
LlL..,5,1
LlL.C,5,7
LlL.L,5,1
LlLc,4,22
LlLcC,5,2
LlLcL,5,3
LlLl,4,12
LlLl.,5,1
LlLlC,5,5
LlLlL,5,13
LlLt,4,77
LlLt.,5,1
LlLtC,5,16
LlLtT,5,1
