signatures (1 letter),length,counts
LlT,3,1187
LlTc,4,2
LlTcL,5,1
LlTl,4,1
LlTt,4,1
Lt,2,17715
Lt.,3,4
Lt.tT,5,1
LtC,3,730
LtC.,4,1
LtC.C,5,1
LtC.L,5,1
LtC.T,5,1
LtCc,4,9
LtCc.,5,1
LtCcC,5,1
LtCl,4,2
LtCl.,5,1
LtClC,5,7
LtClT,5,1
LtCt,4,1
LtCt.,5,1
LtCtC,5,6
LtCtT,5,2
LtL,3,1547
LtL.,4,1
LtL.C,5,1
LtLc,4,2
LtLc.,5,1
LtLcL,5,1
LtLl,4,2
LtLlC,5,1
LtLt,4,1
LtLt.,5,1
LtLtL,5,1
LtT,3,428
LtT.T,5,3
LtTcC,5,3
LtTt,4,3
LtTt.,5,1
LtTtC,5,3
LtTtT,5,24
T,1,178272
T.,2,30
T.C,3,5
T.L,3,1
T.T,3,2
Tc,2,10904
Tc.,3,1
Tc.c.,5,1
TcC,3,257
TcC.,4,2
TcC..,5,1
TcC.C,5,6
TcC.L,5,1
TcCc,4,17
TcCc.,5,4
TcCcC,5,23
TcCcL,5,2
TcCcT,5,2
TcCl,4,1
TcClC,5,4
TcClL,5,2
TcCt,4,1
TcL,3,79
TcL.C,5,1
TcLc,4,15
TcLcC,5,2
TcLcL,5,1
TcLl,4,2
TcLt,4,1
TcT,3,16
TcTc,4,2
TcTc.,5,1
TcTcC,5,1
Tl,2,4546
Tl.,3,3
Tl.l,4,2
Tl.lC,5,1
TlC,3,948
TlC.,4,5
TlC..,5,1
TlC.C,5,3
TlC.L,5,1
TlCc,4,8
TlCcC,5,1
TlCl,4,5
TlCl.,5,4
TlClC,5,31
TlClL,5,1
TlClT,5,1
TlCt,4,1
TlCtC,5,3
TlCtT,5,2
TlL,3,279
TlLc,4,4
TlLcT,5,1
TlLlC,5,1
TlLlL,5,1
TlLt,4,3
TlLt.,5,1
TlT,3,503
TlT.,4,9
TlT.L,5,1
TlTl,4,38
TlTlC,5,2
Tt,2,6438
TtC,3,132
TtC.C,5,1
TtCl,4,1
TtClC,5,2
TtL,3,43
TtLc,4,2
TtT,3,146
TtTt,4,1
t,1,1
