signatures (1 letter),length,counts
,0,4771878
.,1,6919
..,2,13
..C,3,2
..L,3,3
.c,2,283
.cC,3,44
.cC.C,5,1
.cCc,4,3
.cCcC,5,2
.cCl,4,5
.cClC,5,2
.cL,3,40
.cL.,4,1
.cL.L,5,1
.cLc,4,2
.cLcL,5,1
.cLl,4,1
.cLlL,5,1
.l,2,790
.l.,3,3
.lC,3,126
.lC.,4,4
.lC.C,5,4
.lCc.,5,1
.lCl,4,14
.lClC,5,10
.lClT,5,1
.lL,3,103
.lL.,4,3
.lL.L,5,1
.lLcC,5,1
.lLcL,5,1
.lLl,4,11
.lLl.,5,1
.lLlC,5,1
.lLlL,5,8
.lT,3,4
.t,2,32
.tL,3,2
C,1,1440629
C.,2,675
C..,3,1
C.C,3,127
C.C.,4,2
C.C.C,5,1
C.C.L,5,1
C.Cc,4,1
C.CcC,5,3
C.CcL,5,1
C.Cl,4,9
C.ClC,5,6
C.ClL,5,1
C.L,3,93
C.L.,4,1
C.L.L,5,1
C.Lc,4,3
C.Ll,4,4
C.LlC,5,1
C.LlL,5,1
C.Lt,4,1
C.T,3,2
Cc,2,76754
Cc.,3,56
Cc...,5,1
Cc..C,5,2
Cc..L,5,1
Cc.c,4,5
Cc.cC,5,3
Cc.cL,5,2
Cc.l,4,2
Cc.lC,5,5
Cc.lL,5,3
CcC,3,17431
CcC.,4,240
CcC..,5,22
CcC.C,5,161
CcC.L,5,58
CcC.T,5,1
CcCc,4,724
CcCc.,5,54
CcCcC,5,523
CcCcL,5,176
CcCcT,5,6
CcCl,4,620
CcCl.,5,46
CcClC,5,412
CcClL,5,184
CcClT,5,5
CcCt,4,2
CcCtC,5,1
CcCtL,5,1
CcL,3,9951
CcL.,4,137
CcL..,5,6
CcL.C,5,22
CcL.L,5,85
CcL.T,5,1
CcLc,4,519
CcLc.,5,22
CcLcC,5,32
CcLcL,5,233
CcLcT,5,3
CcLl,4,221
CcLl.,5,29
CcLlC,5,56
CcLlL,5,226
CcLt,4,1
CcLtC,5,1
CcLtL,5,1
CcT,3,87
CcT.,4,2
CcT.C,5,1
CcTc,4,3
CcTcC,5,2
CcTl,4,1
CcTlL,5,3
Cl,2,176940
Cl.,3,168
Cl..,4,2
Cl...,5,2
Cl..C,5,6
Cl..L,5,2
Cl.c,4,5
Cl.l,4,19
Cl.l.,5,5
Cl.lC,5,18
Cl.lL,5,10
Cl.lT,5,1
Cl.tC,5,1
