signatures (1 letter),length,counts
ClC,3,43465
ClC.,4,733
ClC..,5,66
ClC.C,5,655
ClC.L,5,119
ClC.T,5,5
ClCc,4,292
ClCc.,5,37
ClCcC,5,228
ClCcL,5,78
ClCcT,5,2
ClCl,4,3162
ClCl.,5,354
ClClC,5,3268
ClClL,5,650
ClClT,5,31
ClClt,5,3
ClCt,4,6
ClCt.,5,1
ClCtC,5,3
ClCtL,5,2
ClL,3,21756
ClL.,4,536
ClL..,5,28
ClL.C,5,129
ClL.L,5,364
ClL.T,5,1
ClLc,4,425
ClLc.,5,14
ClLcC,5,75
ClLcL,5,104
ClLcT,5,1
ClLl,4,2270
ClLl.,5,155
ClLlC,5,435
ClLlL,5,1662
ClLlT,5,8
ClLt,4,8
ClLt.,5,2
ClLtC,5,1
ClLtL,5,2
ClT,3,420
ClT.,4,3
ClT..,5,1
ClT.C,5,1
ClTc,4,7
ClTcC,5,1
ClTcL,5,2
ClTl,4,8
ClTl.,5,1
ClTlC,5,3
ClTlL,5,4
ClTlT,5,1
Ct,2,1161
CtC,3,86
CtC.C,5,7
CtCcL,5,1
CtCl,4,3
CtClL,5,1
CtCt,4,3
CtCt.,5,4
CtCtC,5,36
CtCtL,5,5
CtL,3,435
CtL.C,5,1
CtLc,4,1
CtLcL,5,1
CtLl,4,5
CtLlC,5,2
CtLlL,5,1
CtLt,4,3
CtLtL,5,1
CtT,3,7
CtTt,4,1
L,1,978055
L.,2,396
L.C,3,41
L.C.,4,1
L.Cl,4,3
L.ClC,5,2
L.L,3,104
L.L.,4,1
L.L.L,5,1
L.Lc,4,1
L.Lc.,5,1
L.LcL,5,1
L.Ll,4,4
L.LlC,5,2
L.LlL,5,4
L.Tc,4,1
Lc,2,32868
Lc.,3,19
Lc...,5,1
Lc..C,5,1
Lc.c,4,1
Lc.c.,5,2
Lc.cL,5,3
Lc.l,4,3
Lc.lC,5,1
LcC,3,3745
LcC.,4,37
LcC..,5,2
LcC.C,5,31
LcC.L,5,6
LcCc,4,50
LcCc.,5,15
LcCcC,5,116
LcCcL,5,20
LcCcT,5,3
LcCl,4,134
LcCl.,5,7
LcClC,5,56
LcClL,5,32
LcClT,5,1
LcCt.,5,1
LcL,3,12951
LcL.,4,243
LcL..,5,18
LcL.C,5,19
LcL.L,5,100
LcLc,4,849
LcLc.,5,50
LcLcC,5,63
LcLcL,5,561
LcLcT,5,3
LcLl,4,426
LcLl.,5,9
LcLlC,5,57
LcLlL,5,125
LcLlT,5,4
LcLt,4,2
LcT,3,40
LcT.,4,1
LcTc,4,3
LcTlC,5,2
Ll,2,96500
Ll.,3,55
Ll..,4,2
Ll...,5,2
Ll..C,5,2
Ll..L,5,9
Ll.c,4,3
Ll.l,4,10
Ll.l.,5,3
Ll.lC,5,5
Ll.lL,5,34
LlC,3,7216
LlC.,4,97
LlC..,5,13
LlC.C,5,95
LlC.L,5,32
LlC.T,5,1
LlCc,4,54
LlCc.,5,2
LlCcC,5,38
LlCcL,5,12
LlCl,4,424
LlCl.,5,64
LlClC,5,478
LlClL,5,157
LlClT,5,5
LlCtC,5,3
LlCtL,5,1
LlL,3,34119
LlL.,4,802
LlL..,5,21
LlL.C,5,60
LlL.L,5,348
LlLL,4,1
LlLc,4,345
LlLc.,5,11
LlLcC,5,45
LlLcL,5,131
LlLl,4,3231
LlLl.,5,158
LlLlC,5,293
LlLlL,5,1927
LlLlT,5,7
LlLlt,5,1
LlLt,4,4
LlLtC,5,1
LlLtL,5,3
LlT,3,123
LlT.,4,2
LlTc,4,4
LlTcL,5,1
LlTl,4,4
LlTlL,5,1
Lt,2,1954
Lt.,3,1
Lt.l,4,1
Lt.t,4,1
LtC,3,47
LtCcC,5,1
LtCl,4,1
LtL,3,879
LtL.,4,22
LtL.L,5,2
LtLc,4,2
LtLc.,5,1
LtLcC,5,1
LtLcL,5,4
LtLl,4,9
LtLl.,5,1
LtLlC,5,3
LtLlL,5,4
LtLt,4,123
LtLtC,5,2
LtT,3,6
T,1,82012
T.,2,33
T..l,4,1
T.C,3,3
T.L,3,4
T.L.L,5,1
T.Ll,4,1
T.T,3,1
Tc,2,4734
Tc.lL,5,1
TcC,3,418
TcC.,4,3
TcC.C,5,11
TcC.L,5,2
TcCc,4,9
TcCc.,5,7
TcCcC,5,74
TcCcL,5,8
TcCcT,5,1
TcCl,4,7
TcCl.,5,7
TcClC,5,51
TcClL,5,5
TcL,3,174
TcL.,4,4
TcL.L,5,1
TcLc,4,8
TcLcL,5,4
TcLl,4,12
TcLlC,5,1
TcLlL,5,3
TcT,3,2
TcTlC,5,1
Tl,2,13094
Tl.,3,3
Tl.c.,5,1
Tl.l,4,1
TlC,3,386
TlC.,4,10
TlC.C,5,10
TlC.L,5,2
TlCc,4,8
TlCcC,5,8
TlCcL,5,1
TlCl,4,31
TlCl.,5,3
TlClC,5,57
TlClL,5,5
TlClT,5,1
TlL,3,1359
TlL.,4,33
TlL..,5,2
TlL.C,5,6
TlL.L,5,39
TlLc,4,15
TlLc.,5,8
TlLcC,5,4
TlLcL,5,114
TlLcT,5,1
TlLl,4,167
TlLl.,5,7
TlLlC,5,26
TlLlL,5,114
TlT,3,233
TlT.,4,9
TlTc,4,55
TlTcC,5,1
TlTcL,5,1
TlTl,4,3
TlTl.,5,1
Tt,2,45
TtC,3,1
TtL,3,5
TtT,3,1
t,1,7
