signatures (1 letter),length,counts
LcCt,4,7
LcCt.,5,7
LcCtC,5,43
LcCtL,5,8
LcCtT,5,2
LcL,3,9611
LcL.,4,98
LcL..,5,2
LcL.C,5,4
LcL.L,5,22
LcL.T,5,1
LcLc,4,438
LcLc.,5,12
LcLcC,5,33
LcLcL,5,126
LcLcT,5,3
LcLl,4,76
LcLlC,5,9
LcLlL,5,7
LcLt,4,10
LcLt.,5,3
LcLtC,5,8
LcLtL,5,31
LcLtT,5,1
LcT,3,1015
LcT.,4,4
LcT.L,5,8
LcTc,4,7
LcTc.,5,7
LcTcC,5,8
LcTcL,5,41
LcTcT,5,1
LcTl,4,18
LcTlC,5,2
LcTlL,5,1
LcTt,4,2
LcTtC,5,1
Ll,2,51491
Ll.,3,16
Ll.l,4,11
Ll.lL,5,1
LlC,3,1473
LlC.,4,29
LlC.C,5,1
LlC.L,5,3
LlCc,4,22
LlCc.,5,2
LlCcC,5,10
LlCcL,5,6
LlCcT,5,1
LlCl,4,173
LlCl.,5,1
LlClC,5,19
LlClL,5,3
LlClT,5,2
LlCt,4,6
LlCtC,5,3
LlCtL,5,3
LlCtT,5,1
LlL,3,9974
LlL.,4,186
LlL..,5,4
LlL.C,5,4
LlL.L,5,53
LlLc,4,36
LlLc.,5,1
LlLcC,5,12
LlLcL,5,8
LlLcT,5,1
LlLl,4,810
LlLl.,5,22
LlLlC,5,26
LlLlL,5,210
LlLlT,5,3
LlLt,4,16
LlLtC,5,2
LlLtL,5,4
LlLtT,5,1
LlT,3,191
LlT.,4,2
LlT.L,5,1
LlTc,4,5
LlTcC,5,1
LlTcL,5,2
LlTcT,5,1
LlTl,4,14
LlTl.,5,1
LlTlL,5,1
LlTt,4,3
Lt,2,29596
Lt.,3,12
Lt..,4,1
LtC,3,1039
LtC.,4,7
LtC.C,5,1
LtC.L,5,1
LtCc,4,9
LtCc.,5,2
LtCcC,5,10
LtCcL,5,1
LtCcT,5,1
LtCl,4,24
LtCl.,5,2
LtClC,5,5
LtClL,5,2
LtClT,5,1
LtCt,4,3
LtCt.,5,1
LtCtC,5,11
LtCtL,5,1
LtCtT,5,1
LtL,3,6561
LtL.,4,42
LtL.C,5,2
LtL.L,5,6
LtLc,4,12
LtLcC,5,9
LtLcL,5,5
LtLcT,5,1
LtLl,4,111
LtLl.,5,1
LtLlC,5,10
LtLlL,5,7
LtLt,4,7
LtT,3,501
LtTc,4,3
LtTcL,5,1
LtTl,4,18
LtTlC,5,1
LtTlL,5,2
T,1,427975
T.,2,203
T.C,3,14
T.CcL,5,1
T.Cl,4,1
T.ClC,5,1
T.L,3,18
T.T,3,2
Tc,2,33360
Tc.,3,9
Tc..T,5,1
Tc.cL,5,1
Tc.lT,5,1
TcC,3,1030
TcC.,4,22
TcC.C,5,7
TcC.T,5,1
TcCc,4,46
TcCc.,5,2
TcCcC,5,39
TcCcL,5,8
TcCcT,5,1
TcCl,4,85
TcCl.,5,1
TcClC,5,14
TcClL,5,6
TcCt,4,8
TcCt.,5,1
TcCtC,5,2
TcL,3,3727
TcL.,4,43
TcL..,5,1
TcL.C,5,4
TcL.L,5,12
TcLc,4,97
TcLc.,5,6
TcLcC,5,8
TcLcL,5,90
TcLl,4,210
TcLl.,5,2
TcLlC,5,2
TcLlL,5,6
TcLt,4,4
TcLtC,5,3
TcLtL,5,3
TcT,3,579
TcT.,4,6
TcTc,4,5
TcTc.,5,1
TcTcC,5,7
TcTcL,5,2
TcTl,4,6
TcTt.,5,2
TcTtC,5,2
TcTtL,5,1
Tl,2,66866
Tl.,3,4
Tl..,4,1
Tl.l,4,4
Tl.t,4,1
TlC,3,976
TlC.,4,14
TlC..,5,1
TlC.C,5,3
TlC.L,5,1
TlCc,4,16
TlCcC,5,6
TlCcL,5,2
TlCl,4,69
TlClC,5,15
TlClL,5,3
TlCt,4,3
TlCtC,5,5
TlCtL,5,3
TlL,3,3718
TlL.,4,39
TlL..,5,2
TlL.L,5,26
TlL.T,5,1
TlLc,4,9
TlLcC,5,2
TlLcL,5,2
TlLcT,5,1
TlLl,4,156
TlLl.,5,12
TlLlC,5,5
TlLlL,5,115
TlLt,4,5
TlLtL,5,3
TlT,3,416
TlT.,4,28
TlT.C,5,1
TlTc,4,2
TlTc.,5,2
TlTcC,5,1
TlTl,4,162
TlTlC,5,1
TlTlL,5,6
TlTtL,5,1
Tt,2,15558
Tt.,3,12
Tt.l,4,2
TtC,3,754
TtC.,4,8
TtC.C,5,6
TtC.L,5,1
TtCc,4,48
TtCc.,5,3
TtCcC,5,6
TtCcL,5,2
TtCcT,5,1
TtCl,4,8
TtCl.,5,2
TtClC,5,8
TtClT,5,1
TtCt,4,7
TtCtC,5,2
TtCtL,5,1
TtL,3,2443
TtL.,4,37
TtL..,5,1
TtL.L,5,3
TtLc,4,16
TtLcC,5,2
TtLcL,5,1
TtLl,4,147
TtLl.,5,5
TtLlC,5,2
TtLlL,5,23
TtLlT,5,1
TtLtL,5,2
TtT,3,1638
TtT.,4,17
TtTc,4,6
TtTc.,5,1
TtTcC,5,1
TtTcL,5,1
TtTl,4,135
TtTlC,5,1
TtTlL,5,3
TtTlT,5,1
TtTt,4,1
TtTtL,5,1
