signatures (1 letter),length,counts
,0,4273475
.,1,7162
..,2,36
..C,3,2
..L,3,5
.c,2,381
.c.,3,1
.cC,3,54
.cCc,4,6
.cCcC,5,1
.cClC,5,1
.cClT,5,1
.cL,3,37
.cLc,4,4
.cLl,4,2
.cT,3,15
.cTcT,5,1
.l,2,630
.l.,3,2
.lC,3,153
.lC.,4,2
.lC.C,5,1
.lCc,4,1
.lCcL,5,2
.lCl,4,4
.lClC,5,2
.lClL,5,1
.lCt,4,2
.lL,3,74
.lL.L,5,1
.lLl,4,3
.lLlC,5,1
.lLlL,5,1
.lT,3,21
.lTl,4,1
.lTlL,5,1
.t,2,190
.t.,3,1
.tC,3,24
.tL,3,7
.tT,3,9
C,1,1326775
C.,2,751
C..,3,1
C.C,3,257
C.C.,4,1
C.C.C,5,2
C.C.T,5,1
C.Cc,4,2
C.CcC,5,1
C.Cl,4,3
C.Cl.,5,1
C.ClC,5,5
C.ClL,5,2
C.Ct,4,1
C.CtC,5,1
C.L,3,57
C.Lc,4,1
C.LlC,5,1
C.Lt,4,3
C.T,3,26
C.Tc,4,1
Cc,2,87968
Cc.,3,83
Cc..,4,1
Cc..C,5,1
Cc.c,4,8
Cc.cC,5,1
Cc.cL,5,2
Cc.cT,5,1
Cc.l,4,1
Cc.lC,5,1
Cc.t,4,2
Cc.tL,5,2
Cc.tT,5,1
CcC,3,17872
CcC.,4,237
CcC..,5,17
CcC.C,5,123
CcC.L,5,20
CcC.T,5,17
CcCc,4,734
CcCc.,5,57
CcCcC,5,496
CcCcL,5,63
CcCcT,5,71
CcCl,4,137
CcCl.,5,45
CcClC,5,339
CcClL,5,75
CcClT,5,20
CcCt,4,163
CcCt.,5,5
CcCtC,5,16
CcCtL,5,6
CcCtT,5,33
CcL,3,9676
CcL.,4,227
CcL..,5,2
CcL.C,5,26
CcL.L,5,58
CcL.T,5,10
CcLC,4,1
CcLc,4,998
CcLc.,5,32
CcLcC,5,81
CcLcL,5,228
CcLcT,5,68
CcLl,4,191
CcLl.,5,15
CcLlC,5,30
CcLlL,5,128
CcLlT,5,14
CcLt,4,236
CcLt.,5,5
CcLtC,5,8
CcLtL,5,19
CcLtT,5,7
CcT,3,3643
CcT.,4,12
CcT..,5,1
CcT.C,5,2
CcT.T,5,5
CcTc,4,23
CcTc.,5,3
CcTcC,5,8
CcTcL,5,8
CcTcT,5,67
CcTl,4,15
CcTlC,5,8
CcTlL,5,6
CcTlT,5,1
CcTt,4,31
CcTtC,5,6
CcTtL,5,4
CcTtT,5,2
Cl,2,138246
Cl.,3,225
Cl..,4,5
Cl..C,5,4
Cl..L,5,2
Cl.c,4,5
Cl.cC,5,1
Cl.l,4,7
Cl.l.,5,1
Cl.lC,5,8
Cl.lL,5,1
Cl.t,4,3
ClC,3,41661
ClC.,4,370
ClC..,5,37
ClC.C,5,424
ClC.L,5,64
ClC.T,5,21
ClCc,4,463
ClCc.,5,27
ClCcC,5,270
ClCcL,5,91
ClCcT,5,18
ClCl,4,823
ClCl.,5,201
ClClC,5,2058
ClClL,5,304
ClClT,5,78
ClCt,4,643
ClCt.,5,11
ClCtC,5,130
ClCtL,5,14
ClCtT,5,34
ClL,3,18528
ClL.,4,284
ClL..,5,5
ClL.C,5,59
ClL.L,5,85
ClL.T,5,12
ClLc,4,166
ClLc.,5,7
ClLcC,5,45
ClLcL,5,34
ClLcT,5,11
ClLl,4,966
ClLl.,5,63
ClLlC,5,222
ClLlL,5,452
ClLlT,5,67
ClLt,4,329
ClLt.,5,2
ClLtC,5,28
ClLtL,5,6
