signatures (1 letter),length,counts
ClLtT,5,11
ClT,3,7647
ClT.,4,12
ClT.C,5,3
ClT.L,5,6
ClT.T,5,6
ClTc,4,17
ClTcC,5,8
ClTcL,5,8
ClTcT,5,2
ClTl,4,25
ClTl.,5,2
ClTlC,5,13
ClTlL,5,5
ClTlT,5,2
ClTt,4,49
ClTtC,5,3
ClTtL,5,2
ClTtT,5,27
Ct,2,42818
Ct.,3,26
CtC,3,6675
CtC.,4,33
CtC.C,5,12
CtC.L,5,5
CtC.T,5,1
CtCc,4,30
CtCc.,5,2
CtCcC,5,10
CtCcL,5,9
CtCcT,5,1
CtCl,4,21
CtCl.,5,1
CtClC,5,23
CtClL,5,12
CtClT,5,2
CtCt,4,55
CtCt.,5,3
CtCtC,5,27
CtCtL,5,4
CtCtT,5,3
CtL,3,1478
CtL.,4,4
CtL.C,5,1
CtL.L,5,2
CtLc,4,10
CtLc.,5,1
CtLcC,5,3
CtLcL,5,1
CtLl,4,14
CtLlC,5,6
CtLlL,5,5
CtLlT,5,1
CtLt,4,5
CtLt.,5,4
CtLtL,5,21
CtT,3,1062
CtT.,4,8
CtT.L,5,1
CtTc,4,2
CtTc.,5,1
CtTcC,5,3
CtTl,4,3
CtTlC,5,3
CtTlL,5,2
CtTt,4,32
L,1,859447
L.,2,397
L.C,3,40
L.C.C,5,1
L.CcT,5,1
L.ClC,5,1
L.Ct,4,1
L.L,3,58
L.L.,4,1
L.LcL,5,1
L.Ll,4,3
L.LlL,5,1
L.T,3,14
L.TcT,5,1
Lc,2,41610
Lc.,3,24
Lc..,4,1
Lc.c,4,5
LcC,3,3446
LcC.,4,53
LcC..,5,4
LcC.C,5,28
LcC.L,5,11
LcCc,4,199
LcCc.,5,14
LcCcC,5,200
LcCcL,5,18
LcCcT,5,8
LcCl,4,76
LcCl.,5,5
LcClC,5,41
LcClL,5,19
LcClT,5,3
LcCt,4,23
LcCt.,5,1
LcCtC,5,4
LcCtL,5,1
LcCtT,5,3
LcL,3,7035
LcL.,4,193
LcL..,5,7
LcL.C,5,11
LcL.L,5,29
LcL.T,5,3
LcLc,4,706
LcLc.,5,9
LcLcC,5,30
LcLcL,5,147
LcLcT,5,8
LcLl,4,225
LcLl.,5,5
LcLlC,5,20
LcLlL,5,28
LcLlT,5,3
LcLt,4,170
LcLt.,5,1
LcLtC,5,9
LcLtL,5,4
LcLtT,5,2
LcT,3,1747
LcT.,4,17
LcT.C,5,2
LcT.L,5,2
LcTc,4,28
LcTcC,5,2
LcTcL,5,3
LcTl,4,5
LcTlC,5,5
LcTlL,5,2
LcTt,4,7
LcTtL,5,1
Ll,2,67736
Ll.,3,307
Ll..,4,2
Ll.c,4,1
Ll.l,4,4
Ll.lC,5,1
Ll.lL,5,2
Ll.lT,5,1
Ll.t,4,3
LlC,3,5551
LlC.,4,56
LlC..,5,9
LlC.C,5,52
LlC.L,5,12
LlC.T,5,1
LlCc,4,59
LlCc.,5,11
LlCcC,5,48
LlCcL,5,28
LlCcT,5,5
LlCl,4,248
LlCl.,5,32
LlClC,5,229
LlClL,5,34
LlClT,5,7
LlCt,4,69
LlCt.,5,4
LlCtC,5,29
LlCtL,5,2
LlCtT,5,5
LlL,3,16738
LlL.,4,325
LlL..,5,8
LlL.C,5,17
LlL.L,5,113
LlL.T,5,11
LlLc,4,116
LlLc.,5,11
LlLcC,5,17
LlLcL,5,62
LlLcT,5,10
LlLl,4,811
LlLl.,5,38
LlLlC,5,92
LlLlL,5,430
LlLlT,5,44
LlLt,4,715
LlLt.,5,5
LlLtC,5,21
LlLtL,5,20
LlLtT,5,80
LlT,3,4473
LlT.,4,17
LlT..,5,1
LlT.C,5,2
LlT.L,5,1
LlT.T,5,4
LlTc,4,11
LlTcC,5,2
LlTcL,5,1
LlTcT,5,1
LlTl,4,53
LlTl.,5,1
LlTlC,5,5
LlTlL,5,2
LlTlT,5,18
LlTt,4,36
LlTtC,5,2
LlTtL,5,1
LlTtT,5,3
Lt,2,42128
Lt.,3,8
Lt.t,4,1
LtC,3,867
LtC.,4,5
LtC..,5,1
LtC.C,5,5
LtC.T,5,1
LtCc,4,8
LtCc.,5,1
LtCcC,5,3
LtCcL,5,1
LtCl,4,7
LtClC,5,11
LtClL,5,5
LtCt,4,7
LtCt.,5,1
LtCtC,5,2
LtL,3,2504
LtL.,4,8
LtL.C,5,2
LtL.L,5,2
LtLc,4,14
LtLcC,5,5
LtLcL,5,5
LtLcT,5,1
LtLl,4,15
LtLlC,5,6
LtLlL,5,7
LtLt,4,12
LtLtC,5,1
LtLtL,5,2
LtLtT,5,1
LtT,3,1378
LtT.,4,5
LtT.C,5,2
LtTc,4,3
LtTc.,5,1
LtTcC,5,1
LtTcL,5,2
LtTl,4,2
LtTlC,5,1
LtTt,4,37
LtTtT,5,1
T,1,295306
T.,2,58
T.C,3,11
T.Cl,4,1
T.L,3,7
T.Lc,4,1
T.T,3,6
Tc,2,8110
Tc.,3,5
TcC,3,529
TcC.,4,6
TcC.C,5,6
TcC.L,5,1
TcCc,4,14
TcCcC,5,9
TcCcT,5,1
TcCl,4,5
TcClC,5,5
TcClL,5,1
TcClT,5,2
TcCt,4,5
TcL,3,1007
TcL.,4,17
TcL.C,5,2
TcL.L,5,1
TcLc,4,92
TcLcC,5,7
TcLcL,5,9
TcLcT,5,13
TcLl,4,9
TcLl.,5,2
TcLlC,5,2
TcLlL,5,7
TcLt,4,7
TcLtC,5,4
TcLtL,5,1
TcT,3,384
TcT.,4,8
TcT.C,5,1
TcT.L,5,1
TcTc,4,3
TcTl,4,30
TcTlL,5,1
Tl,2,13300
Tl.,3,4
TlC,3,791
TlC.,4,12
TlC.C,5,16
TlC.L,5,1
TlC.T,5,2
TlCc,4,20
TlCc.,5,1
TlCcC,5,5
TlCcT,5,2
TlCl,4,22
TlCl.,5,8
TlClC,5,72
TlClL,5,8
TlClT,5,3
TlCt,4,10
TlCt.,5,1
TlCtC,5,6
TlCtL,5,1
TlL,3,1079
TlL.,4,13
TlL..,5,4
TlL.C,5,2
TlL.L,5,7
TlLc,4,6
TlLc.,5,1
TlLcC,5,3
TlLcL,5,11
TlLl,4,45
TlLl.,5,6
TlLlC,5,9
TlLlL,5,30
TlLlT,5,2
TlLt,4,19
TlLtC,5,1
TlLtT,5,1
TlT,3,588
TlT.,4,7
TlT..,5,1
TlTc,4,2
TlTl,4,25
TlTlC,5,2
TlTlT,5,1
TlTt,4,3
TlTtT,5,1
Tt,2,9613
Tt.,3,4
TtC,3,337
TtC.,4,3
TtC.C,5,1
TtCc,4,2
TtCcL,5,1
TtCl,4,1
TtCl.,5,1
TtClC,5,5
TtClL,5,2
TtCt,4,2
TtCtC,5,1
TtL,3,123
TtL.,4,4
TtLc,4,5
TtLl,4,2
TtLl.,5,1
TtLlL,5,2
TtLlT,5,1
TtLt,4,1
TtT,3,1070
TtT.,4,4
TtTcC,5,1
TtTl,4,2
TtTl.,5,1
TtTlC,5,4
TtTlL,5,2
TtTt,4,23
TtTtC,5,4
t,1,1
