signatures (1 letter),length,counts
LtL.,4,94
LtL.C,5,3
LtL.L,5,5
LtL.T,5,2
LtLc,4,26
LtLc.,5,1
LtLcC,5,3
LtLcL,5,3
LtLcT,5,1
LtLl,4,28
LtLl.,5,1
LtLlC,5,5
LtLlL,5,7
LtLt,4,556
LtLt.,5,2
LtLtC,5,14
LtLtL,5,39
LtLtT,5,5
LtLtt,5,1
LtT,3,1652
LtT.,4,14
LtT..,5,1
LtT.C,5,2
LtT.T,5,4
LtTc,4,8
LtTcC,5,6
LtTcL,5,5
LtTl,4,57
LtTl.,5,1
LtTlC,5,2
LtTlT,5,3
LtTt,4,17
LtTtC,5,1
LtTtL,5,2
LtTtT,5,4
T,1,411699
T.,2,130
T..t,4,1
T.C,3,8
T.L,3,8
T.Ll,4,1
T.T,3,24
T.TtT,5,1
Tc,2,17631
Tc.,3,22
Tc..,4,3
Tc..T,5,2
Tc.c,4,7
Tc.cT,5,3
Tc.l,4,1
TcC,3,1090
TcC.,4,3
TcC..,5,2
TcC.C,5,8
TcCc,4,17
TcCc.,5,2
TcCcC,5,13
TcCcL,5,5
TcCcT,5,1
TcCl,4,5
TcClC,5,5
TcClL,5,1
TcCt,4,15
TcCtC,5,3
TcCtL,5,1
TcCtT,5,2
TcL,3,1330
TcL.,4,25
TcL..,5,2
TcL.C,5,1
TcL.L,5,1
TcL.T,5,5
TcLc,4,24
TcLcC,5,5
TcLcL,5,8
TcLcT,5,1
TcLl,4,10
TcLl.,5,3
TcLlC,5,3
TcLlL,5,1
TcLlT,5,32
TcLt,4,94
TcLtC,5,2
TcLtL,5,3
TcLtT,5,1
TcT,3,3735
TcT.,4,69
TcT..,5,4
TcT.C,5,4
TcT.L,5,6
TcT.T,5,9
TcTc,4,249
TcTc.,5,16
TcTcC,5,14
TcTcL,5,66
TcTcT,5,73
TcTl,4,100
TcTlC,5,11
TcTlL,5,4
TcTlT,5,1
TcTt,4,19
TcTt.,5,2
TcTtC,5,2
TcTtT,5,2
Tl,2,24824
Tl.,3,65
Tl..,4,1
Tl..T,5,1
Tl.l,4,1
Tl.lC,5,1
Tl.lT,5,1
Tl.t,4,3
TlC,3,2759
TlC.,4,11
TlC.C,5,47
TlC.L,5,2
TlC.T,5,4
TlCc,4,17
TlCc.,5,1
TlCcC,5,7
TlCcL,5,4
TlCcT,5,2
TlCl,4,19
TlCl.,5,17
TlClC,5,191
TlClL,5,12
TlClT,5,7
TlCt,4,30
TlCt.,5,1
TlCtC,5,10
TlCtL,5,1
TlCtT,5,1
TlL,3,2824
TlL.,4,24
TlL..,5,2
TlL.C,5,2
TlL.L,5,26
TlL.T,5,6
TlLc,4,18
TlLc.,5,1
TlLcC,5,1
TlLcL,5,1
TlLcT,5,1
TlLl,4,49
TlLl.,5,16
TlLlC,5,10
TlLlL,5,137
TlLlT,5,12
TlLt,4,38
TlLt.,5,3
TlLtC,5,3
TlLtL,5,5
TlLtT,5,30
TlT,3,9494
TlT.,4,32
TlT.C,5,6
TlT.L,5,1
TlT.T,5,14
TlTc,4,60
TlTc.,5,1
TlTcC,5,4
TlTcL,5,1
TlTcT,5,5
TlTl,4,88
TlTl.,5,6
TlTlC,5,17
TlTlL,5,5
TlTlT,5,58
TlTt,4,91
TlTtC,5,7
TlTtL,5,3
TlTtT,5,35
Tt,2,23874
Tt.,3,18
Tt.cC,5,1
Tt.l,4,1
Tt.t,4,1
TtC,3,742
TtC.,4,22
TtC.L,5,2
TtCc,4,7
TtCc.,5,1
TtCcC,5,4
TtCcT,5,1
TtCl,4,3
TtClC,5,5
TtClL,5,2
TtCt,4,70
TtCtC,5,10
TtL,3,744
TtL.,4,42
TtL.L,5,1
TtLc,4,5
TtLcL,5,1
TtLl,4,106
TtLlC,5,4
TtLlL,5,3
TtLt,4,68
TtLt.,5,2
TtLtC,5,3
TtLtL,5,3
TtLtT,5,1
TtT,3,4052
TtT.,4,18
TtT.T,5,1
TtTc,4,8
TtTc.,5,2
TtTcC,5,1
TtTcL,5,3
TtTcT,5,2
TtTl,4,14
TtTl.,5,1
TtTlC,5,2
TtTlT,5,2
TtTt,4,109
TtTtC,5,3
TtTtT,5,1
t,1,558
tc,2,2
tcC,3,1
tl,2,2
tlC,3,2
tt,2,1
