signatures (1 letter),length,counts
,0,4593624
.,1,7284
..,2,23
..C,3,4
.c,2,418
.c.,3,2
.cC,3,42
.cCcC,5,1
.cCl,4,1
.cClL,5,2
.cL,3,50
.cLc,4,3
.cLl,4,1
.cLlL,5,1
.cT,3,1
.l,2,686
.l.,3,2
.lC,3,88
.lCl,4,3
.lClC,5,3
.lClL,5,1
.lL,3,90
.lLc,4,2
.lLl,4,3
.lLlC,5,1
.lLlL,5,4
.lT,3,1
.t,2,5
C,1,1473103
C.,2,1273
C..,3,3
C.C,3,126
C.C.L,5,1
C.CcL,5,1
C.Cl,4,3
C.ClC,5,4
C.L,3,75
C.Lc,4,2
C.Ll,4,1
C.LlC,5,1
Cc,2,77671
Cc.,3,193
Cc.c,4,23
Cc.cC,5,17
Cc.cL,5,3
Cc.l,4,9
Cc.lC,5,4
Cc.lL,5,4
CcC,3,11544
CcC.,4,10
CcC.C,5,9
CcCc,4,832
CcCc.,5,2
CcCcC,5,880
CcCcL,5,94
CcCcT,5,6
CcCl,4,315
CcCl.,5,1
CcClC,5,178
CcClL,5,47
CcClT,5,1
CcCt,4,1
CcL,3,10570
CcL.,4,2
CcL.C,5,1
CcL.L,5,1
CcLc,4,520
CcLcC,5,82
CcLcL,5,125
CcLcT,5,1
CcLl,4,171
CcLlC,5,11
CcLlL,5,66
CcLt,4,1
CcLtL,5,1
CcT,3,61
CcTc,4,2
CcTl,4,7
CcTlL,5,1
Cl,2,186009
Cl.,3,377
Cl.c,4,5
Cl.cC,5,5
Cl.cL,5,1
Cl.l,4,25
Cl.lC,5,14
Cl.lL,5,10
ClC,3,28770
ClC.,4,5
ClC.C,5,13
ClC.L,5,2
ClC.T,5,1
ClCc,4,98
ClCcC,5,99
ClCcL,5,35
ClCcT,5,1
ClCl,4,1363
ClCl.,5,5
ClClC,5,747
ClClL,5,297
ClClT,5,9
ClL,3,15216
ClL.,4,1
ClL.L,5,1
ClLc,4,117
ClLcC,5,16
ClLcL,5,25
ClLcT,5,1
ClLl,4,784
ClLlC,5,84
ClLlL,5,396
ClLlT,5,2
ClT,3,80
ClTl,4,3
ClTlL,5,1
Ct,2,1141
Ct.,3,2
Ct.t,4,1
CtC,3,60
CtCc,4,1
CtCcC,5,1
CtCl,4,2
CtClC,5,1
CtL,3,12
CtLlL,5,1
CtT,3,20
L,1,891220
L.,2,611
L.C,3,23
L.Cc,4,1
L.L,3,80
L.Lc,4,1
L.LcL,5,1
L.Ll,4,1
L.LlC,5,1
L.LlL,5,1
Lc,2,38610
Lc.,3,96
Lc.c,4,10
Lc.cC,5,4
Lc.cL,5,3
Lc.l,4,5
LcC,3,1684
LcC.,4,1
LcCc,4,142
LcCc.,5,1
LcCcC,5,168
LcCcL,5,16
LcCcT,5,3
LcCl,4,45
LcClC,5,29
LcClL,5,5
LcClT,5,1
LcL,3,9681
LcL.C,5,1
LcLc,4,335
LcLcC,5,27
LcLcL,5,102
LcLl,4,145
LcLlC,5,14
LcLlL,5,128
LcT,3,30
LcTc,4,1
LcTl,4,1
LcTlL,5,2
Ll,2,81039
Ll.,3,245
Ll.c,4,1
Ll.cC,5,1
Ll.l,4,24
Ll.lC,5,1
Ll.lL,5,10
LlC,3,3557
LlC.C,5,3
LlCc,4,20
LlCcC,5,20
LlCcL,5,7
LlCl,4,118
LlClC,5,71
LlClL,5,14
LlL,3,22527
LlL.,4,8
LlL.C,5,2
LlL.L,5,2
LlLc,4,138
LlLcC,5,26
LlLcL,5,11
LlLl,4,1414
LlLlC,5,69
LlLlL,5,485
LlLlT,5,3
LlLt,4,1
LlT,3,42
Lt,2,146
LtC,3,6
LtL,3,13
LtT,3,2
LtTt,4,1
T,1,46425
T.,2,79
T.L,3,3
T.Ll,4,2
Tc,2,729
Tc.,3,9
Tc.c,4,1
Tc.cC,5,1
TcC,3,763
TcC.C,5,2
TcCc,4,13
TcCcC,5,33
TcCcL,5,3
TcCl,4,6
TcClC,5,3
TcClL,5,2
TcL,3,92
TcLc,4,46
TcLcC,5,1
TcLcL,5,2
TcLl,4,5
TcLlC,5,2
TcLlL,5,1
TcT,3,11
Tl,2,11883
Tl.,3,5
Tl.c,4,1
Tl.l,4,3
Tl.lL,5,1
TlC,3,212
TlCc,4,3
TlCcC,5,4
TlCl,4,8
TlClC,5,7
TlClL,5,3
TlL,3,938
TlLc,4,3
TlLcC,5,1
TlLcL,5,1
TlLl,4,56
TlLlC,5,1
TlLlL,5,7
TlT,3,12
Tt,2,51
TtC,3,2
TtL,3,2
TtT,3,11
t,1,198
tc,2,1
tcC,3,1
tl,2,1
