signatures (1 letter),length,counts
LcTc.,5,2
LcTcC,5,4
LcTcT,5,26
LcTl,4,3
LcTlT,5,2
LcTt,4,18
LcTt.,5,1
LcTtC,5,2
LcTtL,5,1
LcTtT,5,35
Ll,2,12035
Ll.,3,199
Ll..T,5,1
Ll.tC,5,2
LlC,3,798
LlC.,4,2
LlC.C,5,13
LlC.L,5,1
LlCc,4,8
LlCcC,5,10
LlCl,4,5
LlClC,5,29
LlClL,5,4
LlCt,4,8
LlCt.,5,3
LlCtC,5,33
LlCtL,5,1
LlL,3,440
LlL.,4,1
LlLc.,5,2
LlLcC,5,1
LlLcL,5,1
LlLl,4,5
LlLlC,5,1
LlLt,4,1
LlT,3,182
LlT.T,5,3
LlTc,4,4
LlTcL,5,1
LlTl,4,5
LlTlT,5,2
LlTt,4,4
LlTtC,5,1
LlTtT,5,37
Lt,2,40793
Lt.,3,12
Lt.t,4,4
Lt.tT,5,1
LtC,3,1191
LtC.,4,8
LtC..,5,1
LtC.C,5,1
LtCc,4,12
LtCc.,5,3
LtCcC,5,11
LtCcT,5,1
LtCl,4,3
LtClT,5,1
LtCt,4,18
LtCtC,5,10
LtCtL,5,1
LtCtT,5,1
LtL,3,2769
LtL.,4,53
LtL..,5,1
LtLc,4,43
LtLc.,5,1
LtLcC,5,9
LtLcL,5,1
LtLcT,5,2
LtLl,4,2
LtLl.,5,1
LtLlC,5,1
LtLt,4,257
LtLt.,5,1
LtLtC,5,8
LtLtL,5,4
LtLtT,5,1
LtT,3,2234
LtT.,4,47
LtT.C,5,1
LtT.T,5,3
LtTc,4,12
LtTc.,5,1
LtTcC,5,1
LtTcL,5,2
LtTcT,5,2
LtTl,4,3
LtTlC,5,1
LtTlT,5,1
LtTt,4,236
LtTt.,5,2
LtTtC,5,7
LtTtL,5,4
LtTtT,5,50
T,1,486158
T.,2,87
T.C,3,6
T.L,3,2
T.T,3,7
T.T.,4,1
Tc,2,19195
Tc.,3,15
Tc..,4,1
Tc.c,4,1
Tc.cC,5,1
Tc.cT,5,1
TcC,3,1741
TcC.,4,9
TcC.C,5,4
TcC.T,5,2
TcCc,4,40
TcCc.,5,3
TcCcC,5,53
TcCcL,5,4
TcCcT,5,5
TcCl,4,7
TcClC,5,1
TcCt,4,22
TcCt.,5,1
TcCtC,5,11
TcCtL,5,2
TcL,3,742
TcL.,4,3
TcLc,4,15
TcLcC,5,5
TcLcL,5,1
TcLlC,5,1
TcLt,4,4
TcT,3,2041
TcT.,4,21
TcT..,5,1
TcT.C,5,3
TcT.T,5,1
TcTc,4,112
TcTc.,5,1
TcTcC,5,11
TcTcL,5,1
TcTcT,5,2
TcTl,4,2
TcTt,4,8
TcTtC,5,2
TcTtL,5,1
TcTtT,5,1
Tl,2,8496
Tl.,3,16
Tl.t,4,1
TlC,3,668
TlC.C,5,1
TlCc,4,1
TlCcC,5,4
TlCcL,5,1
TlCl.,5,1
TlCt,4,4
TlCtC,5,1
TlL,3,73
TlL.,4,1
TlLc,4,1
TlLt,4,4
TlT,3,1595
TlT.,4,1
TlT..,5,1
TlT.T,5,5
TlTc,4,3
TlTcC,5,1
TlTl,4,3
TlTl.,5,2
TlTlC,5,2
TlTlT,5,18
TlTt,4,4
TlTtC,5,1
Tt,2,31317
Tt.,3,24
Tt.tT,5,1
TtC,3,1220
TtC.,4,3
TtC..,5,1
TtC.C,5,3
TtC.T,5,1
TtCc,4,13
TtCcC,5,8
TtCcL,5,2
TtCcT,5,1
TtCl,4,5
TtClT,5,1
TtCt,4,8
TtCt.,5,1
TtCtC,5,8
TtCtT,5,2
TtL,3,461
TtL.,4,4
TtL.T,5,1
TtLc,4,7
TtLc.,5,1
TtLcC,5,2
TtLcL,5,2
TtLt,4,12
TtLtC,5,1
TtLtL,5,1
TtLtT,5,1
TtT,3,4897
TtT.,4,16
TtT..,5,1
TtT.C,5,1
TtT.L,5,1
TtT.T,5,7
TtTc,4,9
TtTc.,5,2
TtTcC,5,8
TtTcT,5,1
TtTl,4,4
TtTlT,5,2
TtTt,4,67
TtTt.,5,2
TtTtC,5,2
TtTtT,5,34
t,1,1
