signatures (1 letter),length,counts
,0,4426562
.,1,8242
..,2,44
..C,3,1
..L,3,1
..T,3,1
.c,2,399
.c..,4,1
.cC,3,71
.cCc,4,5
.cCc.,5,1
.cCcC,5,5
.cCcT,5,1
.cCt,4,1
.cCtC,5,1
.cCtT,5,1
.cL,3,14
.cT,3,16
.cT.,4,1
.cTc,4,1
.cTcT,5,1
.l,2,163
.l.,3,2
.lC,3,25
.lClC,5,3
.lL,3,1
.lL.,4,1
.lLt,4,1
.lT,3,9
.lTtT,5,1
.t,2,518
.t.,3,4
.tC,3,36
.tC.,4,2
.tCcC,5,1
.tClC,5,1
.tCt,4,1
.tL,3,11
.tLc,4,1
.tT,3,48
.tTt,4,2
.tTtT,5,1
C,1,1528446
C.,2,383
C..,3,1
C.C,3,74
C.Cc,4,5
C.CcC,5,2
C.Ct,4,1
C.CtL,5,1
C.L,3,16
C.LcL,5,1
C.T,3,14
Cc,2,96486
Cc.,3,99
Cc..,4,3
Cc..C,5,1
Cc.c,4,9
Cc.c.,5,1
Cc.cC,5,3
Cc.cT,5,1
Cc.t,4,3
Cc.tC,5,1
CcC,3,25814
CcC.,4,323
CcC..,5,19
CcC.C,5,223
CcC.L,5,18
CcC.T,5,21
CcCc,4,1403
CcCc.,5,121
CcCcC,5,1238
CcCcL,5,110
CcCcT,5,127
CcCl,4,40
CcCl.,5,3
CcClC,5,25
CcClL,5,2
CcClT,5,7
CcCt,4,439
CcCt.,5,23
CcCtC,5,195
CcCtL,5,19
CcCtT,5,25
CcL,3,3533
CcL.,4,71
CcL..,5,2
CcL.C,5,16
CcL.L,5,3
CcL.T,5,2
CcLc,4,346
CcLc.,5,8
CcLcC,5,66
CcLcL,5,12
CcLcT,5,12
CcLl,4,3
CcLlC,5,2
CcLt,4,112
CcLtC,5,10
CcLtL,5,4
CcLtT,5,7
CcT,3,4137
CcT.,4,70
CcT..,5,1
CcT.C,5,4
CcT.T,5,9
CcTc,4,299
CcTc.,5,3
CcTcC,5,13
CcTcL,5,2
CcTcT,5,30
CcTl,4,8
CcTl.,5,1
CcTlT,5,3
CcTt,4,178
CcTt.,5,5
CcTtC,5,26
CcTtL,5,3
CcTtT,5,14
Cl,2,36968
Cl.,3,41
Cl.lT,5,1
ClC,3,5938
ClC.,4,22
ClC.C,5,7
ClC.T,5,1
ClCc,4,39
ClCcC,5,11
ClCcL,5,5
ClCcT,5,3
ClCl,4,37
ClCl.,5,3
ClClC,5,33
ClClL,5,3
ClCt,4,26
ClCt.,5,1
ClCtC,5,11
ClCtT,5,3
ClL,3,950
ClL.C,5,2
ClL.L,5,2
ClLc,4,5
ClLc.,5,1
ClLl,4,3
ClLlL,5,3
ClLt,4,8
ClLtC,5,1
ClLtT,5,2
ClT,3,2355
ClT.,4,21
ClT.C,5,2
ClT.L,5,1
ClT.T,5,6
ClTc,4,10
ClTcC,5,1
ClTcT,5,4
ClTl,4,114
ClTl.,5,3
ClTlC,5,3
ClTlT,5,20
ClTt,4,11
ClTt.,5,2
ClTtC,5,2
ClTtT,5,29
Ct,2,86029
Ct.,3,65
Ct.c,4,3
Ct.t,4,5
CtC,3,12240
CtC.,4,52
CtC..,5,2
CtC.C,5,30
CtC.L,5,2
CtC.T,5,2
CtCc,4,110
CtCc.,5,10
CtCcC,5,68
CtCcL,5,4
CtCcT,5,12
CtCl,4,59
CtCl.,5,1
CtClC,5,4
CtClL,5,1
CtCt,4,135
CtCt.,5,9
CtCtC,5,93
CtCtL,5,6
CtCtT,5,9
CtL,3,2866
CtL.,4,6
CtL..,5,2
CtL.C,5,1
CtL.L,5,9
CtLc,4,22
CtLc.,5,1
CtLcC,5,4
CtLcT,5,1
CtLl,4,5
CtLt,4,60
CtLt.,5,10
CtLtC,5,21
CtLtL,5,47
CtLtT,5,4
CtT,3,5526
CtT.,4,19
CtT.C,5,1
CtT.T,5,3
CtTc,4,18
CtTcC,5,5
CtTcT,5,5
CtTl,4,5
CtTlC,5,2
CtTlT,5,1
CtTt,4,81
CtTt.,5,1
CtTtC,5,1
CtTtT,5,16
L,1,653696
L.,2,171
L.C,3,17
L.ClC,5,1
L.Ct,4,1
L.L,3,11
L.T,3,8
Lc,2,28345
Lc.,3,29
Lc..T,5,1
Lc.tT,5,1
LcC,3,3029
LcC.,4,21
LcC..,5,1
LcC.C,5,31
LcC.L,5,2
LcCc,4,82
LcCc.,5,18
LcCcC,5,169
LcCcL,5,11
LcCcT,5,14
LcCl,4,2
LcClC,5,2
LcCt,4,28
LcCtC,5,10
LcCtT,5,3
LcL,3,1766
LcL.,4,59
LcL..,5,4
LcL.C,5,6
LcL.L,5,11
LcL.T,5,5
LcLc,4,248
LcLc.,5,4
LcLcC,5,20
LcLcL,5,38
LcLcT,5,29
LcLl,4,2
LcLlL,5,1
LcLt,4,21
LcLt.,5,2
LcLtC,5,3
LcLtL,5,21
LcLtT,5,4
LcT,3,985
LcT.,4,1
LcT..,5,1
LcT.C,5,1
LcT.T,5,9
LcTc,4,14
