signatures (1 letter),length,counts
,0,1538406
.,1,2362
..,2,2
..C,3,1
.c,2,83
.cC,3,8
.cCcC,5,1
.cL,3,13
.l,2,207
.lC,3,96
.lC.,4,1
.lC.C,5,1
.lCc,4,1
.lCc.,5,1
.lCl,4,1
.lClC,5,3
.lL,3,10
.lLl,4,1
.lLlL,5,1
.lT,3,1
.t,2,1
C,1,574709
C.,2,192
C..,3,1
C.C,3,36
C.Cl,4,1
C.ClL,5,1
C.L,3,21
C.L.L,5,1
C.LlL,5,1
Cc,2,22885
Cc.,3,23
Cc.c,4,1
Cc.l,4,3
CcC,3,2324
CcC.,4,42
CcC..,5,6
CcC.C,5,11
CcC.L,5,2
CcCc,4,102
CcCc.,5,9
CcCcC,5,37
CcCcL,5,5
CcCl,4,94
CcCl.,5,8
CcClC,5,20
CcClL,5,4
CcL,3,2097
CcL.,4,19
CcL..,5,7
CcL.C,5,4
CcL.L,5,20
CcLc,4,78
CcLc.,5,19
CcLcC,5,5
CcLcL,5,77
CcLcT,5,1
CcLl,4,36
CcLl.,5,7
CcLlC,5,12
CcLlL,5,26
CcLlT,5,1
CcT,3,11
Cl,2,49343
Cl.,3,89
Cl..,4,2
Cl...,5,2
Cl..C,5,1
Cl.c,4,1
Cl.l,4,20
Cl.l.,5,3
Cl.lC,5,6
Cl.lL,5,1
Cl.lT,5,1
ClC,3,11508
ClC.,4,170
ClC..,5,31
ClC.C,5,118
ClC.L,5,21
ClC.T,5,4
ClCc,4,98
ClCc.,5,7
ClCcC,5,18
ClCcL,5,5
ClCl,4,696
ClCl.,5,156
ClClC,5,465
ClClL,5,116
ClClT,5,22
ClCt.,5,1
ClL,3,3590
ClL.,4,44
ClL..,5,10
ClL.C,5,8
ClL.L,5,18
ClLc,4,11
ClLc.,5,4
ClLcC,5,2
ClLcL,5,18
ClLl,4,221
ClLl.,5,32
ClLlC,5,30
ClLlL,5,98
ClT,3,46
ClT.L,5,1
ClTcC,5,2
Ct,2,59
CtC,3,10
CtL,3,6
CtT,3,6
L,1,228827
L.,2,84
L..,3,3
L.C,3,5
L.L,3,16
L.LlL,5,1
Lc,2,7381
Lc.,3,8
Lc.c,4,1
Lc.l,4,1
LcC,3,918
LcC.,4,1
LcC..,5,2
LcC.C,5,2
LcCc,4,2
LcCc.,5,2
LcCcC,5,20
LcCcL,5,1
LcCl,4,10
LcCl.,5,1
LcClC,5,2
LcClL,5,3
LcL,3,1403
LcL.,4,28
LcL..,5,1
LcL.C,5,1
LcL.L,5,10
LcLc,4,85
LcLc.,5,13
LcLcL,5,42
LcLl,4,39
LcLl.,5,7
LcLlC,5,1
LcLlL,5,31
LcT,3,4
Ll,2,21818
Ll.,3,31
Ll.l,4,2
Ll.l.,5,1
LlC,3,1679
LlC.,4,15
LlC..,5,1
LlC.C,5,5
LlC.L,5,1
LlCc,4,8
LlCc.,5,1
LlCcC,5,1
LlCl,4,80
LlCl.,5,3
LlClC,5,19
LlClL,5,10
LlL,3,4471
LlL.,4,41
LlL..,5,13
LlL.C,5,3
LlL.L,5,29
LlLc,4,6
LlLc.,5,8
LlLcC,5,2
LlLcL,5,15
LlLl,4,234
LlLl.,5,48
LlLlC,5,10
LlLlL,5,167
LlT,3,10
Lt,2,37
LtC,3,1
LtL,3,1
LtLt,4,1
T,1,11621
T.,2,4
T.C,3,1
Tc,2,483
TcC,3,8
TcClC,5,1
TcL,3,2
TcLc,4,1
TcLcC,5,1
TcT,3,1
Tl,2,493
Tl.,3,1
TlC,3,119
TlL,3,13
TlLl,4,1
TlLlC,5,1
Tt,2,16
TtC,3,1
TtT,3,1
TtTt,4,1
