signatures (1 letter),length,counts
LcL.L,5,1
LcLc,4,346
LcLc.,5,5
LcLcC,5,44
LcLcL,5,13
LcLcT,5,1
LcLl,4,64
LcLlC,5,2
LcLlL,5,1
LcLt,4,6
LcLtL,5,1
LcT,3,470
LcT.,4,15
LcTc,4,91
LcTcC,5,1
LcTt,4,1
Ll,2,20191
Ll.,3,40
Ll.l,4,1
Ll.lL,5,1
Ll.t,4,2
LlC,3,3371
LlC.,4,25
LlC..,5,2
LlC.C,5,33
LlC.T,5,1
LlCc,4,129
LlCc.,5,4
LlCcC,5,9
LlCcL,5,4
LlCcT,5,19
LlCl,4,21
LlCl.,5,19
LlClC,5,127
LlClL,5,5
LlClT,5,2
LlCt,4,11
LlCt.,5,1
LlCtC,5,9
LlCtL,5,1
LlL,3,6048
LlL.,4,54
LlL..,5,2
LlL.C,5,1
LlL.L,5,17
LlLc,4,76
LlLcC,5,6
LlLcL,5,3
LlLl,4,68
LlLl.,5,7
LlLlC,5,12
LlLlL,5,74
LlLlT,5,2
LlLt,4,152
LlLt.,5,3
LlLtC,5,1
LlLtL,5,11
LlLtT,5,1
LlT,3,484
LlTcC,5,1
LlTt,4,1
LlTtC,5,1
Lt,2,15385
Lt.,3,7
Lt.c.,5,1
LtC,3,758
LtC.C,5,4
LtCc,4,4
LtCcL,5,1
LtCcT,5,1
LtCl,4,1
LtClC,5,1
LtCt,4,2
LtL,3,721
LtL.,4,1
LtLc,4,4
LtLc.,5,1
LtLcC,5,1
LtLl,4,1
LtLlL,5,2
LtLt,4,1
LtT,3,201
LtT.,4,4
LtTcC,5,1
LtTl,4,1
LtTt,4,29
LtTtC,5,1
T,1,125668
T.,2,15
T.C,3,1
T.L,3,2
T.T,3,1
Tc,2,2536
TcC,3,169
TcC.C,5,5
TcCc,4,6
TcCcC,5,4
TcCcL,5,1
TcCl,4,1
TcCl.,5,1
TcClC,5,20
TcClL,5,1
TcClT,5,1
TcCt,4,1
TcL,3,49
TcL.,4,1
TcLc,4,2
TcLc.,5,1
TcLcL,5,1
TcLl,4,1
TcLlL,5,1
TcT,3,187
TcT.,4,15
TcTc,4,64
TcTcC,5,3
Tl,2,3121
Tl.,3,3
Tl..T,5,1
TlC,3,612
TlC.,4,1
TlC.C,5,2
TlCc,4,3
TlCcC,5,2
TlCl,4,2
TlClC,5,14
TlClL,5,1
TlCt,4,3
TlCt.,5,1
TlCtC,5,21
TlCtL,5,1
TlL,3,115
TlL.L,5,1
TlLc,4,1
TlLl,4,1
TlLlC,5,1
TlLtL,5,1
TlT,3,35
TlT..,5,1
TlT.T,5,4
TlTc.,5,1
TlTcT,5,1
TlTlC,5,2
TlTlT,5,23
Tt,2,2280
TtC,3,47
TtCt,4,1
TtL,3,15
TtLc,4,1
TtT,3,187
TtTt,4,2
t,1,179
tc,2,1
tt,2,1
