signatures (1 letter),length,counts
,0,2802263
.,1,5720
..,2,80
.c,2,227
.c.,3,1
.cC,3,62
.cC.C,5,2
.cCc,4,4
.cCcC,5,2
.cCcT,5,1
.cL,3,11
.cLc,4,4
.cLl,4,4
.cT,3,2
.l,2,302
.lC,3,153
.lCcC,5,2
.lCl,4,1
.lCl.,5,1
.lClC,5,3
.lCtC,5,1
.lL,3,39
.lLl,4,1
.lLlL,5,1
.lLt,4,1
.lT,3,19
.lT.,4,1
.t,2,158
.t.,3,1
.tC,3,24
.tL,3,7
.tT,3,5
C,1,1236621
C.,2,301
C..,3,2
C.C,3,98
C.C.C,5,1
C.Cc,4,2
C.CcC,5,1
C.ClC,5,3
C.L,3,25
C.Lc,4,1
C.LcC,5,1
C.T,3,8
Cc,2,54113
Cc.,3,75
Cc..,4,1
Cc.c,4,2
Cc.cC,5,2
Cc.cL,5,1
Cc.lC,5,3
Cc.t,4,1
CcC,3,18420
CcC.,4,163
CcC..,5,12
CcC.C,5,127
CcC.L,5,3
CcC.T,5,4
CcCc,4,688
CcCc.,5,59
CcCcC,5,616
CcCcL,5,42
CcCcT,5,14
CcCl,4,158
CcCl.,5,18
CcClC,5,118
CcClL,5,22
CcClT,5,5
CcCt,4,74
CcCt.,5,6
CcCtC,5,67
CcCtL,5,3
CcCtT,5,1
CcL,3,3812
CcL.,4,78
CcL..,5,2
CcL.C,5,9
CcL.L,5,18
CcL.T,5,3
CcLc,4,366
CcLc.,5,20
CcLcC,5,29
CcLcL,5,131
CcLcT,5,34
CcLl,4,59
CcLl.,5,2
CcLlC,5,25
CcLlL,5,9
CcLt,4,16
CcLtC,5,1
CcLtL,5,3
CcT,3,730
CcT.,4,15
CcT.C,5,1
CcTc,4,80
CcTc.,5,1
CcTcC,5,1
CcTcT,5,34
CcTl,4,2
CcTlC,5,1
CcTt,4,3
CcTtL,5,1
Cl,2,78691
Cl.,3,128
Cl..C,5,3
Cl..L,5,1
Cl.c,4,2
Cl.cC,5,1
Cl.lC,5,3
ClC,3,38286
ClC.,4,114
ClC..,5,18
ClC.C,5,178
ClC.L,5,12
ClC.T,5,8
ClCc,4,151
ClCc.,5,16
ClCcC,5,186
ClCcL,5,18
ClCcT,5,7
ClCl,4,241
ClCl.,5,87
ClClC,5,699
ClClL,5,55
ClClT,5,29
ClCt,4,128
ClCt.,5,7
ClCtC,5,125
ClCtL,5,5
ClCtT,5,1
ClL,3,9558
ClL.,4,57
ClL..,5,4
ClL.C,5,17
ClL.L,5,25
ClL.T,5,12
ClLc,4,42
ClLc.,5,6
ClLcC,5,9
ClLcL,5,63
ClLcT,5,1
ClLcc,5,1
ClLl,4,132
ClLl.,5,16
ClLlC,5,50
ClLlL,5,141
ClLlT,5,59
ClLt,4,150
ClLtC,5,1
ClLtL,5,1
ClT,3,3248
ClT.,4,8
ClT..,5,1
ClT.C,5,4
ClTc,4,44
ClTcC,5,3
ClTcL,5,4
ClTl,4,2
ClTl.,5,1
ClTlC,5,34
ClTlL,5,3
ClTlT,5,1
ClTt,4,2
Ct,2,25329
Ct.,3,26
Ct.t,4,4
CtC,3,4963
CtC.,4,18
CtC.C,5,7
CtCc,4,13
CtCcC,5,6
CtCcL,5,1
CtCl,4,15
CtClC,5,4
CtClL,5,2
CtClT,5,1
CtCt,4,124
CtCt.,5,2
CtCtC,5,33
CtCtL,5,1
CtL,3,732
CtLc,4,2
CtLc.,5,1
CtLcL,5,1
CtLl,4,3
CtLlC,5,1
CtLlL,5,1
CtLlT,5,1
CtLt,4,4
CtLtL,5,1
CtT,3,646
CtT.,4,6
CtTc,4,6
CtTcC,5,1
CtTl,4,1
CtTlC,5,2
CtTt,4,89
L,1,473445
L.,2,96
L.C,3,28
L.Cc,4,1
L.CcC,5,1
L.ClC,5,1
L.L,3,17
L.T,3,1
Lc,2,24777
Lc.,3,5
Lc.c,4,2
LcC,3,2227
LcC.,4,19
LcC..,5,1
LcC.C,5,10
LcCc,4,83
LcCc.,5,2
LcCcC,5,34
LcCcL,5,4
LcCl,4,8
LcClC,5,14
LcClL,5,1
LcClT,5,2
LcCt,4,3
LcCtC,5,2
LcL,3,1536
LcL.,4,78
LcL..,5,1
LcL.C,5,6
