signatures (1 letter),length,counts
Ct.t,4,2
Ct.t.,5,1
CtC,3,15811
CtC.,4,65
CtC..,5,11
CtC.C,5,61
CtC.L,5,19
CtC.T,5,6
CtCc,4,65
CtCc.,5,7
CtCcC,5,58
CtCcL,5,8
CtCcT,5,3
CtCl,4,238
CtCl.,5,24
CtClC,5,163
CtClL,5,63
CtClT,5,6
CtCt,4,114
CtCt.,5,34
CtCtC,5,248
CtCtL,5,24
CtCtT,5,31
CtL,3,7791
CtL.,4,38
CtL..,5,5
CtL.C,5,1
CtL.L,5,25
CtL.T,5,1
CtLc,4,34
CtLc.,5,1
CtLcC,5,9
CtLcL,5,14
CtLl,4,160
CtLl.,5,4
CtLlC,5,1
CtLlL,5,12
CtLt,4,16
CtLt.,5,14
CtLtC,5,16
CtLtL,5,181
CtLtT,5,3
CtT,3,3684
CtT.,4,71
CtT..,5,4
CtT.C,5,9
CtT.L,5,20
CtT.T,5,10
CtTc,4,19
CtTc.,5,6
CtTcC,5,37
CtTcL,5,3
CtTcT,5,29
CtTl,4,236
CtTl.,5,14
CtTlC,5,10
CtTlL,5,145
CtTlT,5,2
CtTt,4,90
CtTt.,5,3
CtTtC,5,8
CtTtL,5,8
CtTtT,5,75
L,1,625068
L.,2,271
L.C,3,17
L.L,3,36
L.Lc,4,1
L.LcL,5,1
L.LtL,5,1
L.T,3,4
Lc,2,32896
Lc.,3,13
Lc..,4,1
Lc..L,5,1
Lc.c,4,3
LcC,3,1531
LcC.,4,15
LcC..,5,1
LcC.C,5,10
LcC.L,5,3
LcC.T,5,1
LcCc,4,84
LcCc.,5,7
LcCcC,5,57
LcCcL,5,9
LcCcT,5,3
LcCl,4,13
LcClC,5,9
LcClL,5,4
LcClT,5,1
LcCt,4,12
LcCt.,5,3
LcCtC,5,9
LcCtL,5,17
LcCtT,5,1
LcL,3,4988
LcL.,4,63
LcL..,5,3
LcL.C,5,2
LcL.L,5,20
LcL.T,5,2
LcLc,4,308
LcLc.,5,17
LcLcC,5,12
LcLcL,5,160
LcLcT,5,5
LcLl,4,21
LcLlC,5,1
LcLlL,5,5
LcLlT,5,1
LcLt,4,16
LcLt.,5,5
LcLtC,5,3
LcLtL,5,6
LcT,3,633
LcT.,4,6
LcT.L,5,2
LcTc,4,25
LcTcL,5,6
LcTcT,5,1
LcTl,4,19
LcTlL,5,1
LcTt,4,7
LcTtL,5,1
LcTtT,5,2
Ll,2,39139
Ll.,3,20
Ll..,4,1
Ll.cC,5,1
Ll.l,4,2
Ll.lL,5,1
LlC,3,1230
LlC.,4,7
LlC.C,5,3
LlC.L,5,1
LlC.T,5,1
LlCc,4,7
LlCc.,5,1
LlCcC,5,2
LlCl,4,29
LlClC,5,5
LlClL,5,1
LlClT,5,1
LlCt,4,7
LlCtC,5,3
LlCtL,5,4
LlCtT,5,1
LlL,3,7682
LlL.,4,85
LlL..,5,2
LlL.C,5,3
LlL.L,5,6
LlLc,4,13
LlLc.,5,3
LlLcC,5,1
LlLcL,5,4
LlLl,4,355
LlLl.,5,4
LlLlC,5,4
LlLlL,5,29
LlLlT,5,1
LlLt,4,3
LlLt.,5,5
LlLtC,5,1
LlLtL,5,2
LlLtT,5,2
LlT,3,238
LlT.,4,7
LlT.T,5,2
LlTc,4,4
LlTcC,5,1
LlTcL,5,2
LlTcT,5,2
LlTl,4,20
LlTlC,5,2
LlTlL,5,1
LlTlT,5,30
LlTt,4,2
LlTt.,5,1
LlTtL,5,2
LlTtT,5,1
Lt,2,17561
Lt.,3,28
Lt..,4,1
Lt..L,5,1
Lt.l,4,2
LtC,3,2241
LtC.,4,12
LtC..,5,1
LtC.C,5,1
LtC.L,5,1
LtCc,4,9
LtCcC,5,4
LtCcL,5,3
LtCcT,5,1
LtCl,4,23
LtCl.,5,3
LtClC,5,4
LtClL,5,2
LtClT,5,1
LtCt,4,3
LtCtC,5,9
LtCtL,5,1
LtCtT,5,3
LtL,3,8351
LtL.,4,40
LtL..,5,1
LtL.C,5,3
LtL.L,5,26
LtLc,4,55
LtLc.,5,5
LtLcC,5,7
LtLcL,5,53
LtLcT,5,1
LtLl,4,131
LtLlC,5,7
LtLlL,5,7
LtLlT,5,1
LtLt,4,42
LtLt.,5,12
LtLtC,5,10
LtLtL,5,123
LtLtT,5,2
LtT,3,1428
LtT.,4,17
LtT..,5,1
LtT.L,5,4
LtT.T,5,2
LtTc,4,6
LtTcC,5,1
LtTcT,5,2
LtTl,4,67
LtTlC,5,3
LtTlL,5,3
LtTt,4,87
LtTt.,5,3
LtTtC,5,4
LtTtL,5,37
LtTtT,5,5
T,1,414073
T.,2,209
T.C,3,12
T.CcC,5,1
T.ClC,5,1
T.L,3,9
T.Ll,4,1
T.T,3,6
T.T.,4,1
Tc,2,21052
Tc.,3,9
Tc..,4,2
Tc.c,4,4
Tc.cL,5,2
Tc.l,4,1
TcC,3,1670
TcC.,4,20
TcC..,5,1
TcC.C,5,11
TcC.L,5,9
TcC.T,5,5
TcCc,4,117
TcCc.,5,10
TcCcC,5,99
TcCcL,5,12
TcCcT,5,2
TcCl,4,21
TcCl.,5,3
TcClC,5,9
TcClL,5,25
TcClT,5,2
TcCt,4,12
TcCtC,5,4
TcCtL,5,6
TcCtT,5,19
TcL,3,1422
TcL.,4,26
TcL.L,5,5
TcLc,4,96
TcLc.,5,3
TcLcC,5,4
TcLcL,5,28
TcLcT,5,2
TcLl,4,45
TcLl.,5,2
TcLlC,5,1
TcLlL,5,4
TcLt,4,5
TcLt.,5,1
TcLtC,5,2
TcLtL,5,25
TcLtT,5,3
TcT,3,1612
TcT.,4,81
TcT..,5,1
TcT.L,5,1
TcTc,4,243
TcTc.,5,3
TcTcC,5,8
TcTcL,5,8
TcTcT,5,4
TcTl,4,133
TcTl.,5,1
TcTlC,5,3
TcTlL,5,3
TcTt,4,9
TcTtC,5,1
TcTtL,5,1
TcTtT,5,2
Tl,2,58866
Tl.,3,14
Tl..,4,5
Tl.l,4,6
TlC,3,1463
TlC.,4,7
TlC..,5,1
TlC.C,5,2
TlC.L,5,1
TlCc,4,7
TlCc.,5,2
TlCcC,5,10
TlCcT,5,1
TlCl,4,26
TlCl.,5,2
TlClC,5,10
TlClT,5,1
TlCt,4,2
TlCtC,5,3
TlCtT,5,2
TlL,3,1996
TlL.,4,23
TlL..,5,2
TlL.C,5,3
TlL.L,5,4
TlLc,4,48
TlLc.,5,1
TlLcC,5,3
TlLcL,5,3
TlLcT,5,1
TlLl,4,47
TlLl.,5,3
TlLlC,5,3
TlLlL,5,52
TlLlT,5,1
TlLt,4,2
TlLtL,5,2
TlLtT,5,1
TlT,3,1679
TlT.,4,63
TlT.C,5,1
TlT.L,5,3
TlTc,4,5
TlTcC,5,1
TlTcL,5,4
TlTl,4,342
TlTlC,5,1
TlTt,4,2
TlTtL,5,3
TlTtT,5,1
Tt,2,16716
Tt.,3,20
Tt..,4,3
Tt.l,4,3
Tt.t,4,4
Tt.tC,5,1
TtC,3,1070
TtC.,4,9
TtC..,5,1
TtC.C,5,14
TtC.L,5,1
TtCc,4,10
TtCcC,5,3
TtCcL,5,2
TtCcT,5,1
TtCl,4,27
TtCl.,5,1
TtClC,5,8
TtClL,5,7
TtCt,4,11
TtCt.,5,9
TtCtC,5,70
TtCtL,5,3
TtCtT,5,1
TtL,3,2282
TtL.,4,8
TtL..,5,1
TtL.L,5,12
TtLc,4,54
TtLc.,5,1
TtLcC,5,2
TtLcL,5,5
TtLl,4,20
TtLl.,5,4
TtLlC,5,2
TtLlL,5,30
TtLlT,5,1
TtLt,4,1
TtLt.,5,2
TtLtC,5,3
TtLtL,5,8
TtT,3,2668
TtT.,4,75
TtT.C,5,1
TtT.L,5,1
TtT.T,5,8
TtTc,4,11
TtTc.,5,2
TtTcC,5,4
TtTcL,5,2
TtTl,4,329
TtTl.,5,1
TtTlC,5,1
TtTlL,5,4
TtTlT,5,2
TtTt,4,88
TtTt.,5,2
TtTtC,5,6
TtTtL,5,3
TtTtT,5,38
t,1,1
