signatures (1 letter),length,counts
LcClC,5,87
LcClL,5,11
LcCt,4,4
LcCtL,5,3
LcL,3,6703
LcL.,4,70
LcL..,5,3
LcL.C,5,4
LcL.L,5,16
LcLc,4,336
LcLc.,5,16
LcLcC,5,13
LcLcL,5,164
LcLcT,5,2
LcLl,4,23
LcLl.,5,4
LcLlC,5,7
LcLlL,5,4
LcLlT,5,1
LcLt,4,2
LcLt.,5,1
LcLtL,5,1
LcT,3,67
LcT.,4,3
LcTc,4,9
LcTl,4,3
LcTt,4,1
Ll,2,36524
Ll.,3,30
Ll.l,4,1
LlC,3,3757
LlC.,4,20
LlC..,5,4
LlC.C,5,28
LlC.L,5,4
LlC.T,5,1
LlCc,4,20
LlCc.,5,2
LlCcC,5,12
LlCcL,5,3
LlCcT,5,1
LlCl,4,63
LlCl.,5,7
LlClC,5,119
LlClL,5,11
LlClT,5,1
LlCt,4,6
LlCtC,5,1
LlL,3,9374
LlL.,4,135
LlL..,5,5
LlL.C,5,3
LlL.L,5,67
LlL.T,5,1
LlLc,4,65
LlLc.,5,3
LlLcC,5,10
LlLcL,5,11
LlLcT,5,1
LlLl,4,601
LlLl.,5,42
LlLlC,5,34
LlLlL,5,291
LlLlT,5,6
LlLtL,5,3
LlT,3,695
LlT.,4,3
LlT..,5,1
LlT.C,5,1
LlTc,4,2
LlTcC,5,2
LlTcL,5,1
LlTl,4,7
LlTlC,5,3
LlTlL,5,1
LlTlT,5,1
LlTt,4,1
Lt,2,1986
Lt.,3,3
Lt.lC,5,1
LtC,3,300
LtC.C,5,3
LtC.L,5,2
LtC.T,5,1
LtCc,4,2
LtCcC,5,5
LtCl,4,8
LtClC,5,6
LtClL,5,2
LtCt,4,1
LtCtC,5,1
LtL,3,2836
LtL.,4,3
LtL..,5,4
LtL.C,5,2
LtL.L,5,18
LtLc,4,9
LtLcC,5,2
LtLcL,5,2
LtLl,4,6
LtLl.,5,7
LtLlC,5,4
LtLlL,5,82
LtLlT,5,1
LtLt,4,1
LtLtL,5,1
LtT,3,36
LtT.,4,2
LtT..,5,3
LtT.C,5,10
LtTc,4,1
LtTl,4,4
LtTl.,5,5
LtTlC,5,67
LtTlL,5,8
LtTt,4,1
LtTtC,5,1
T,1,161412
T.,2,68
T..,3,1
T.C,3,2
T.L,3,5
T.Lc,4,1
Tc,2,6778
Tc.,3,1
Tc..,4,3
Tc.c,4,1
Tc.cL,5,1
TcC,3,245
TcC.,4,4
TcC.C,5,1
TcC.L,5,5
TcCc,4,18
TcCc.,5,5
TcCcC,5,6
TcCcL,5,41
TcCl,4,7
TcClC,5,7
TcClL,5,2
TcCt,4,1
TcCtL,5,2
TcL,3,177
TcL.,4,23
TcL..,5,3
TcL.C,5,2
TcL.L,5,7
TcLc,4,138
TcLc.,5,12
TcLcC,5,11
TcLcL,5,74
TcLl,4,8
TcLlC,5,1
TcLlL,5,3
TcLt,4,2
TcLtC,5,1
TcT,3,27
TcT.,4,23
TcTc,4,96
TcTcC,5,1
TcTcL,5,3
TcTcT,5,1
TcTl,4,1
Tl,2,33543
Tl.,3,6
Tl.l,4,1
TlC,3,1760
TlC.,4,11
TlC..,5,1
TlC.C,5,19
TlC.L,5,2
TlCc,4,8
TlCc.,5,2
TlCcC,5,9
TlCcL,5,1
TlCl,4,47
TlCl.,5,18
TlClC,5,81
TlClL,5,7
TlClT,5,3
TlCll,5,1
TlCt,4,1
TlCt.,5,1
TlCtT,5,1
TlL,3,2032
TlL.,4,11
TlL..,5,4
TlL.L,5,48
TlLc,4,9
TlLc.,5,2
TlLcC,5,1
TlLcL,5,4
TlLl,4,45
TlLl.,5,24
TlLlC,5,8
TlLlL,5,240
TlLlT,5,1
TlLt,4,2
TlLtT,5,1
TlT,3,329
TlT.,4,21
TlT..,5,2
TlT.C,5,1
TlTc,4,1
TlTcC,5,2
TlTl,4,114
TlTl.,5,2
TlTlC,5,1
TlTlL,5,10
Tt,2,4403
Tt.,3,1
Tt.c,4,1
TtC,3,72
TtC.,4,1
TtC.C,5,1
TtC.L,5,1
TtCc,4,2
TtCcC,5,5
TtCl,4,4
TtClC,5,1
TtClL,5,1
TtL,3,68
TtLcL,5,3
TtLlL,5,1
TtT,3,20
TtT.,4,1
TtT.C,5,1
TtTl,4,1
t,1,857
t.,2,1
tc,2,1
tl,2,3
tlC,3,2
tt,2,1
