signatures (1 letter),length,counts
,0,3020931
.,1,7801
..,2,27
.c,2,264
.c.c,4,1
.cC,3,44
.cC.C,5,1
.cCc,4,11
.cCc.,5,1
.cCcC,5,1
.cCcL,5,3
.cCl,4,1
.cClC,5,1
.cL,3,46
.cL.,4,6
.cLc,4,25
.cLcL,5,4
.cLl,4,2
.cLlL,5,1
.cT,3,4
.l,2,638
.l.,3,3
.lC,3,122
.lC.,4,1
.lCc,4,1
.lCl,4,4
.lClC,5,7
.lL,3,49
.lL.L,5,1
.lLl,4,4
.lLlL,5,5
.lT,3,4
.lTl,4,1
.t,2,92
.tC,3,25
.tClL,5,1
.tL,3,20
.tT,3,1
C,1,1397265
C.,2,535
C..,3,1
C.C,3,90
C.Cc,4,3
C.CcL,5,1
C.Cl,4,6
C.ClC,5,3
C.ClT,5,1
C.L,3,44
C.Lc,4,1
C.Lc.,5,1
C.LcC,5,1
C.LcL,5,1
C.Ll,4,1
C.LlL,5,1
C.T,3,3
Cc,2,59412
Cc.,3,73
Cc..,4,1
Cc..L,5,2
Cc.c,4,9
Cc.c.,5,1
Cc.cC,5,2
Cc.cL,5,4
Cc.cT,5,1
Cc.l,4,3
Cc.lC,5,1
Cc.lL,5,1
Cc.t,4,1
Cc.tC,5,1
CcC,3,18426
CcC.,4,383
CcC..,5,32
CcC.C,5,222
CcC.L,5,87
CcC.T,5,4
CcCc,4,1720
CcCc.,5,128
CcCcC,5,901
CcCcL,5,341
CcCcT,5,13
CcCl,4,301
CcCl.,5,71
CcClC,5,351
CcClL,5,205
CcClT,5,4
CcCt,4,177
CcCt.,5,6
CcCtC,5,22
CcCtL,5,14
CcCtT,5,1
CcL,3,10786
CcL.,4,161
CcL..,5,13
CcL.C,5,11
CcL.L,5,100
CcL.T,5,2
CcLc,4,677
CcLc.,5,57
CcLcC,5,54
CcLcL,5,621
CcLcT,5,7
CcLl,4,203
CcLl.,5,11
CcLlC,5,21
CcLlL,5,111
CcLt,4,5
CcLt.,5,1
CcLtC,5,1
CcLtL,5,1
CcT,3,802
CcT.,4,6
CcT.T,5,1
CcTc,4,19
CcTc.,5,2
CcTcC,5,3
CcTcL,5,2
CcTl,4,10
CcTl.,5,2
CcTlC,5,4
CcTlL,5,3
CcTlT,5,2
CcTt,4,1
Cl,2,126672
Cl.,3,111
Cl..,4,2
Cl...,5,1
Cl..C,5,3
Cl.c,4,2
Cl.l,4,7
Cl.lC,5,9
Cl.lL,5,2
ClC,3,36364
ClC.,4,399
ClC..,5,24
ClC.C,5,238
ClC.L,5,52
ClC.T,5,2
ClCc,4,324
ClCc.,5,11
ClCcC,5,51
ClCcL,5,32
ClCcT,5,4
ClCl,4,1619
ClCl.,5,169
ClClC,5,1202
ClClL,5,248
ClClT,5,15
ClCt,4,26
ClCt.,5,2
ClCtC,5,11
ClCtL,5,8
ClCtT,5,1
ClL,3,11537
ClL.,4,147
ClL..,5,2
ClL.C,5,5
ClL.L,5,16
ClL.T,5,1
ClLc,4,45
ClLc.,5,3
ClLcC,5,10
ClLcL,5,23
ClLl,4,632
ClLl.,5,6
ClLlC,5,18
ClLlL,5,66
ClLlT,5,4
ClLt,4,5
ClLtL,5,1
ClT,3,392
ClT.,4,7
ClT..,5,3
ClT.C,5,18
ClT.L,5,2
ClT.T,5,8
ClTc,4,6
ClTcC,5,2
ClTl,4,35
ClTl.,5,7
ClTlC,5,97
ClTlL,5,9
ClTlT,5,39
ClTt,4,3
Clt,3,1
Ct,2,21467
Ct.,3,43
Ct..,4,1
Ct..C,5,1
Ct..L,5,2
Ct.c,4,4
Ct.cC,5,1
Ct.cL,5,15
Ct.l,4,4
Ct.lL,5,3
CtC,3,9235
CtC.,4,129
CtC..,5,4
CtC.C,5,47
CtC.L,5,25
CtCc,4,201
CtCc.,5,21
CtCcC,5,159
CtCcL,5,24
CtCcT,5,2
CtCl,4,481
CtCl.,5,23
CtClC,5,118
CtClL,5,124
CtClT,5,2
CtCt,4,6
CtCtC,5,3
CtCtL,5,3
CtCtT,5,1
CtL,3,5480
CtL.,4,31
CtL..,5,1
CtL.C,5,4
CtL.L,5,11
CtLc,4,173
CtLc.,5,6
CtLcC,5,10
CtLcL,5,71
CtLl,4,30
CtLl.,5,2
CtLlC,5,2
CtLlL,5,9
CtLlT,5,1
CtLt,4,2
CtT,3,667
CtT.,4,29
CtT.C,5,2
CtT.L,5,17
CtT.T,5,1
CtTc,4,4
CtTcL,5,2
CtTl,4,145
CtTl.,5,3
CtTlC,5,7
CtTlL,5,73
CtTlT,5,1
CtTt,4,1
L,1,589785
L.,2,154
L.C,3,20
L.ClC,5,1
L.L,3,16
L.Lc,4,1
L.Ll,4,2
L.T,3,1
L.TlC,5,1
Lc,2,21541
Lc.,3,12
Lc..C,5,1
Lc.c.,5,1
Lc.cL,5,1
Lc.l,4,1
Lc.lL,5,1
LcC,3,1622
LcC.,4,15
LcC..,5,7
LcC.C,5,25
LcC.L,5,2
LcC.T,5,1
LcCc,4,48
LcCc.,5,11
LcCcC,5,112
LcCcL,5,20
LcCl,4,22
LcCl.,5,15
