signatures (1 letter),length,counts
,0,3879574
.,1,5598
..,2,631
..C,3,2
..L,3,3
.c,2,348
.c.,3,1
.c.c,4,1
.cC,3,54
.cC.C,5,1
.cCc,4,5
.cCcC,5,1
.cCl.,5,1
.cCtC,5,2
.cL,3,25
.cLc,4,3
.cLcL,5,1
.cLl,4,2
.cLlL,5,1
.cLtC,5,1
.cT,3,7
.cT.L,5,1
.cTc,4,2
.cTcL,5,1
.cTl,4,1
.l,2,702
.l.,3,2
.lC,3,76
.lC.,4,2
.lCc,4,1
.lCl,4,5
.lCl.,5,1
.lClC,5,3
.lCt,4,1
.lL,3,50
.lL.L,5,1
.lLc,4,1
.lLl,4,4
.lLlL,5,3
.lT,3,7
.lTl,4,2
.t,2,99
.t.,3,2
.tC,3,20
.tClC,5,1
.tCtC,5,1
.tL,3,32
.tL.,4,1
.tLc,4,1
.tLcL,5,2
.tT,3,1
C,1,1164821
C.,2,1016
C..,3,1
C.C,3,74
C.C.,4,1
C.C.C,5,1
C.Cl,4,2
C.Cl.,5,1
C.ClL,5,1
C.Ct,4,1
C.CtC,5,2
C.L,3,54
C.L.,4,1
C.LcL,5,1
C.Ll.,5,1
C.Lt,4,1
C.T,3,4
C.Tl,4,1
Cc,2,71639
Cc.,3,93
Cc..,4,2
Cc.c,4,7
Cc.c.,5,3
Cc.cC,5,4
Cc.cL,5,3
Cc.l,4,9
Cc.lC,5,5
Cc.t,4,1
CcC,3,13604
CcC.,4,237
CcC..,5,21
CcC.C,5,143
CcC.L,5,30
CcC.T,5,15
CcCc,4,643
CcCc.,5,85
CcCcC,5,567
CcCcL,5,146
CcCcT,5,24
CcCl,4,639
CcCl.,5,49
CcClC,5,271
CcClL,5,75
CcClT,5,5
CcCt,4,32
CcCt.,5,17
CcCtC,5,103
CcCtL,5,13
CcCtT,5,7
CcL,3,8387
CcL.,4,187
CcL..,5,15
CcL.C,5,14
CcL.L,5,55
CcL.T,5,1
CcLc,4,779
CcLc.,5,31
CcLcC,5,60
CcLcL,5,254
CcLcT,5,11
CcLl,4,315
CcLl.,5,4
CcLlC,5,21
CcLlL,5,38
CcLt,4,14
CcLtC,5,4
CcLtL,5,9
CcT,3,1220
CcT.,4,83
CcT.C,5,3
CcT.L,5,9
CcT.T,5,3
CcTc,4,393
CcTc.,5,9
CcTcC,5,21
CcTcL,5,50
CcTcT,5,31
CcTl,4,37
CcTlC,5,2
CcTlL,5,6
CcTlT,5,1
CcTt,4,5
CcTtC,5,1
CcTtL,5,1
Cl,2,135707
Cl.,3,109
Cl..,4,5
Cl..C,5,2
Cl.l,4,13
Cl.lC,5,1
ClC,3,22406
ClC.,4,268
ClC..,5,15
ClC.C,5,143
ClC.L,5,26
ClCc,4,106
ClCc.,5,12
ClCcC,5,75
ClCcL,5,16
ClCcT,5,7
ClCl,4,1063
ClCl.,5,78
ClClC,5,625
ClClL,5,118
ClClT,5,12
ClCt,4,27
ClCt.,5,4
ClCtC,5,20
ClCtL,5,10
ClCtT,5,1
ClL,3,10153
ClL.,4,181
ClL..,5,13
ClL.C,5,6
ClL.L,5,64
ClL.T,5,1
ClLc,4,78
ClLc.,5,2
ClLcC,5,12
ClLcL,5,24
ClLcT,5,2
ClLl,4,764
ClLl.,5,40
ClLlC,5,48
ClLlL,5,373
ClLlT,5,4
ClLt,4,16
ClLt.,5,1
ClLtC,5,4
ClLtL,5,5
ClLtT,5,2
ClT,3,1216
ClT.,4,58
ClT..,5,1
ClT.C,5,2
ClT.L,5,2
ClT.T,5,2
ClTc,4,16
ClTcL,5,1
ClTcT,5,1
ClTl,4,249
ClTl.,5,1
ClTlC,5,3
ClTlL,5,7
ClTlT,5,3
ClTt,4,9
ClTt.,5,1
ClTtC,5,1
ClTtL,5,1
Ct,2,27337
Ct.,3,44
Ct..C,5,1
Ct.cL,5,1
