signatures (1 letter),length,counts
Ct.l,4,1
Ct.t,4,1
Ct.tC,5,1
CtC,3,7789
CtC.,4,34
CtC..,5,5
CtC.C,5,55
CtC.L,5,32
CtC.T,5,1
CtCc,4,80
CtCc.,5,5
CtCcC,5,25
CtCcL,5,11
CtCcT,5,1
CtCl,4,88
CtCl.,5,22
CtClC,5,141
CtClL,5,118
CtClT,5,5
CtCt,4,10
CtCt.,5,38
CtCtC,5,239
CtCtL,5,15
CtCtT,5,1
CtL,3,7468
CtL.,4,42
CtL..,5,2
CtL.C,5,5
CtL.L,5,24
CtL.T,5,1
CtLc,4,93
CtLc.,5,14
CtLcC,5,13
CtLcL,5,132
CtLcT,5,2
CtLl,4,112
CtLl.,5,5
CtLlC,5,7
CtLlL,5,15
CtLlT,5,1
CtLt,4,5
CtLt.,5,1
CtLtC,5,1
CtLtL,5,1
CtLtT,5,1
CtT,3,262
CtT.,4,33
CtT.L,5,3
CtTc,4,5
CtTcC,5,1
CtTcL,5,1
CtTcT,5,2
CtTl,4,110
CtTl.,5,2
CtTlC,5,4
CtTlL,5,9
CtTlT,5,1
CtTt,4,73
CtTtL,5,2
L,1,638786
L.,2,290
L..,3,1
L.C,3,31
L.L,3,98
L.Lc,4,1
L.LlL,5,1
L.T,3,4
Lc,2,35073
Lc.,3,17
Lc.c,4,3
Lc.cL,5,2
LcC,3,2625
LcC.,4,14
LcC..,5,5
LcC.C,5,20
LcC.L,5,3
LcC.T,5,2
LcCCC,5,1
LcCc,4,44
LcCc.,5,8
LcCcC,5,66
LcCcL,5,15
LcCcT,5,4
LcCl,4,51
LcCl.,5,5
LcClC,5,54
LcClL,5,14
LcClT,5,1
LcCt,4,6
LcCt.,5,6
LcCtC,5,29
LcCtL,5,1
LcL,3,6346
LcL.,4,133
LcL..,5,5
LcL.C,5,9
LcL.L,5,52
LcL.T,5,1
LcLLL,5,1
LcLc,4,622
LcLc.,5,44
LcLcC,5,32
LcLcL,5,317
LcLcT,5,10
LcLl,4,159
LcLl.,5,3
LcLlC,5,12
LcLlL,5,68
LcLt,4,11
LcLtC,5,3
LcLtL,5,5
LcLtT,5,2
LcT,3,201
LcT.,4,24
LcT.L,5,2
LcTc,4,20
LcTcL,5,5
LcTcT,5,1
LcTl,4,113
LcTl.,5,1
LcTlC,5,3
LcTlL,5,4
LcTt,4,1
LcTtL,5,2
Ll,2,68483
Ll.,3,25
Ll..,4,1
Ll.cC,5,1
Ll.l,4,5
Ll.lL,5,4
LlC,3,4189
LlC.,4,35
LlC..,5,1
LlC.C,5,23
LlC.L,5,8
LlC.T,5,2
LlCc,4,27
LlCc.,5,6
LlCcC,5,15
LlCcL,5,8
LlCcT,5,2
LlCl,4,115
LlCl.,5,10
LlClC,5,94
LlClL,5,16
LlClT,5,6
LlCt,4,9
LlCt.,5,1
LlCtC,5,8
LlCtL,5,2
LlL,3,13220
LlL.,4,224
LlL..,5,8
LlL.C,5,11
LlL.L,5,83
LlLc,4,59
LlLc.,5,4
LlLcC,5,12
LlLcL,5,19
LlLcT,5,2
LlLl,4,1026
LlLl.,5,40
LlLlC,5,47
LlLlL,5,386
LlLlT,5,3
LlLt,4,15
LlLt.,5,1
LlLtC,5,6
LlLtL,5,4
LlT,3,258
LlT.,4,13
LlT.C,5,1
LlT.L,5,1
LlTc,4,7
LlTcC,5,1
LlTcL,5,3
LlTcT,5,1
LlTl,4,49
LlTlL,5,3
LlTlT,5,5
LlTt,4,1
LlTtC,5,1
LlTtT,5,1
Lt,2,15922
Lt.,3,8
Lt..,4,1
Lt.cL,5,1
Lt.l,4,3
Lt.l.,5,1
Lt.lL,5,2
Lt.tC,5,1
LtC,3,788
LtC.,4,3
LtC.C,5,4
LtC.L,5,1
LtCc,4,5
LtCcC,5,1
LtCl,4,13
LtCl.,5,1
LtClC,5,9
LtClL,5,3
LtClT,5,1
LtCt,4,2
LtCt.,5,1
LtCtC,5,6
LtL,3,4840
LtL.,4,21
LtL..,5,1
LtL.C,5,3
LtL.L,5,8
LtL.T,5,2
LtLc,4,10
LtLc.,5,1
LtLcC,5,8
LtLcL,5,7
LtLcT,5,1
LtLl,4,99
LtLl.,5,4
LtLlC,5,11
LtLlL,5,41
LtLlT,5,2
LtLt,4,4
LtLtT,5,1
LtT,3,491
LtT.,4,14
LtT..,5,1
LtT.L,5,6
LtTc,4,6
LtTl,4,90
LtTl.,5,2
LtTlL,5,36
LtTt,4,3
T,1,304366
T.,2,140
T.C,3,20
T.C.C,5,1
T.Cl,4,1
T.L,3,19
T.T.,4,1
Tc,2,13779
Tc.,3,7
Tc.c,4,5
Tc.cL,5,1
TcC,3,994
TcC.,4,9
TcC..,5,2
TcC.C,5,2
TcCc,4,17
TcCcC,5,17
TcCcL,5,3
TcCl,4,16
TcClC,5,13
TcClL,5,6
TcClT,5,1
TcCt,4,6
TcCtC,5,5
TcCtL,5,2
TcL,3,1648
TcL.,4,21
TcL.C,5,3
TcL.L,5,10
TcLc,4,129
TcLc.,5,1
TcLcC,5,6
TcLcL,5,15
TcLcT,5,1
TcLl,4,18
TcLl.,5,2
TcLlC,5,5
TcLlL,5,19
TcT,3,270
TcT.,4,15
TcT..,5,1
TcT.L,5,3
TcTc,4,125
TcTc.,5,8
TcTcC,5,5
TcTcL,5,28
TcTl,4,11
TcTlL,5,2
TcTt,4,1
Tl,2,48900
Tl.,3,12
Tl..,4,2
Tl..C,5,1
Tl.l,4,1
TlC,3,1214
TlC.,4,14
TlC..,5,2
TlC.C,5,4
TlCc,4,5
TlCcC,5,8
TlCcL,5,4
TlCl,4,48
TlClC,5,26
TlClL,5,2
TlClT,5,2
TlCt,4,2
TlCt.,5,1
TlCtC,5,1
TlCtL,5,2
TlL,3,3924
TlL.,4,109
TlL..,5,1
TlL.C,5,3
TlL.L,5,32
TlL.T,5,2
TlLc,4,18
TlLcC,5,2
TlLcL,5,9
TlLcT,5,1
TlLl,4,451
TlLl.,5,10
TlLlC,5,12
TlLlL,5,115
TlLlT,5,2
TlLt,4,4
TlLtC,5,5
TlLtL,5,1
TlT,3,761
TlT.,4,29
TlT.C,5,1
TlT.L,5,2
TlT.T,5,5
TlTc,4,6
TlTcL,5,2
TlTcT,5,1
TlTl,4,103
TlTl.,5,1
TlTlC,5,3
TlTlL,5,2
TlTlT,5,32
Tt,2,8526
Tt.,3,7
Tt..L,5,1
Tt.l,4,2
Tt.lL,5,1
TtC,3,684
TtC.,4,2
TtC.C,5,2
TtCc,4,5
TtCl,4,10
TtClC,5,7
TtClL,5,1
TtCtC,5,6
TtCtL,5,1
TtCtT,5,1
TtL,3,991
TtL.,4,5
TtL.C,5,3
TtL.L,5,2
TtLc,4,7
TtLc.,5,1
TtLcL,5,3
TtLl,4,10
TtLlC,5,1
TtLlL,5,3
TtLt,4,1
TtT,3,561
TtT.,4,18
TtT.L,5,7
TtTc,4,2
TtTcL,5,2
TtTl,4,105
TtTl.,5,4
TtTlC,5,5
TtTlL,5,45
TtTt,4,3
TtTt.,5,1
TtTtL,5,13
tc,2,1
