signatures (1 letter),length,counts
LcL.T,5,3
LcLc,4,239
LcLcC,5,5
LcLcL,5,15
LcLcT,5,2
LcLl,4,3
LcLt,4,8
LcLtC,5,1
LcLtL,5,1
LcT,3,600
LcT.,4,10
LcT.T,5,7
LcTc,4,90
LcTc.,5,2
LcTcC,5,2
LcTcL,5,5
LcTcT,5,9
LcTl,4,3
LcTlT,5,1
LcTt,4,4
LcTt.,5,1
LcTtC,5,1
LcTtT,5,9
Ll,2,5130
Ll.,3,4
LlC,3,267
LlCc,4,3
LlCl,4,1
LlClC,5,4
LlCt,4,1
LlCt.,5,1
LlL,3,530
LlLcC,5,1
LlLl,4,3
LlLt,4,1
LlLtC,5,1
LlT,3,456
LlT.,4,4
LlTc,4,2
LlTl,4,4
LlTtC,5,1
Lt,2,27130
Lt.,3,21
Lt..,4,1
LtC,3,1880
LtC.,4,11
LtC.C,5,6
LtCc,4,7
LtCc.,5,1
LtCcC,5,5
LtCcT,5,1
LtCl,4,3
LtCl.,5,1
LtClC,5,3
LtClT,5,1
LtCt,4,42
LtCt.,5,4
LtCtC,5,13
LtCtL,5,1
LtCtT,5,1
LtL,3,3322
LtL.,4,17
LtL.C,5,1
LtLc,4,8
LtLc.,5,1
LtLcC,5,5
LtLcT,5,1
LtLlT,5,2
LtLt,4,68
LtLt.,5,2
LtLtC,5,6
LtT,3,1169
LtT.,4,4
LtT.L,5,1
LtTc,4,13
LtTcT,5,1
LtTl,4,1
LtTt,4,53
LtTtL,5,2
T,1,488684
T.,2,68
T..,3,1
T.C,3,7
T.L,3,1
T.Lc,4,1
T.T,3,8
Tc,2,27373
Tc.,3,12
Tc..,4,1
Tc.c,4,3
Tc.c.,5,1
Tc.cC,5,1
Tc.cL,5,1
Tc.t,4,1
Tc.tT,5,1
TcC,3,2266
TcC.,4,30
TcC..,5,3
TcC.C,5,6
TcC.L,5,1
TcC.T,5,2
TcCc,4,80
TcCc.,5,6
TcCcC,5,42
TcCcL,5,3
TcCcT,5,4
TcCl,4,6
TcClC,5,3
TcCt,4,17
TcCt.,5,3
TcCtC,5,15
TcCtL,5,1
TcCtT,5,2
TcL,3,659
TcL.,4,10
TcL.C,5,1
TcLc,4,61
TcLc.,5,2
TcLcC,5,5
TcLcL,5,3
TcLt,4,4
TcLtC,5,1
TcLtL,5,1
TcT,3,1683
TcT.,4,35
TcT..,5,3
TcT.C,5,1
TcT.L,5,1
TcT.T,5,4
TcTc,4,135
TcTc.,5,6
TcTcC,5,7
TcTcL,5,15
TcTcT,5,9
TcTl,4,4
TcTlC,5,3
TcTlL,5,1
TcTlT,5,1
TcTt,4,27
TcTtC,5,4
TcTtL,5,1
TcTtT,5,24
Tl,2,9281
Tl.,3,6
Tl..,4,1
Tl.cT,5,1
Tl.l,4,3
TlC,3,459
TlCc,4,3
TlCcC,5,4
TlCl,4,1
TlCl.,5,1
TlClC,5,1
TlCt,4,4
TlCt.,5,2
TlCtL,5,1
TlL,3,77
TlLc,4,1
TlLt,4,3
TlT,3,1672
TlT.,4,14
TlT.C,5,1
TlT.T,5,1
TlTc,4,6
TlTcC,5,3
TlTcT,5,2
TlTl,4,101
TlTlC,5,1
TlTlT,5,2
TlTtC,5,3
Tt,2,23899
Tt.,3,24
Tt..T,5,1
Tt.l,4,1
Tt.t,4,2
Tt.tC,5,1
Tt.tT,5,1
TtC,3,1534
TtC.,4,4
TtCc,4,11
TtCcC,5,4
TtCcL,5,1
TtCcT,5,1
TtClC,5,1
TtCt,4,15
TtCt.,5,3
TtCtC,5,30
TtCtL,5,2
TtCtT,5,3
TtL,3,938
TtL.,4,7
TtL.L,5,1
TtLc,4,12
TtLc.,5,1
TtLcC,5,1
TtLcL,5,2
TtLl,4,1
TtLt,4,13
TtLtC,5,4
TtLtL,5,12
TtT,3,3468
TtT.,4,29
TtT..,5,1
TtT.C,5,2
TtT.T,5,8
TtTc,4,54
TtTcC,5,1
TtTcL,5,1
TtTl,4,21
TtTlC,5,2
TtTlT,5,1
TtTt,4,83
TtTt.,5,4
TtTtC,5,11
TtTtL,5,20
TtTtT,5,55
