signatures (1 letter),length,counts
,0,3713244
.,1,7502
..,2,22
.c,2,375
.cC,3,73
.cC.,4,1
.cC.C,5,1
.cCc,4,6
.cCcC,5,7
.cCcL,5,1
.cL,3,8
.cT,3,7
.cTc,4,1
.l,2,132
.lC,3,10
.lL,3,2
.lT,3,3
.t,2,224
.tC,3,57
.tCtC,5,1
.tL,3,5
.tL.,4,1
.tLt,4,2
.tT,3,13
.tTt,4,1
C,1,1781741
C.,2,379
C..,3,2
C.C,3,99
C.CcC,5,1
C.CcL,5,1
C.Ct,4,1
C.CtC,5,1
C.L,3,10
C.T,3,13
C.Tc,4,2
Cc,2,93638
Cc.,3,86
Cc..C,5,1
Cc.c,4,15
Cc.cC,5,5
Cc.cL,5,1
Cc.tT,5,1
CcC,3,27708
CcC.,4,241
CcC..,5,24
CcC.C,5,200
CcC.L,5,22
CcC.T,5,9
CcCc,4,1281
CcCc.,5,128
CcCcC,5,1247
CcCcL,5,125
CcCcT,5,60
CcCl,4,26
CcCl.,5,6
CcClC,5,21
CcClL,5,3
CcClT,5,3
CcCt,4,75
CcCt.,5,24
CcCtC,5,201
CcCtL,5,11
CcCtT,5,30
CcL,3,3331
CcL.,4,30
CcL..,5,1
CcL.C,5,5
CcL.L,5,2
CcLc,4,165
CcLc.,5,8
CcLcC,5,41
CcLcL,5,31
CcLcT,5,1
CcLl,4,4
CcLt,4,25
CcLt.,5,2
CcLtC,5,1
CcLtT,5,2
CcT,3,2271
CcT.,4,57
CcT.C,5,6
CcT.T,5,2
CcTc,4,340
CcTc.,5,6
CcTcC,5,53
CcTcL,5,1
CcTcT,5,2
CcTl,4,10
CcTlC,5,1
CcTt,4,14
CcTtC,5,4
CcTtT,5,3
Cl,2,25505
Cl.,3,29
Cl...,5,1
Cl.c,4,1
Cl.lC,5,1
ClC,3,6102
ClC.,4,13
ClC..,5,3
ClC.C,5,10
ClCc,4,23
ClCc.,5,1
ClCcC,5,10
ClCcL,5,1
ClCl,4,29
ClCl.,5,2
ClClC,5,40
ClClL,5,4
ClCt,4,11
ClCt.,5,2
ClCtC,5,6
