signatures (1 letter),length,counts
ClCtL,5,1
ClCtT,5,1
ClL,3,133
ClLc,4,3
ClLl,4,7
ClLtC,5,1
ClLtL,5,1
ClT,3,1178
ClT.,4,15
ClT.T,5,1
ClTc,4,11
ClTcC,5,3
ClTcL,5,1
ClTl,4,77
ClTlC,5,1
ClTt,4,6
Ct,2,54767
Ct.,3,71
Ct..,4,1
Ct.t,4,3
Ct.tC,5,2
CtC,3,23071
CtC.,4,35
CtC..,5,4
CtC.C,5,41
CtC.L,5,4
CtC.T,5,2
CtCc,4,116
CtCc.,5,5
CtCcC,5,33
CtCcL,5,5
CtCcT,5,3
CtCl,4,13
CtCl.,5,4
CtClC,5,34
CtClL,5,2
CtClT,5,3
CtCt,4,125
CtCt.,5,29
CtCtC,5,200
CtCtL,5,30
CtCtT,5,7
CtL,3,2545
CtL.,4,23
CtL.C,5,1
CtLc,4,62
CtLc.,5,1
CtLcC,5,4
CtLcL,5,2
CtLl,4,2
CtLt,4,87
CtLt.,5,3
CtLtC,5,3
CtT,3,2173
CtT.,4,27
CtT.C,5,1
CtTc,4,16
CtTcC,5,3
CtTcT,5,1
CtTl,4,7
CtTt,4,177
CtTtC,5,1
CtTtL,5,2
CtTtT,5,2
L,1,390801
L.,2,101
L.C,3,9
L.L,3,4
L.T,3,3
Lc,2,19749
Lc.,3,7
Lc.c,4,2
LcC,3,1985
LcC.,4,17
LcC..,5,3
LcC.C,5,4
LcC.T,5,1
LcCc,4,72
LcCc.,5,5
LcCcC,5,36
LcCcL,5,4
LcCcT,5,5
LcCl,4,10
LcClC,5,1
LcCt,4,5
LcCt.,5,1
LcCtC,5,5
LcL,3,1733
LcL.,4,16
LcL.L,5,2
LcLc,4,31
LcLc.,5,5
LcLcC,5,4
LcLcL,5,31
LcLt,4,68
LcT,3,131
LcT.,4,13
LcT.C,5,1
LcTc,4,83
LcTcC,5,1
LcTl,4,1
LcTt,4,1
Ll,2,2783
Ll.,3,5
LlC,3,494
LlCc,4,1
LlCcC,5,1
LlCl,4,2
LlClC,5,1
LlCt,4,3
LlCtC,5,1
LlL,3,65
LlL.,4,6
LlLc,4,6
LlLl,4,42
LlLt,4,1
LlT,3,32
LlTt,4,1
Lt,2,15695
Lt.,3,9
Lt.l,4,1
Lt.lT,5,1
LtC,3,1366
LtC.,4,1
LtCc,4,9
LtCc.,5,3
LtCcC,5,9
LtCl,4,1
LtCt,4,5
LtCt.,5,1
LtCtC,5,3
LtL,3,1604
LtL.,4,6
LtL.C,5,1
LtL.T,5,1
LtLc,4,32
LtLcC,5,3
LtLl,4,2
LtLt,4,3
LtT,3,399
LtT.,4,9
LtT..,5,1
LtT.C,5,2
LtT.L,5,2
LtT.T,5,3
LtTc,4,4
LtTl,4,42
LtTl.,5,1
LtTlL,5,1
LtTlT,5,24
LtTt,4,4
LtTt.,5,1
LtTtC,5,2
LtTtL,5,15
T,1,276709
T.,2,42
T.C,3,5
T.L,3,2
T.T,3,3
Tc,2,13004
Tc.,3,2
Tc..,4,2
Tc.c,4,5
Tc.cC,5,2
TcC,3,1581
TcC.,4,9
TcC..,5,1
TcC.C,5,6
TcCc,4,39
TcCc.,5,4
TcCcC,5,49
TcCcL,5,3
TcCcT,5,4
TcCl,4,1
TcClC,5,3
TcCt,4,4
TcCt.,5,2
TcCtC,5,7
TcL,3,217
TcL.,4,1
TcLc,4,10
TcLc.,5,2
TcLcL,5,1
TcLl,4,2
TcT,3,749
TcT.,4,83
TcT.C,5,1
TcTc,4,413
TcTc.,5,3
TcTcC,5,16
TcTcT,5,2
TcTlC,5,1
TcTt,4,8
Tl,2,6234
TlC,3,231
TlC.C,5,1
TlCc,4,2
TlCcC,5,1
TlCtC,5,1
TlL,3,22
TlLcC,5,1
TlLl,4,1
TlLt.,5,1
TlT,3,635
TlT.,4,2
TlTc,4,2
TlTt,4,1
TlTtC,5,1
Tt,2,8856
Tt.,3,7
Tt.t,4,2
Tt.tT,5,1
TtC,3,609
TtC.,4,1
TtC.C,5,1
TtC.T,5,2
TtCc,4,7
TtCc.,5,1
TtCcC,5,5
TtCcT,5,1
TtCl,4,2
TtClT,5,23
TtCt,4,1
TtCtC,5,5
TtL,3,95
TtLcL,5,1
TtLl,4,1
TtLt,4,2
TtLtC,5,1
TtT,3,1626
TtT.,4,15
TtT..,5,2
TtT.T,5,1
TtTc,4,3
TtTl,4,3
TtTl.,5,1
TtTt,4,64
TtTt.,5,1
TtTtC,5,2
TtTtT,5,30
