signatures (1 letter),length,counts
,0,3402983
.,1,7168
..,2,19
.c,2,386
.cC,3,100
.cC.C,5,1
.cCc,4,1
.cCcC,5,3
.cL,3,11
.cT,3,2
.cTc,4,3
.l,2,83
.l.,3,1
.lC,3,32
.lCc.,5,1
.lClC,5,2
.lL,3,1
.lT,3,1
.t,2,166
.t.,3,1
.tC,3,35
.tL,3,9
.tT,3,2
C,1,1596908
C.,2,315
C.C,3,72
C.C.,4,1
C.Cc,4,6
C.CcC,5,2
C.CtC,5,1
C.L,3,3
C.LcC,5,1
C.T,3,3
Cc,2,92879
Cc.,3,89
Cc..,4,3
Cc...,5,2
Cc..C,5,2
Cc.c,4,6
Cc.cC,5,4
CcC,3,23799
CcC.,4,347
CcC..,5,27
CcC.C,5,183
CcC.L,5,9
CcC.T,5,4
CcCc,4,1686
CcCc.,5,133
CcCcC,5,1112
CcCcL,5,58
CcCcT,5,30
CcCl,4,17
CcClC,5,45
CcClL,5,4
CcClT,5,3
CcCt,4,52
CcCt.,5,17
CcCtC,5,114
CcCtL,5,11
CcCtT,5,7
CcL,3,2031
CcL.,4,46
CcL..,5,2
CcL.C,5,2
CcL.L,5,7
CcLc,4,352
CcLc.,5,10
CcLcC,5,31
CcLcL,5,59
CcLcT,5,6
CcLl,4,2
CcLlL,5,1
CcLt,4,4
CcLt.,5,2
CcLtC,5,1
CcLtL,5,2
CcT,3,506
CcT.,4,23
CcT..,5,1
CcT.C,5,3
CcTc,4,168
CcTc.,5,7
CcTcC,5,54
CcTcL,5,1
CcTcT,5,2
CcTl,4,1
CcTt,4,2
CcTt.,5,1
CcTtC,5,1
CcTtT,5,2
Cl,2,23255
Cl.,3,31
Cl.l,4,1
Cl.lC,5,3
ClC,3,7795
ClC.,4,14
ClC.C,5,25
ClC.L,5,2
ClC.T,5,1
ClCc,4,36
ClCc.,5,2
ClCcC,5,38
ClCcL,5,4
ClCcT,5,2
ClCl,4,37
ClCl.,5,8
ClClC,5,86
ClClL,5,5
ClCt,4,7
ClCtC,5,5
ClL,3,198
ClL.,4,1
ClL.L,5,2
ClLc,4,1
ClLcL,5,1
ClLl,4,3
ClLlL,5,2
ClT,3,430
ClT.,4,1
ClTc,4,3
ClTcC,5,1
Ct,2,29901
Ct.,3,82
Ct.tC,5,1
CtC,3,11943
CtC.,4,8
CtC..,5,10
CtC.C,5,48
CtC.L,5,1
CtC.T,5,1
CtCc,4,51
CtCc.,5,13
CtCcC,5,134
CtCcL,5,8
CtCcT,5,3
CtCl,4,10
CtCl.,5,8
CtClC,5,50
CtClL,5,1
CtClT,5,3
CtCt,4,28
CtCt.,5,6
CtCtC,5,110
CtCtL,5,4
CtL,3,2526
CtLc,4,8
CtLc.,5,1
CtLcC,5,1
CtLcL,5,1
CtLt.,5,1
CtLtC,5,1
CtT,3,1282
CtTc,4,8
CtTcC,5,1
CtTcT,5,1
CtTtC,5,1
L,1,395763
L.,2,86
L.C,3,7
L.CcL,5,1
L.L,3,4
L.T,3,1
Lc,2,21753
Lc.,3,5
Lc..,4,1
Lc.c,4,1
Lc.cC,5,1
LcC,3,1828
LcC.,4,25
LcC..,5,5
LcC.C,5,35
LcC.L,5,1
LcCc,4,137
LcCc.,5,19
LcCcC,5,206
LcCcL,5,12
LcCcT,5,6
LcCl,4,5
LcClC,5,5
LcCt,4,7
LcCt.,5,2
LcCtC,5,13
LcCtL,5,1
LcL,3,1569
LcL.,4,30
LcL.C,5,2
LcLc,4,169
LcLc.,5,2
LcLcC,5,5
LcLcL,5,2
LcLl,4,2
LcLt,4,2
LcLtL,5,1
LcT,3,318
LcT.,4,4
LcTc,4,28
LcTcC,5,4
LcTcL,5,1
LcTl,4,1
LcTt,4,2
LcTtT,5,1
Ll,2,5885
Ll.,3,1
LlC,3,354
LlC.,4,1
LlCc,4,1
LlCcC,5,2
LlClC,5,3
LlL,3,367
LlL.,4,1
LlL.L,5,1
LlLc,4,2
LlLcL,5,1
LlLl,4,6
LlLlL,5,1
LlT,3,16
Lt,2,6619
Lt.,3,4
LtC,3,544
LtC.,4,2
LtC.C,5,1
LtCc,4,6
LtCc.,5,1
LtCcC,5,4
LtClC,5,3
LtCt,4,1
LtCtC,5,2
LtL,3,2032
LtL.C,5,1
LtLc,4,2
LtLcC,5,3
LtLlC,5,1
LtLt,4,1
LtLtC,5,1
LtT,3,601
LtT.L,5,1
LtTl,4,1
LtTt,4,1
T,1,208788
T.,2,38
T.C,3,6
T.L,3,6
Tc,2,9505
Tc.,3,4
Tc..,4,1
Tc.c,4,3
Tc.c.,5,1
Tc.cC,5,2
TcC,3,762
TcC.,4,12
TcC..,5,2
TcC.C,5,8
TcCc,4,60
TcCc.,5,5
TcCcC,5,59
TcCcL,5,3
TcCcT,5,1
TcCl,4,2
TcCt,4,3
TcCtC,5,4
TcL,3,216
TcL.C,5,2
TcL.L,5,1
TcLc,4,3
TcLcC,5,2
TcLcL,5,1
TcLt,4,2
TcT,3,314
TcT.,4,48
TcTc,4,229
TcTcC,5,6
TcTl,4,1
Tl,2,4893
Tl.,3,1
TlC,3,287
TlCc,4,1
TlCcC,5,1
TlClT,5,1
TlCt,4,2
TlL,3,161
TlLc,4,1
TlLc.,5,1
TlLcC,5,1
TlLl,4,2
TlLlL,5,1
TlT,3,13
Tt,2,4239
Tt.,3,2
TtC,3,677
TtC.,4,6
TtCc,4,68
TtCcC,5,5
TtCl,4,1
TtCtC,5,3
TtL,3,61
TtLc,4,1
TtLt,4,1
TtT,3,673
TtTc,4,3
t,1,3
