signatures (1 letter),length,counts
TcCt,4,5
TcCtC,5,9
TcCtL,5,1
TcL,3,506
TcL.,4,9
TcL.C,5,1
TcL.T,5,5
TcLc,4,9
TcLc.,5,1
TcLcC,5,4
TcLcT,5,19
TcLt,4,65
TcLt.,5,1
TcLtC,5,1
TcT,3,1632
TcT.,4,41
TcT.C,5,1
TcT.T,5,4
TcTc,4,166
TcTc.,5,1
TcTcC,5,9
TcTcL,5,2
TcTcT,5,34
TcTl,4,2
TcTlT,5,1
TcTt,4,3
TcTt.,5,1
TcTtT,5,1
Tl,2,5276
Tl.,3,12
TlC,3,430
TlC.,4,3
TlC.C,5,1
TlCc,4,3
TlCcC,5,1
TlCl.,5,1
TlClC,5,1
TlCt,4,6
TlL,3,50
TlLl,4,2
TlLt,4,1
TlT,3,1831
TlT.,4,8
TlT.T,5,5
TlTc,4,45
TlTcC,5,1
TlTl,4,3
TlTl.,5,1
TlTlC,5,1
TlTlT,5,26
TlTt,4,3
TlTt.,5,1
Tt,2,7023
Tt.,3,14
Tt..,4,1
Tt.t,4,1
TtC,3,1118
TtC.,4,2
TtC.C,5,1
TtCc,4,8
TtCc.,5,3
TtCcC,5,27
TtCcL,5,1
TtCcT,5,1
TtCl,4,3
TtCt,4,5
TtCt.,5,1
TtCtC,5,4
TtCtT,5,1
TtL,3,333
TtLc,4,1
TtLt,4,5
TtT,3,2280
TtT.,4,9
TtT.T,5,1
TtTc,4,5
TtTcC,5,2
TtTcT,5,1
TtTl,4,1
TtTlT,5,1
TtTt,4,89
TtTtC,5,2
t,1,6
