signatures (1 letter),length,counts
LcC.,4,21
LcC..,5,2
LcC.C,5,11
LcC.L,5,3
LcCc,4,142
LcCc.,5,8
LcCcC,5,54
LcCcL,5,7
LcCcT,5,1
LcCl,4,13
LcClC,5,6
LcClL,5,2
LcCt,4,4
LcCtC,5,2
LcL,3,2458
LcL.,4,124
LcL.C,5,1
LcLc,4,340
LcLc.,5,3
LcLcC,5,15
LcLcL,5,13
LcLl,4,229
LcLl.,5,1
LcLlC,5,5
LcLt,4,2
LcLtC,5,1
LcLtL,5,1
LcT,3,283
LcT.,4,11
LcTc,4,7
LcTcC,5,1
LcTcL,5,2
LcTl,4,64
LcTlC,5,2
Ll,2,22801
Ll.,3,16
Ll.l,4,1
LlC,3,3253
LlC.,4,13
LlC.C,5,8
LlCc,4,56
LlCcC,5,8
LlCcL,5,4
LlCl,4,9
LlCl.,5,3
LlClC,5,24
LlClL,5,1
LlCt,4,3
LlCtC,5,2
LlCtL,5,1
LlL,3,2860
LlL.,4,15
LlL..,5,1
LlLc,4,2
LlLcC,5,2
LlLcL,5,1
LlLl,4,48
LlLlC,5,2
LlLlL,5,7
LlLtL,5,2
LlT,3,281
LlT.,4,17
LlTc,4,1
LlTl,4,82
LlTlC,5,1
LlTlL,5,1
Lt,2,5849
Lt.,3,5
LtC,3,659
LtC.,4,1
LtC.C,5,2
LtCc,4,8
LtCcC,5,2
LtCl,4,3
LtClC,5,6
LtClL,5,1
LtCt,4,3
LtCtC,5,3
LtL,3,2122
LtL.,4,35
LtL.C,5,1
LtL.L,5,2
LtLc,4,103
LtLcC,5,3
LtLcL,5,1
LtLl,4,39
LtLl.,5,1
LtLlC,5,4
LtLlL,5,4
LtLtC,5,1
LtLtL,5,1
LtT,3,482
LtT.,4,1
LtTl,4,3
LtTlL,5,2
LtTt,4,1
T,1,164124
T.,2,63
T.C,3,7
T.Cc,4,1
T.L,3,4
Tc,2,13532
Tc.,3,4
Tc..,4,1
Tc.c,4,3
Tc.lC,5,1
TcC,3,696
TcC.,4,13
TcC.C,5,2
TcCc,4,70
TcCc.,5,4
TcCcC,5,11
TcCcL,5,1
TcCcT,5,1
TcCl,4,3
TcCl.,5,1
TcClC,5,4
TcCt,4,1
TcCtC,5,1
TcL,3,350
TcL.,4,19
TcL.C,5,1
TcLc,4,148
TcLcC,5,2
TcLcL,5,1
TcLl,4,7
TcLl.,5,2
TcLlC,5,4
TcLlL,5,1
TcLt,4,1
TcT,3,639
TcT.,4,13
TcT.L,5,1
TcTc,4,95
TcTcC,5,2
TcTl,4,4
TcTl.,5,1
TcTt.,5,1
Tl,2,22674
Tl.,3,8
Tl..,4,1
Tl..C,5,1
TlC,3,1704
TlC.,4,4
TlC.C,5,1
TlCc,4,11
TlCc.,5,3
TlCcC,5,4
TlCcL,5,2
TlCl,4,6
TlClC,5,5
TlCt,4,2
TlCtC,5,3
TlL,3,1245
TlL.,4,15
TlL.C,5,1
TlLc,4,1
TlLl,4,37
TlLlC,5,15
TlLlL,5,2
TlLt,4,1
TlLt.,5,1
TlT,3,223
TlTl,4,3
Tt,2,3816
TtC,3,128
TtC.C,5,1
TtCc,4,4
TtCcC,5,1
TtCl,4,2
TtClC,5,5
TtCt,4,1
TtL,3,55
TtL.,4,1
TtLc,4,3
TtLl,4,1
TtLlL,5,1
TtT,3,40
TtT.,4,16
TtT.C,5,2
TtTl,4,66
TtTlL,5,1
t,1,1
