signatures (1 letter),length,counts
,0,3520396
.,1,5800
..,2,20
..C,3,3
..L,3,1
.c,2,350
.c.,3,2
.c.lC,5,1
.cC,3,39
.cC.,4,1
.cCc,4,1
.cCc.,5,1
.cCcC,5,3
.cCcL,5,1
.cClL,5,1
.cL,3,9
.cLc,4,3
.cLcL,5,3
.cT,3,5
.l,2,357
.lC,3,79
.lCl,4,1
.lClC,5,1
.lClL,5,1
.lL,3,25
.lLlL,5,1
.lT,3,4
.t,2,103
.tC,3,23
.tClC,5,1
.tL,3,12
.tLc,4,1
.tT,3,1
.tTl,4,1
C,1,1546386
C.,2,416
C..,3,1
C.C,3,108
C.C..,5,1
C.Cc,4,3
C.Cl,4,1
C.ClC,5,1
C.ClL,5,1
C.CtC,5,1
C.CtL,5,1
C.L,3,28
C.L.L,5,1
C.Lc,4,1
C.Ll,4,1
C.Ll.,5,1
C.LlL,5,1
C.LlT,5,1
C.T,3,4
Cc,2,90553
Cc.,3,52
Cc..,4,2
Cc..C,5,1
Cc.c,4,12
Cc.cC,5,7
Cc.cL,5,4
Cc.l,4,1
Cc.lC,5,1
Cc.t,4,1
CcC,3,20008
CcC.,4,297
CcC..,5,24
CcC.C,5,194
CcC.L,5,44
CcC.T,5,6
CcCc,4,1587
CcCc.,5,148
CcCcC,5,929
CcCcL,5,274
CcCcT,5,54
CcCl,4,136
CcCl.,5,27
CcClC,5,161
CcClL,5,75
CcClT,5,3
CcCt,4,52
CcCt.,5,4
CcCtC,5,56
CcCtL,5,14
CcCtT,5,4
CcL,3,4616
CcL.,4,141
CcL..,5,6
CcL.C,5,15
CcL.L,5,27
CcLc,4,747
CcLc.,5,32
CcLcC,5,68
CcLcL,5,198
CcLcT,5,4
CcLl,4,106
CcLl.,5,3
CcLlC,5,17
CcLlL,5,10
CcLlT,5,2
CcLt,4,6
CcLtC,5,3
CcLtL,5,2
CcT,3,725
CcT.,4,16
CcT..,5,1
CcT.C,5,1
CcT.T,5,5
CcTc,4,67
CcTc.,5,3
CcTcC,5,6
CcTcL,5,6
CcTcT,5,41
CcTl,4,20
CcTlC,5,6
CcTlL,5,3
CcTt,4,1
CcTt.,5,1
Cl,2,86957
Cl.,3,122
Cl..L,5,1
Cl.c,4,1
Cl.cL,5,1
Cl.l,4,2
Cl.lC,5,1
Cl.tC,5,1
ClC,3,36630
ClC.,4,96
ClC..,5,19
ClC.C,5,152
ClC.L,5,4
ClC.T,5,1
ClCc,4,183
ClCc.,5,5
ClCcC,5,51
ClCcL,5,9
ClCcT,5,6
ClCl,4,278
ClCl.,5,92
ClClC,5,737
ClClL,5,43
ClClT,5,17
ClCt,4,69
ClCt.,5,14
ClCtC,5,85
ClCtL,5,9
ClCtT,5,2
ClL,3,4421
ClL.,4,17
ClL..,5,3
ClL.C,5,6
ClL.L,5,6
ClL.T,5,1
ClLc,4,36
ClLc.,5,2
ClLcC,5,4
ClLcL,5,4
ClLl,4,82
ClLl.,5,8
ClLlC,5,55
ClLlL,5,58
ClLt,4,5
ClLtT,5,2
ClT,3,541
ClT.,4,11
ClT..,5,1
ClT.C,5,3
ClT.L,5,1
ClTc,4,6
ClTcC,5,3
ClTcL,5,1
ClTcT,5,2
ClTl,4,78
ClTl.,5,1
ClTlC,5,35
ClTt,4,1
ClTt.,5,1
Ct,2,25455
Ct.,3,29
Ct.l.,5,1
Ct.lC,5,1
Ct.lL,5,1
Ct.t,4,1
CtC,3,10575
CtC.,4,31
CtC..,5,4
CtC.C,5,45
CtC.L,5,11
CtC.T,5,1
CtCc,4,207
CtCc.,5,9
CtCcC,5,65
CtCcL,5,10
CtCl,4,30
CtCl.,5,15
CtClC,5,158
CtClL,5,36
CtClT,5,2
CtCt,4,2
CtCt.,5,3
CtCtC,5,21
CtCtL,5,1
CtCtT,5,2
CtL,3,3891
CtL.,4,22
CtL..,5,1
CtL.C,5,9
CtL.L,5,13
CtL.T,5,1
CtLc,4,14
CtLc.,5,1
CtLcC,5,9
CtLcL,5,4
CtLl,4,115
CtLl.,5,13
CtLlC,5,53
CtLlL,5,93
CtLt,4,2
CtLtC,5,1
CtT,3,605
CtT.,4,1
CtT..,5,2
CtT.L,5,10
CtTc,4,4
CtTcL,5,1
CtTl,4,9
CtTl.,5,4
CtTlC,5,3
CtTlL,5,52
L,1,522918
L.,2,128
L.C,3,10
L.L,3,15
L.Lc,4,2
L.Ll,4,1
L.T,3,2
Lc,2,28964
Lc.,3,5
Lc.c,4,3
Lc.l,4,1
LcC,3,1948
