signatures (1 letter),length,counts
,0,3857201
.,1,7328
..,2,7
..L,3,1
.c,2,425
.c.,3,2
.cC,3,129
.cC.,4,1
.cCc,4,4
.cCcC,5,5
.cCt,4,1
.cL,3,13
.cL.,4,2
.cLc,4,3
.cLcL,5,1
.cT,3,10
.cTc,4,1
.cTt,4,1
.cTtC,5,1
.l,2,125
.lC,3,33
.lCc.,5,1
.lCtL,5,1
.lL,3,2
.lT,3,8
.t,2,403
.t.,3,2
.t..,4,1
.tC,3,83
.tCt,4,3
.tL,3,7
.tT,3,14
.tT.,4,1
C,1,1831243
C.,2,404
C..,3,1
C.C,3,91
C.C.,4,2
C.C.L,5,1
C.CcC,5,5
C.CcL,5,1
C.Ct,4,1
C.L,3,10
C.LcC,5,1
C.T,3,9
C.T.T,5,1
C.Tc,4,1
Cc,2,112794
Cc.,3,133
Cc..,4,3
Cc..C,5,3
Cc.c,4,30
Cc.c.,5,2
Cc.cC,5,15
Cc.t,4,5
Cc.tT,5,1
CcC,3,30186
CcC.,4,456
CcC..,5,26
CcC.C,5,243
CcC.L,5,9
CcC.T,5,9
CcCc,4,1950
CcCc.,5,164
CcCcC,5,1492
CcCcL,5,107
CcCcT,5,52
CcCl,4,46
CcCl.,5,1
CcClC,5,34
CcClL,5,7
CcCt,4,523
CcCt.,5,34
CcCtC,5,178
CcCtL,5,9
CcCtT,5,7
CcL,3,5047
CcL.,4,119
CcL..,5,2
CcL.C,5,12
CcL.L,5,7
CcL.T,5,3
CcLc,4,519
CcLc.,5,15
CcLcC,5,68
CcLcL,5,28
CcLcT,5,3
CcLl,4,41
CcLlC,5,1
CcLlT,5,2
CcLt,4,125
CcLtC,5,8
CcLtL,5,2
CcLtT,5,1
CcT,3,3655
CcT.,4,96
CcT.C,5,4
CcT.T,5,10
CcTc,4,556
CcTc.,5,6
CcTcC,5,13
CcTcL,5,6
CcTcT,5,45
CcTl,4,5
CcTlC,5,1
CcTlT,5,9
CcTt,4,81
CcTt.,5,1
CcTtC,5,7
CcTtT,5,5
Cl,2,34241
Cl.,3,43
Cl..,4,1
Cl.c,4,3
Cl.t,4,1
Cl.tC,5,1
ClC,3,9545
ClC.,4,28
ClC..,5,3
ClC.C,5,16
ClC.T,5,1
ClCc,4,158
ClCc.,5,7
ClCcC,5,50
ClCcL,5,4
ClCcT,5,3
ClCl,4,8
ClCl.,5,3
ClClC,5,20
ClClL,5,2
ClCt,4,71
ClCt.,5,6
ClCtC,5,85
ClCtL,5,4
ClCtT,5,1
ClL,3,462
ClL.,4,3
ClLc,4,3
ClLc.,5,1
ClLcC,5,3
ClLlL,5,2
ClLt,4,3
ClT,3,595
ClT.,4,1
ClTc,4,3
ClTt,4,6
ClTtC,5,2
Ct,2,81601
Ct.,3,66
Ct..,4,2
Ct.c,4,1
Ct.t,4,4
CtC,3,22347
CtC.,4,156
CtC..,5,6
CtC.C,5,42
CtC.L,5,2
CtCc,4,152
CtCc.,5,13
CtCcC,5,68
CtCcL,5,8
CtCcT,5,8
CtCl,4,17
CtCl.,5,4
CtClC,5,24
CtClL,5,2
CtClT,5,1
CtCt,4,806
CtCt.,5,30
CtCtC,5,198
CtCtL,5,10
CtCtT,5,8
CtL,3,1735
CtL.,4,33
CtL.C,5,2
CtLc,4,22
CtLcC,5,4
CtLl,4,1
CtLt,4,127
CtLtC,5,2
CtLtL,5,2
CtT,3,2685
CtT.,4,55
CtT.C,5,1
CtTc,4,61
CtTcC,5,5
CtTcT,5,2
CtTl,4,2
CtTlT,5,1
CtTt,4,298
CtTtC,5,2
CtTtL,5,1
CtTtT,5,3
L,1,422048
L.,2,85
L.C,3,10
L.CtC,5,1
L.LcL,5,1
L.T,3,1
Lc,2,28075
Lc.,3,25
Lc..,4,3
Lc.c,4,5
Lc.cT,5,1
Lc.tC,5,1
LcC,3,2461
LcC.,4,36
LcC..,5,6
LcC.C,5,22
LcC.L,5,1
LcC.T,5,2
LcCc,4,176
LcCc.,5,10
LcCcC,5,103
LcCcL,5,5
LcCcT,5,8
LcCl,4,3
LcClC,5,3
LcClL,5,1
LcCt,4,37
LcCt.,5,11
LcCtC,5,80
LcCtL,5,1
LcCtT,5,3
LcL,3,864
LcL.,4,35
LcL.C,5,1
LcL.L,5,7
LcLc,4,182
LcLc.,5,6
LcLcC,5,14
LcLcL,5,42
LcLcT,5,3
LcLlC,5,1
LcLt,4,35
LcLtC,5,2
LcT,3,545
LcT.,4,32
LcT..,5,3
LcT.C,5,1
LcT.T,5,11
LcTc,4,150
LcTc.,5,1
LcTcC,5,5
LcTcT,5,4
LcTl,4,3
LcTl.,5,1
LcTlC,5,1
LcTlL,5,1
LcTlT,5,40
LcTt,4,33
LcTt.,5,2
LcTtC,5,4
LcTtT,5,15
Ll,2,3809
Ll.,3,1
LlC,3,238
LlC.,4,11
LlC.C,5,2
LlCc,4,45
LlCcC,5,4
LlCt,4,2
LlCtC,5,3
LlL,3,475
LlL.,4,3
LlL.L,5,1
LlLc,4,3
LlLl,4,2
LlLlL,5,1
LlT,3,42
LlTc.,5,1
LlTl,4,1
Lt,2,20224
Lt.,3,10
Lt.tT,5,1
LtC,3,1551
LtC.,4,9
LtC.C,5,5
LtC.L,5,1
LtCc,4,20
LtCc.,5,1
LtCcC,5,6
LtCcL,5,2
LtCl,4,3
LtClC,5,1
LtCt,4,61
LtCtC,5,12
LtL,3,1148
LtLc,4,2
LtLcC,5,6
LtLcL,5,1
LtLt,4,4
LtLtC,5,1
LtT,3,112
LtT.,4,8
LtT.T,5,1
LtTc,4,6
LtTt,4,43
LtTtC,5,4
LtTtT,5,34
T,1,220706
T.,2,34
T.C,3,4
T.L,3,1
T.T,3,5
T.Tc,4,1
Tc,2,12901
Tc.,3,8
Tc.c,4,2
TcC,3,924
TcC.,4,9
TcC..,5,1
TcC.C,5,5
TcCc,4,59
TcCc.,5,2
TcCcC,5,24
TcCcL,5,1
TcCcT,5,1
TcCl,4,3
TcCt,4,8
TcCtC,5,4
TcL,3,90
TcL.,4,1
TcLc,4,9
TcLcC,5,2
TcT,3,314
TcT.,4,21
TcT.C,5,1
TcTc,4,99
TcTcC,5,4
TcTlT,5,1
TcTt,4,4
TcTtT,5,1
Tl,2,2342
Tl.,3,2
TlC,3,152
TlC.,4,1
TlCc,4,3
TlCcC,5,2
TlCt,4,1
TlL,3,22
TlLc,4,1
TlT,3,868
TlT.,4,2
TlTc,4,2
TlTt,4,2
TlTtC,5,1
Tt,2,7337
Tt.,3,11
Tt.t,4,2
TtC,3,354
TtC.,4,4
TtCc,4,5
TtCcC,5,5
TtCl,4,1
TtCt,4,10
TtCtL,5,1
TtCtT,5,1
TtL,3,160
TtL.,4,1
TtL.C,5,1
TtLc,4,2
TtLc.,5,1
TtLcC,5,1
TtLt,4,1
TtLtC,5,1
TtT,3,855
TtT.,4,3
TtT.C,5,2
TtT.T,5,1
TtTc,4,4
TtTl,4,4
TtTt,4,47
TtTtC,5,1
