,proportion
C,0.5363772971256561
L,0.17762139744784305
T,0.08989288767077591
Cc,0.028366244300786943
Cl,0.05519869264903752
Ct,0.019717392803475575
Lc,0.007967912809056515
Ll,0.01643426119114555
Lt,0.002593212102939455
Tc,0.0029604635386680477
Tl,0.0110592397414165
Tt,0.002632342823602239
CcC,0.010595765222090894
CcL,0.0034476730852809148
CcT,0.000808915389438875
ClC,0.008250808674831729
ClL,0.0022545068486779746
ClT,0.00015299470291924797
CtC,0.006268613152733297
CtL,0.0029498789994723764
CtT,0.00068222166270281
LcC,0.0006065261702731612
LcL,0.0008817241893606135
LcT,0.0002822543785512331
LlC,0.000944589937310661
LlL,0.0009776265293456347
LlT,3.2395104810993805e-05
LtC,0.0005160764716919706
LtL,0.0013227466558469155
LtT,0.0005353210884113728
TcC,0.0006594488662515174
TcL,0.0008711396501649422
TcT,0.0001424101637235767
TlC,0.00043043792729063055
TlL,0.00034961053706914104
TlT,0.00025723637681601024
TtC,0.00029957453359869517
TtL,5.613013209825659e-05
TtT,3.4319566482934035e-05
CcCc,0.00042370231143883975
CcCl,0.00017095634519069007
CcCt,1.3471231703581582e-05
CcLc,0.000221313092273126
CcLl,7.794069771357915e-05
CcLt,1.6037180599501884e-06
CcTc,0.00015908883154705866
CcTl,6.735615851790791e-06
CcTt,6.414872239800753e-07
ClCc,2.3414283675272752e-05
ClCl,0.0003377430234255097
ClCt,1.090528280766128e-05
ClLc,6.735615851790791e-06
ClLl,7.890292854954926e-05
ClLt,1.6037180599501884e-06
ClTc,4.105518233472482e-05
ClTl,9.365713470109101e-05
ClTt,6.414872239800753e-07
CtCc,7.986515938551937e-05
CtCl,0.00022836945173690683
CtCt,6.094128627810716e-06
CtLc,5.7733850158206775e-06
CtLl,7.345028714571863e-05
CtLt,3.207436119900377e-06
CtTc,5.965831183014701e-05
CtTl,8.339333911740979e-06
CtTt,1.2829744479601506e-06
LcCc,3.175361758701373e-05
LcCl,6.414872239800754e-06
LcCt,6.414872239800753e-07
LcLc,0.00011386398225646337
LcLl,6.094128627810716e-06
LcLt,6.414872239800753e-07
LcTc,5.741310654621674e-05
LcTl,1.924461671940226e-06
LcTt,3.2074361199003765e-07
LlCc,3.528179731890414e-06
LlCl,1.1226026419651318e-05
LlCt,9.62230835970113e-07
LlLc,3.528179731890414e-06
LlLl,5.709236293422671e-05
LlLt,3.2074361199003765e-07
LlTc,1.6037180599501884e-06
LlTl,2.8866925079103388e-06
LlTt,0.0
LtCc,2.565948895920301e-06
LtCl,1.090528280766128e-05
LtCt,6.414872239800753e-07
LtLc,1.924461671940226e-06
LtLl,3.848923343880452e-06
LtLt,0.0
LtTc,2.2452052839302636e-06
LtTl,2.2452052839302636e-06
LtTt,2.8866925079103388e-06
TcCc,4.1696669558704896e-06
TcCl,7.377103075770866e-06
TcCt,1.6037180599501884e-06
TcLc,8.018590299750942e-06
