,proportion
C,0.5374123024461277
L,0.22684151882297873
T,0.06208184887078282
Cc,0.022850883485186657
Cl,0.04872024360121801
Ct,0.008256579744437186
Lc,0.008285041425207126
Ll,0.014047762546505043
Lt,0.0007638499730960194
Tc,0.002606936111603635
Tl,0.012901218352245608
Tt,0.0016934700058115677
CcC,0.007086958511715636
CcL,0.004148482280872943
CcT,0.00030846308077694235
ClC,0.013986223777272733
ClL,0.004437329878957087
ClT,0.00015076998461915388
CtC,0.0035519408366272605
CtL,0.002107702846206539
CtT,0.00025653974423718275
LcC,0.0006238492730925194
LcL,0.002578089813525991
LcT,2.576935961602885e-05
LlC,0.0014450072250361253
LlL,0.003605402642397828
LlT,0.0002673090288528366
LtC,0.00011538519231057695
LtL,0.001090774684642654
LtT,1.3846223077269235e-05
TcC,9.423124038697118e-05
TcL,6.80772634632404e-05
TcT,1.0384667307951925e-05
TlC,0.0006769264615553847
TlL,0.0007815423692503078
TlT,0.00012653909423393273
TtC,2.769244615453847e-05
TtL,2.6153976923730776e-05
TtT,7.692346154038464e-06
CcCc,0.0006615417692473078
CcCl,0.00011576980961827887
CcCt,6.80772634632404e-05
CcLc,0.000260385917314202
CcLl,7.80773134634904e-05
CcLt,1.923086538509616e-06
CcTc,7.30772884633654e-06
CcTl,3.846173077019232e-06
CcTt,3.8461730770192316e-07
ClCc,0.0001246160076954231
ClCl,0.0006226954211694136
ClCt,1.0000050000250001e-05
ClLc,1.730777884658654e-05
ClLl,0.00024307813846761545
ClLt,1.923086538509616e-06
ClTc,2.307703846211539e-06
ClTl,1.346160576956731e-05
ClTt,1.1538519231057695e-06
CtCc,7.730807884808656e-05
CtCl,0.00018500092500462506
CtCt,2.307703846211539e-06
CtLc,6.65387942324327e-05
CtLl,1.1538519231057695e-05
CtLt,7.692346154038463e-07
CtTc,1.5384692308076927e-06
CtTl,5.576950961677886e-05
CtTt,3.8461730770192316e-07
LcCc,1.8461630769692312e-05
LcCl,8.461580769442311e-06
LcCt,1.5384692308076927e-06
LcLc,0.0001292314153878462
LcLl,8.846198077144233e-06
LcLt,7.692346154038463e-07
LcTc,3.4615557693173087e-06
LcTl,1.1538519231057695e-06
LcTt,3.8461730770192316e-07
LlCc,7.692346154038464e-06
LlCl,2.423089038522116e-05
LlCt,2.307703846211539e-06
LlLc,2.500012500062501e-05
LlLl,0.00023115500192885582
LlLt,0.0
LlTc,7.692346154038463e-07
LlTl,2.692321153913462e-06
LlTt,3.8461730770192316e-07
LtCc,7.692346154038463e-07
LtCl,3.0769384616153853e-06
