,proportion
C,0.6152146138394258
L,0.145259680986828
T,0.1024330166991787
Cc,0.03464915477792634
Cl,0.010311009374271289
Ct,0.027608931614493293
Lc,0.009694495729917702
Ll,0.0021160924204724598
Lt,0.008856037173596823
Tc,0.0034372448948137057
Tl,0.0019133682280056037
Tt,0.002546926661350143
CcC,0.008619948713317891
CcL,0.0006701865969208407
CcT,0.0012388297700657966
ClC,0.003253378766762371
ClL,8.776253054915771e-05
ClT,0.0010266765453911797
CtC,0.009434472034034455
CtL,0.0014038378337016097
CtT,0.0008823398215954575
LcC,0.0010168848580985052
LcL,0.0005653792773807309
LcT,0.0002063507433159948
LlC,0.00032276302557334867
LlL,0.00016500806363581305
LlT,3.844143900087074e-05
LtC,0.0004493296502082909
LtL,0.00037317208237637727
LtT,0.00012729193480477008
TcC,0.0003612044645742193
TcL,0.00018350347296642067
TcT,0.0005918530985794438
TlC,0.0001559416865129662
TlL,1.8132754245693742e-05
TlT,0.0006640214604773048
TtC,0.0004054483849337121
TtL,0.00012076414327632033
TtT,0.0008268535936036347
CcCc,0.0005472465231350372
CcCl,3.118833730259324e-05
CcCt,9.356501190777971e-05
CcLc,0.0001588429271922772
CcLl,7.253101698277497e-07
CcLt,2.3935235604315737e-05
CcTc,9.50156322474352e-05
CcTl,1.8132754245693743e-06
CcTt,3.989205934052623e-06
ClCc,9.429032207760746e-06
ClCl,5.077171188794248e-06
ClCt,5.077171188794248e-06
ClLc,7.253101698277497e-07
ClLl,2.901240679310999e-06
ClLt,1.0879652547416245e-06
ClTc,2.901240679310999e-06
ClTl,0.0
ClTt,3.6265508491387486e-07
CtCc,5.548622799182285e-05
CtCl,2.4297890689229614e-05
CtCt,0.00015920558227719105
CtLc,1.124230763233012e-05
CtLl,1.8132754245693743e-06
CtLt,6.0563399180617105e-05
CtTc,2.175930509483249e-06
CtTl,3.6265508491387486e-07
CtTt,5.18596771426841e-05
LcCc,5.2947642397425734e-05
LcCl,1.0879652547416245e-06
