,proportion
C,0.5600910064239829
L,0.204563704496788
T,0.09308083511777303
Cc,0.030313169164882227
Cl,0.03412740899357602
Ct,0.013985546038543897
Lc,0.008966809421841542
Ll,0.00903372591006424
Lt,0.0049518201284796575
Tc,0.0036134903640256955
Tl,0.002007494646680942
Tt,0.0025428265524625264
CcC,0.006290149892933619
CcL,0.002208244111349036
CcT,0.00033458244111349034
ClC,0.006557815845824411
ClL,0.002007494646680942
ClT,0.0006022483940042826
CtC,0.002743576017130621
CtL,0.0007360813704496787
CtT,0.0004684154175588865
LcC,0.0006691648822269807
LcL,0.000869914346895075
LcT,0.0002676659528907923
LlC,0.0004014989293361885
LlL,0.0023420770877944324
LlT,0.00013383297644539615
LtC,0.0002676659528907923
LtL,0.00033458244111349034
LtT,6.691648822269808e-05
TcC,0.00013383297644539615
TcL,0.00020074946466809424
TcT,0.00033458244111349034
TlC,0.00020074946466809424
TlL,0.00020074946466809424
TlT,0.0
TtC,0.0
TtL,0.00020074946466809424
TtT,0.0004014989293361885
CcCc,0.0006022483940042826
CcCl,6.691648822269808e-05
CcCt,0.0
CcLc,0.00013383297644539615
CcLl,0.0
CcLt,0.0
CcTc,0.0
CcTl,0.0
CcTt,0.0
ClCc,0.0
ClCl,0.0002676659528907923
ClCt,0.0002676659528907923
ClLc,0.0
ClLl,6.691648822269808e-05
ClLt,0.0
ClTc,0.0
ClTl,6.691648822269808e-05
ClTt,0.0
CtCc,0.0
CtCl,0.0
CtCt,0.0
CtLc,0.0
CtLl,0.0
CtLt,0.00013383297644539615
CtTc,0.0
CtTl,0.0
CtTt,0.0
LcCc,6.691648822269808e-05
LcCl,0.0
LcCt,0.0
LcLc,6.691648822269808e-05
LcLl,0.0
LcLt,0.0
LcTc,0.0
LcTl,0.0
LcTt,0.0
LlCc,0.0
LlCl,0.0
LlCt,6.691648822269808e-05
LlLc,0.0
LlLl,0.00033458244111349034
LlLt,0.0
LlTc,0.0
LlTl,0.0
LlTt,0.0
LtCc,0.0
LtCl,0.0
LtCt,0.0
LtLc,0.0
LtLl,0.0
LtLt,6.691648822269808e-05
LtTc,0.0
LtTl,0.0
LtTt,0.0
TcCc,0.0
TcCl,0.0
TcCt,0.0
TcLc,0.0
TcLl,0.0
TcLt,0.0
TcTc,0.0
TcTl,0.0
TcTt,0.0
TlCc,0.0
TlCl,0.0
TlCt,0.0
TlLc,0.0
TlLl,0.0
TlLt,0.0
TlTc,0.0
TlTl,0.0
TlTt,0.0
TtCc,0.0
TtCl,0.0
TtCt,0.0
TtLc,0.0
TtLl,0.0
TtLt,6.691648822269808e-05
TtTc,0.0
TtTl,0.0
TtTt,6.691648822269808e-05
CcCcC,0.0006022483940042826
CcCcL,0.0
CcCcT,0.0
CcClC,6.691648822269808e-05
CcClL,0.0
CcClT,0.0
CcCtC,0.0
CcCtL,0.0
CcCtT,0.0
CcLcC,6.691648822269808e-05
CcLcL,6.691648822269808e-05
CcLcT,0.0
CcLlC,0.0
CcLlL,0.0
CcLlT,0.0
CcLtC,0.0
CcLtL,0.0
CcLtT,0.0
CcTcC,0.0
CcTcL,0.0
CcTcT,0.0
CcTlC,0.0
CcTlL,0.0
CcTlT,0.0
CcTtC,0.0
CcTtL,0.0
CcTtT,0.0
ClCcC,6.691648822269808e-05
ClCcL,0.0
ClCcT,0.0
ClClC,0.00013383297644539615
ClClL,0.0
ClClT,0.0
ClCtC,6.691648822269808e-05
ClCtL,0.0
ClCtT,0.0
ClLcC,0.0
ClLcL,0.0
ClLcT,0.0
ClLlC,0.0
ClLlL,6.691648822269808e-05
ClLlT,0.0
ClLtC,0.0
ClLtL,0.0
ClLtT,0.0
ClTcC,0.0
ClTcL,0.0
ClTcT,0.0
ClTlC,0.0
ClTlL,0.0
ClTlT,0.0
ClTtC,0.0
ClTtL,0.0
ClTtT,0.0
CtCcC,0.0
CtCcL,0.0
CtCcT,0.0
CtClC,0.0
CtClL,0.0
CtClT,0.0
CtCtC,0.0
CtCtL,0.0
CtCtT,0.0
CtLcC,0.0
CtLcL,0.0
CtLcT,0.0
CtLlC,0.0
CtLlL,6.691648822269808e-05
CtLlT,0.0
CtLtC,0.0
CtLtL,0.0
CtLtT,0.0
CtTcC,0.0
CtTcL,0.0
CtTcT,0.0
CtTlC,0.0
CtTlL,0.0
CtTlT,0.0
CtTtC,0.0
CtTtL,0.0
CtTtT,0.0
LcCcC,6.691648822269808e-05
LcCcL,0.0
LcCcT,0.0
LcClC,0.0
LcClL,0.0
LcClT,0.0
LcCtC,0.0
LcCtL,0.0
LcCtT,0.0
LcLcC,0.0
LcLcL,0.0
LcLcT,0.0
LcLlC,0.0
LcLlL,0.0
LcLlT,0.0
LcLtC,0.0
LcLtL,0.0
LcLtT,0.0
LcTcC,0.0
LcTcL,0.0
LcTcT,6.691648822269808e-05
LcTlC,0.0
LcTlL,0.0
LcTlT,0.0
LcTtC,0.0
LcTtL,0.0
LcTtT,0.0
LlCcC,0.0
LlCcL,0.0
LlCcT,0.0
LlClC,6.691648822269808e-05
LlClL,0.0
LlClT,0.0
LlCtC,0.0
LlCtL,0.0
LlCtT,0.0
LlLcC,0.0
LlLcL,0.0
LlLcT,0.0
LlLlC,0.0
LlLlL,0.0
LlLlT,0.0
LlLtC,0.0
LlLtL,0.0
LlLtT,0.0
LlTcC,0.0
LlTcL,0.0
LlTcT,0.0
LlTlC,0.0
LlTlL,0.0
LlTlT,0.0
LlTtC,0.0
LlTtL,0.0
LlTtT,0.0
LtCcC,0.0
LtCcL,0.0
LtCcT,0.0
LtClC,0.0
LtClL,0.0
LtClT,0.0
LtCtC,0.0
LtCtL,0.0
LtCtT,0.0
LtLcC,0.0
LtLcL,0.0
LtLcT,0.0
LtLlC,0.0
LtLlL,0.0
LtLlT,0.0
LtLtC,0.0
LtLtL,0.0
LtLtT,0.0
LtTcC,0.0
LtTcL,0.0
LtTcT,0.0
LtTlC,0.0
LtTlL,0.0
LtTlT,0.0
LtTtC,0.0
LtTtL,0.0
LtTtT,0.0
TcCcC,0.0
TcCcL,0.0
TcCcT,0.0
TcClC,0.0
TcClL,0.0
TcClT,0.0
TcCtC,0.0
TcCtL,0.0
TcCtT,0.0
TcLcC,0.0
TcLcL,0.0
TcLcT,0.0
TcLlC,0.0
TcLlL,0.0
TcLlT,0.0
TcLtC,0.0
TcLtL,0.0
TcLtT,0.0
TcTcC,0.0
TcTcL,0.0
TcTcT,0.0
TcTlC,0.0
TcTlL,0.0
TcTlT,0.0
TcTtC,0.0
TcTtL,0.0
TcTtT,0.0
TlCcC,0.0
TlCcL,0.0
TlCcT,0.0
TlClC,0.0
TlClL,0.0
TlClT,0.0
TlCtC,0.0
TlCtL,0.0
TlCtT,0.0
TlLcC,0.0
TlLcL,0.0
TlLcT,0.0
TlLlC,0.0
TlLlL,0.0
TlLlT,0.0
TlLtC,0.0
TlLtL,0.0
TlLtT,0.0
TlTcC,0.0
TlTcL,0.0
TlTcT,0.0
TlTlC,0.0
TlTlL,0.0
TlTlT,0.0
TlTtC,0.0
TlTtL,0.0
TlTtT,0.0
TtCcC,0.0
TtCcL,0.0
TtCcT,0.0
TtClC,0.0
TtClL,0.0
TtClT,0.0
TtCtC,0.0
TtCtL,0.0
TtCtT,0.0
TtLcC,0.0
TtLcL,0.0
TtLcT,0.0
TtLlC,0.0
TtLlL,0.0
TtLlT,0.0
TtLtC,0.0
TtLtL,0.0
TtLtT,0.0
TtTcC,0.0
TtTcL,0.0
TtTcT,0.0
TtTlC,0.0
TtTlL,0.0
TtTlT,0.0
TtTtC,0.0
TtTtL,0.0
TtTtT,0.0
