,proportion
C,0.52165983330446
L,0.29081313802108394
T,0.024942092869562987
Cc,0.0345325402783392
Cl,0.04187439446144764
Ct,0.001318870987404798
Lc,0.016070912975688627
Ll,0.02104675559661989
Lt,0.002259500939988322
Tc,0.0013881670548529703
Tl,0.0031224936318197272
Tt,2.4702764784765128e-05
CcC,0.007004998299679826
CcL,0.0022707294694359424
CcT,2.502357991184e-05
ClC,0.015244172393216685
ClL,0.003733004818643208
ClT,5.197205058612923e-05
CtC,2.5986025293064614e-05
CtL,8.18078574040923e-05
CtT,2.5665210165989746e-06
LcC,0.0009021321373345395
LcL,0.001778919879630164
LcT,8.66200843102154e-06
LlC,0.0023855812849287467
LlL,0.0033104912962856024
LlT,1.732401686204308e-05
LtC,2.309868914939077e-05
LtL,6.416302541497437e-05
LtT,1.2832605082994873e-06
TcC,6.191731952545026e-05
TcL,0.00012030567265307694
TcT,2.2457058895241025e-06
TlC,0.00010747306757008205
TlL,0.00012383463905090052
TlT,1.924890762449231e-06
TtC,3.208151270748718e-07
TtL,2.5665210165989746e-06
TtT,1.924890762449231e-06
CcCc,0.00043085471566155285
CcCl,7.474992460844513e-05
CcCt,1.924890762449231e-06
CcLc,0.0002989996984337805
CcLl,4.0422706011433845e-05
CcLt,2.5665210165989746e-06
CcTc,9.624453812246154e-07
CcTl,6.416302541497436e-07
CcTt,0.0
ClCc,0.00012896768108409848
ClCl,0.00011196447934913025
ClCt,3.849781524898462e-06
ClLc,0.00011228529447620513
ClLl,8.854497507266462e-05
ClLt,2.5665210165989746e-06
ClTc,1.2832605082994873e-06
ClTl,6.416302541497436e-07
ClTt,0.0
CtCc,6.416302541497436e-07
CtCl,0.0
CtCt,0.0
CtLc,3.208151270748718e-07
CtLl,9.624453812246154e-07
CtLt,2.0852983259866668e-05
CtTc,0.0
CtTl,0.0
CtTt,3.208151270748718e-07
LcCc,2.8552546309663588e-05
LcCl,3.336477321578667e-05
LcCt,3.208151270748718e-07
LcLc,0.0003647667994841293
LcLl,1.4757495845444102e-05
LcLt,3.208151270748718e-06
LcTc,3.208151270748718e-07
LcTl,0.0
LcTt,0.0
LlCc,1.956972275156718e-05
LlCl,1.6361571480818463e-05
LlCt,0.0
LlLc,6.897525232109744e-05
LlLl,0.0001786940257807036
LlLt,3.208151270748718e-07
LlTc,0.0
LlTl,3.208151270748718e-07
LlTt,0.0
LtCc,6.416302541497436e-07
LtCl,6.416302541497436e-07
LtCt,0.0
LtLc,3.208151270748718e-07
LtLl,3.208151270748718e-07
LtLt,3.208151270748718e-07
LtTc,0.0
LtTl,0.0
LtTt,0.0
TcCc,2.5665210165989746e-06
TcCl,3.208151270748718e-07
TcCt,0.0
TcLc,2.662765554721436e-05
TcLl,1.924890762449231e-06
TcLt,3.208151270748718e-07
TcTc,3.208151270748718e-07
TcTl,0.0
TcTt,0.0
TlCc,6.416302541497436e-07
TlCl,9.624453812246154e-07
TlCt,0.0
TlLc,3.208151270748718e-07
TlLl,9.624453812246154e-07
TlLt,3.208151270748718e-07
TlTc,0.0
TlTl,0.0
TlTt,0.0
TtCc,0.0
TtCl,0.0
TtCt,0.0
TtLc,0.0
TtLl,0.0
TtLt,0.0
TtTc,0.0
TtTl,0.0
TtTt,3.208151270748718e-07
CcCcC,0.0003840157071086216
CcCcL,3.4327218597011286e-05
CcCcT,5.133042033197949e-06
CcClC,4.0101890884358974e-05
CcClL,6.7371176685723075e-06
CcClT,0.0
CcCtC,3.208151270748718e-07
CcCtL,0.0
CcCtT,0.0
CcLcC,5.036797495075487e-05
CcLcL,1.0907714320545642e-05
CcLcT,3.208151270748718e-07
CcLlC,9.303638685171283e-06
CcLlL,3.5289663978235896e-06
CcLlT,3.208151270748718e-07
CcLtC,0.0
CcLtL,0.0
CcLtT,0.0
CcTcC,3.208151270748718e-07
CcTcL,3.208151270748718e-07
CcTcT,3.208151270748718e-07
CcTlC,0.0
CcTlL,0.0
CcTlT,0.0
CcTtC,0.0
CcTtL,0.0
CcTtT,0.0
ClCcC,6.576710105034872e-05
ClCcL,1.0907714320545642e-05
ClCcT,3.208151270748718e-07
ClClC,0.00039203608528549336
ClClL,4.7801453934155894e-05
ClClT,5.453857160272821e-06
ClCtC,0.0
ClCtL,9.624453812246154e-07
ClCtT,0.0
ClLcC,4.234759677388308e-05
ClLcL,1.058689919347077e-05
ClLcT,3.208151270748718e-07
ClLlC,6.608791617742359e-05
ClLlL,3.849781524898462e-06
ClLlT,1.2832605082994873e-06
ClLtC,0.0
ClLtL,0.0
ClLtT,0.0
ClTcC,0.0
ClTcL,0.0
ClTcT,0.0
ClTlC,0.0
ClTlL,0.0
ClTlT,0.0
ClTtC,0.0
ClTtL,0.0
ClTtT,0.0
CtCcC,0.0
CtCcL,0.0
CtCcT,0.0
CtClC,6.416302541497436e-07
CtClL,0.0
CtClT,0.0
CtCtC,0.0
CtCtL,0.0
CtCtT,0.0
CtLcC,0.0
CtLcL,0.0
CtLcT,0.0
CtLlC,0.0
CtLlL,0.0
CtLlT,0.0
CtLtC,0.0
CtLtL,3.208151270748718e-07
CtLtT,3.208151270748718e-07
CtTcC,0.0
CtTcL,0.0
CtTcT,0.0
CtTlC,0.0
CtTlL,3.208151270748718e-07
CtTlT,0.0
