,proportion
C,0.4326484654203367
L,0.26596918366877353
T,0.11711289754169338
Cc,0.030433337249055687
Cl,0.03835086729213267
Ct,0.013266729721907016
Lc,0.011646650059159703
Ll,0.016220173397874127
Lt,0.011097742485143468
Tc,0.004847220220628752
Tl,0.005187221988759052
Tt,0.002819925617422623
CcC,0.005508755272600884
CcL,0.001808094888044654
CcT,0.0004559596284988695
ClC,0.01324311428298078
ClL,0.0041932542195945175
ClT,0.0025301823475199553
CtC,0.004097884177777025
CtL,0.0007814288188284079
CtT,0.000660324003822068
LcC,0.0007814288188284079
LcL,0.0014756621708522512
LcT,0.0003194139495792214
LlC,0.0017042475091767174
LlL,0.0030373087603590035
LlT,0.0017887181176436397
LtC,0.0004907772628131922
LtL,0.0011429266916223324
LtT,0.0005186313702646504
TcC,0.0002806604087771926
TcL,0.00022797981424943476
TcT,0.00020587818551077774
TlC,0.00047200601648720957
TlL,0.00016106940395843198
TlT,0.000271880309689233
TtC,9.385623162991337e-05
TtL,4.5111543589861596e-05
TtT,3.1790013939164214e-05
CcCc,0.00023221848277465667
CcCl,4.420325747731404e-05
CcCt,3.2092775976680065e-05
CcLc,0.00016288597618352712
CcLl,2.9065155601521563e-05
CcLt,0.00012352691130646665
CcTc,8.870927699214394e-05
CcTl,3.6331444501901954e-06
CcTt,4.2386685252218945e-06
ClCc,0.00012110481500633985
ClCl,0.00016833569285881238
ClCt,8.35623223543745e-05
ClLc,5.873583527807483e-05
ClLl,0.00012171033908137154
ClLt,7.720431956654165e-05
ClTc,1.5138101875792482e-05
ClTl,5.540545286540048e-05
ClTt,4.2083923214703094e-05
CtCc,2.7854107451458163e-05
CtCl,1.6651912063371727e-05
CtCt,6.660764825348692e-06
CtLc,1.8165722250950977e-06
CtLl,2.422096300126797e-06
CtLt,6.963526862864541e-06
CtTc,1.0293909275538887e-05
CtTl,3.6331444501901954e-06
CtTt,2.1193342626109473e-06
LcCc,3.693696857693365e-05
LcCl,7.569050937896241e-06
LcCt,3.6331444501901954e-06
LcLc,0.00020406161328568264
LcLl,1.0293909275538887e-05
LcLt,4.178116117718725e-05
LcTc,6.509383806590767e-05
LcTl,3.935906487706045e-06
LcTt,1.5138101875792482e-06
LlCc,2.3615438926236272e-05
LlCl,2.603753522636307e-05
LlCt,6.963526862864541e-06
LlLc,4.874468804005179e-05
LlLl,0.00018589589103473167
LlLt,1.786296021343513e-05
LlTc,8.477337050443789e-06
LlTl,1.6954674100887578e-05
LlTt,1.756019817591928e-05
LtCc,3.330382412674346e-06
LtCl,5.449716675285293e-06
LtCt,3.027620375158496e-07
LtLc,5.449716675285293e-06
LtLl,4.844192600253594e-06
LtLt,3.269830005171176e-05
LtTc,2.7248583376426463e-06
LtTl,9.082861125475489e-07
LtTt,9.082861125475489e-07
TcCc,6.660764825348692e-06
TcCl,4.541430562737744e-06
TcCt,2.7248583376426463e-06
TcLc,7.266288900380391e-06
