,proportion
C,0.6383556049815209
L,0.24540377047061107
T,0.023558378428819332
Cc,0.03771669162221326
Cl,0.01673819448546628
Ct,0.0003103391300402285
Lc,0.014928810343838634
Ll,0.0032095486855746665
Lt,0.00017849850651969004
Tc,0.00096397754600082
Tl,0.0007914717950957
Tt,1.4981889036424824e-05
CcC,0.00818182362977783
CcL,0.0014964766877526051
CcT,0.0001502469443367175
ClC,0.003525880571229465
ClL,0.0004383272678085434
ClT,0.0001660849413180809
CtC,2.4399076430749e-05
CtL,5.907144820076074e-05
CtT,3.852485752223526e-06
LcC,0.0007983206586552084
LcL,0.0007687849345548282
LcT,1.0273295339262737e-05
LlC,0.0001374053251626391
LlL,0.00018363515418932139
LlT,5.136647669631368e-06
LtC,1.284161917407842e-05
LtL,0.00013826143310757764
LtT,1.7122158898771226e-06
TcC,0.00016736910323548874
TcL,1.5837996981363383e-05
TcT,1.284161917407842e-06
TlC,5.0082314778905835e-05
TlL,5.136647669631368e-06
TlT,0.0
TtC,4.2805397246928064e-07
TtL,1.7122158898771226e-06
TtT,4.2805397246928064e-07
CcCc,0.00045330915684496827
CcCl,2.4399076430749e-05
CcCt,1.7122158898771226e-06
CcLc,0.0002388541166378586
CcLl,8.561079449385613e-07
CcLt,4.2805397246928064e-07
CcTc,8.561079449385613e-07
CcTl,4.2805397246928064e-07
CcTt,0.0
ClCc,2.782350821050324e-05
ClCl,1.369772711901698e-05
ClCt,4.2805397246928064e-07
ClLc,4.2805397246928065e-06
ClLl,2.1402698623464032e-06
ClLt,4.2805397246928064e-07
ClTc,4.2805397246928064e-07
ClTl,1.7122158898771226e-06
ClTt,0.0
CtCc,0.0
CtCl,4.2805397246928064e-07
CtCt,0.0
CtLc,0.0
CtLl,0.0
CtLt,0.0
CtTc,0.0
CtTl,0.0
CtTt,0.0
LcCc,4.7513990944090155e-05
LcCl,3.424431779754245e-06
LcCt,0.0
LcLc,9.888046764040382e-05
LcLl,1.7122158898771226e-06
LcLt,4.2805397246928064e-07
LcTc,4.2805397246928064e-07
LcTl,0.0
LcTt,0.0
LlCc,1.284161917407842e-06
LlCl,1.284161917407842e-06
LlCt,0.0
LlLc,4.2805397246928064e-07
LlLl,4.2805397246928064e-07
LlLt,0.0
LlTc,0.0
LlTl,4.2805397246928064e-07
LlTt,0.0
LtCc,0.0
LtCl,0.0
LtCt,0.0
LtLc,0.0
LtLl,0.0
LtLt,4.2805397246928064e-07
LtTc,0.0
LtTl,0.0
LtTt,0.0
TcCc,1.4553835063955543e-05
TcCl,4.2805397246928064e-07
TcCt,0.0
TcLc,1.7122158898771226e-06
TcLl,0.0
TcLt,0.0
TcTc,8.561079449385613e-07
TcTl,0.0
TcTt,0.0
TlCc,0.0
TlCl,0.0
TlCt,0.0
TlLc,0.0
TlLl,0.0
TlLt,0.0
TlTc,0.0
TlTl,0.0
TlTt,0.0
TtCc,0.0
TtCl,0.0
TtCt,0.0
TtLc,0.0
TtLl,0.0
TtLt,0.0
TtTc,0.0
TtTl,0.0
TtTt,0.0
CcCcC,0.0003732630639932128
CcCcL,2.739545423803396e-05
CcCcT,4.2805397246928065e-06
CcClC,1.284161917407842e-05
CcClL,4.2805397246928064e-07
CcClT,0.0
CcCtC,0.0
CcCtL,0.0
CcCtT,0.0
CcLcC,1.0701349311732017e-05
CcLcL,1.5409943008894104e-05
CcLcT,4.2805397246928064e-07
CcLlC,0.0
CcLlL,0.0
CcLlT,0.0
CcLtC,0.0
CcLtL,8.561079449385613e-07
CcLtT,0.0
CcTcC,8.561079449385613e-07
CcTcL,0.0
CcTcT,0.0
CcTlC,0.0
CcTlL,0.0
CcTlT,0.0
CcTtC,0.0
CcTtL,0.0
CcTtT,0.0
ClCcC,7.2769175319777715e-06
ClCcL,4.2805397246928064e-07
ClCcT,0.0
ClClC,2.8679616155441807e-05
ClClL,4.2805397246928065e-06
ClClT,4.2805397246928064e-07
ClCtC,0.0
ClCtL,0.0
ClCtT,0.0
ClLcC,4.2805397246928064e-07
ClLcL,0.0
ClLcT,0.0
ClLlC,0.0
ClLlL,4.2805397246928064e-07
ClLlT,0.0
ClLtC,0.0
ClLtL,0.0
ClLtT,0.0
ClTcC,4.2805397246928064e-07
ClTcL,0.0
ClTcT,0.0
ClTlC,0.0
ClTlL,0.0
ClTlT,0.0
ClTtC,0.0
ClTtL,0.0
ClTtT,0.0
CtCcC,0.0
CtCcL,0.0
CtCcT,0.0
CtClC,0.0
CtClL,0.0
CtClT,0.0
CtCtC,4.2805397246928064e-07
CtCtL,0.0
CtCtT,0.0
CtLcC,4.2805397246928064e-07
CtLcL,0.0
CtLcT,0.0
CtLlC,0.0
CtLlL,0.0
CtLlT,0.0
CtLtC,0.0
CtLtL,0.0
CtLtT,0.0
CtTcC,0.0
CtTcL,0.0
CtTcT,0.0
CtTlC,0.0
CtTlL,0.0
CtTlT,0.0
CtTtC,0.0
CtTtL,0.0
CtTtT,0.0
LcCcC,2.782350821050324e-05
LcCcL,1.7122158898771226e-06
LcCcT,0.0
LcClC,1.284161917407842e-06
LcClL,0.0
LcClT,0.0
LcCtC,0.0
LcCtL,0.0
LcCtT,0.0
LcLcC,4.708593697162087e-06
LcLcL,4.708593697162087e-06
LcLcT,0.0
LcLlC,8.561079449385613e-07
LcLlL,0.0
LcLlT,0.0
LcLtC,0.0
LcLtL,0.0
LcLtT,0.0
LcTcC,4.2805397246928064e-07
LcTcL,0.0
LcTcT,0.0
LcTlC,0.0
LcTlL,0.0
LcTlT,0.0
LcTtC,0.0
LcTtL,0.0
LcTtT,0.0
LlCcC,8.561079449385613e-07
LlCcL,0.0
LlCcT,0.0
LlClC,4.2805397246928064e-07
LlClL,0.0
LlClT,0.0
LlCtC,0.0
LlCtL,0.0
LlCtT,0.0
LlLcC,0.0
LlLcL,8.561079449385613e-07
LlLcT,0.0
LlLlC,0.0
LlLlL,8.561079449385613e-07
LlLlT,0.0
LlLtC,0.0
LlLtL,0.0
LlLtT,0.0
LlTcC,0.0
LlTcL,0.0
LlTcT,0.0
LlTlC,4.2805397246928064e-07
LlTlL,0.0
LlTlT,0.0
LlTtC,0.0
LlTtL,0.0
LlTtT,0.0
LtCcC,0.0
LtCcL,0.0
LtCcT,0.0
LtClC,0.0
LtClL,0.0
LtClT,0.0
LtCtC,0.0
LtCtL,0.0
LtCtT,0.0
LtLcC,0.0
LtLcL,0.0
LtLcT,0.0
LtLlC,0.0
LtLlL,0.0
LtLlT,0.0
LtLtC,0.0
LtLtL,0.0
LtLtT,0.0
LtTcC,0.0
LtTcL,0.0
LtTcT,0.0
LtTlC,0.0
LtTlL,0.0
LtTlT,0.0
LtTtC,0.0
LtTtL,0.0
LtTtT,0.0
TcCcC,2.9963778072849646e-06
TcCcL,0.0
TcCcT,0.0
TcClC,0.0
TcClL,4.2805397246928064e-07
TcClT,0.0
TcCtC,0.0
TcCtL,0.0
TcCtT,0.0
TcLcC,0.0
TcLcL,4.2805397246928064e-07
TcLcT,0.0
TcLlC,0.0
TcLlL,0.0
TcLlT,0.0
TcLtC,0.0
TcLtL,0.0
TcLtT,0.0
TcTcC,0.0
TcTcL,0.0
TcTcT,0.0
TcTlC,0.0
TcTlL,0.0
TcTlT,0.0
TcTtC,0.0
TcTtL,0.0
TcTtT,0.0
TlCcC,0.0
TlCcL,0.0
TlCcT,0.0
TlClC,0.0
TlClL,0.0
TlClT,0.0
TlCtC,0.0
TlCtL,0.0
TlCtT,0.0
TlLcC,0.0
TlLcL,0.0
TlLcT,0.0
TlLlC,0.0
TlLlL,0.0
TlLlT,0.0
TlLtC,0.0
TlLtL,0.0
TlLtT,0.0
TlTcC,0.0
TlTcL,0.0
TlTcT,0.0
TlTlC,0.0
TlTlL,0.0
TlTlT,0.0
TlTtC,0.0
TlTtL,0.0
TlTtT,0.0
TtCcC,0.0
TtCcL,0.0
TtCcT,0.0
TtClC,0.0
TtClL,0.0
TtClT,0.0
TtCtC,0.0
TtCtL,0.0
TtCtT,0.0
TtLcC,0.0
TtLcL,0.0
TtLcT,0.0
TtLlC,0.0
TtLlL,0.0
TtLlT,0.0
TtLtC,0.0
TtLtL,0.0
TtLtT,0.0
TtTcC,0.0
TtTcL,0.0
TtTcT,0.0
TtTlC,0.0
TtTlL,0.0
TtTlT,0.0
TtTtC,0.0
TtTtL,0.0
TtTtT,0.0
